Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Shareef Abdur-Rahim,PF,31,SAC,6,0,51,2.1,9.9,0.214,0.0,0.0,0.0,2.1,9.9,0.214,2.8,2.8,1.0,4.2,2.8,7.1,2.8,0.7,0.0,0.7,6.4,7.1
Arron Afflalo,SG,22,DET,75,9,970,3.7,8.9,0.41100000000000003,0.4,1.8,0.20800000000000002,3.3,7.2,0.461,2.5,3.2,0.782,1.3,3.7,5.1,1.9,1.2,0.3,1.3,3.1,10.2
Maurice Ager,SG,23,TOT,26,3,165,4.6,14.2,0.32299999999999995,0.7,4.1,0.158,3.9,10.0,0.391,1.3,2.6,0.5,0.9,2.0,2.8,1.7,0.0,0.2,1.3,3.7,11.1
Blake Ahearn,PG,23,MIA,12,0,177,3.1,11.6,0.263,2.0,6.9,0.294,1.0,4.7,0.217,6.1,6.3,0.968,0.2,3.7,3.9,3.9,1.2,0.0,3.3,4.1,14.2
LaMarcus Aldridge,PF,22,POR,76,76,2649,7.6,15.8,0.484,0.0,0.1,0.14300000000000002,7.6,15.7,0.486,3.1,4.0,0.762,3.0,4.9,7.9,1.7,0.7,1.3,1.7,3.3,18.3
Malik Allen,PF,29,TOT,73,16,1096,5.2,10.7,0.48,0.0,0.1,0.5,5.1,10.7,0.48,0.8,0.8,0.92,2.2,4.3,6.4,1.4,0.6,1.0,1.5,4.9,11.1
Ray Allen*,SG,32,BOS,73,73,2624,6.0,13.5,0.445,2.5,6.2,0.39799999999999996,3.6,7.3,0.485,2.9,3.3,0.907,1.0,2.6,3.7,3.1,0.9,0.2,1.7,2.0,17.5
Tony Allen,SG,26,BOS,75,11,1373,4.4,10.2,0.434,0.5,1.5,0.316,4.0,8.7,0.455,3.6,4.7,0.762,0.9,3.5,4.4,3.0,1.6,0.6,2.9,4.4,13.0
Lance Allred,C,26,CLE,3,0,10,3.6,14.4,0.25,0.0,0.0,0.0,3.6,14.4,0.25,3.6,7.2,0.5,0.0,3.6,3.6,0.0,0.0,0.0,0.0,3.6,10.8
Morris Almond,SG,22,UTA,9,0,39,3.7,13.8,0.267,0.9,3.7,0.25,2.8,10.2,0.273,3.7,5.5,0.667,0.0,1.8,1.8,2.8,0.9,0.0,1.8,4.6,12.0
Rafer Alston,PG,31,HOU,74,74,2526,5.2,13.2,0.39399999999999996,2.0,5.8,0.35100000000000003,3.1,7.4,0.42700000000000005,1.4,2.0,0.715,0.4,3.3,3.7,5.6,1.4,0.3,2.3,2.0,13.8
Lou Amundson,PF,25,PHI,16,0,64,4.5,9.0,0.5,0.0,0.0,0.0,4.5,9.0,0.5,1.1,3.9,0.28600000000000003,3.9,2.8,6.8,0.0,0.6,0.6,1.1,7.3,10.1
Chris Andersen,C,29,NOH,5,0,34,2.1,7.4,0.28600000000000003,0.0,0.0,0.0,2.1,7.4,0.28600000000000003,2.1,4.2,0.5,2.1,7.4,9.5,0.0,0.0,4.2,1.1,6.4,6.4
Derek Anderson,SG,33,CHA,28,0,396,4.3,11.4,0.376,1.7,4.7,0.365,2.5,6.6,0.384,2.5,3.5,0.737,0.8,3.9,4.7,4.0,1.1,0.1,2.3,4.5,12.8
Carmelo Anthony,SF,23,DEN,77,77,2806,9.3,19.0,0.49200000000000005,0.7,2.1,0.354,8.6,16.9,0.509,6.0,7.6,0.7859999999999999,2.3,5.0,7.3,3.3,1.3,0.5,3.2,3.2,25.4
Joel Anthony,PF,25,MIA,24,1,498,2.0,4.3,0.467,0.0,0.0,0.0,2.0,4.3,0.467,2.1,3.5,0.5920000000000001,2.7,4.0,6.7,0.2,0.7,2.2,1.2,4.0,6.1
Gilbert Arenas,PG,26,WAS,13,8,425,6.6,16.6,0.39799999999999996,1.9,6.6,0.282,4.7,10.0,0.475,6.3,8.1,0.7709999999999999,0.5,3.8,4.3,5.6,1.9,0.1,4.2,2.5,21.3
Trevor Ariza,SF,22,TOT,35,3,546,4.5,9.0,0.507,0.3,1.2,0.278,4.2,7.8,0.542,3.2,4.9,0.653,2.0,5.1,7.1,2.9,2.0,0.7,1.5,3.0,12.7
Darrell Armstrong,PG,39,NJN,50,2,549,2.6,7.2,0.364,1.5,4.5,0.33299999999999996,1.1,2.7,0.415,1.3,2.0,0.667,1.1,3.3,4.4,4.8,1.8,0.1,2.7,3.5,8.1
Hilton Armstrong,C,23,NOH,65,3,732,3.3,7.3,0.45299999999999996,0.0,0.0,0.0,3.3,7.3,0.45299999999999996,2.2,3.4,0.629,3.2,4.8,8.0,1.1,0.7,1.7,2.9,6.4,8.8
Carlos Arroyo,PG,28,ORL,62,20,1269,4.5,9.9,0.451,0.8,2.4,0.345,3.6,7.5,0.485,2.5,2.9,0.853,0.3,2.9,3.2,6.2,0.7,0.1,2.2,2.4,12.2
Chucky Atkins,SG,33,DEN,24,0,352,4.3,12.5,0.344,2.6,8.1,0.316,1.7,4.4,0.395,0.4,0.9,0.444,0.3,2.9,3.2,4.8,0.9,0.1,1.0,2.8,11.6
James Augustine,PF,23,ORL,25,0,149,4.3,8.2,0.529,0.0,0.0,0.0,4.3,8.2,0.529,1.0,1.9,0.5,3.9,3.4,7.2,0.5,1.2,0.5,1.4,4.3,9.7
Kelenna Azubuike,SG,24,GSW,81,17,1732,5.4,12.2,0.445,1.5,4.1,0.364,3.9,8.1,0.485,2.1,2.9,0.7170000000000001,2.2,4.5,6.7,1.6,0.9,0.7,1.2,3.3,14.4
Renaldo Balkman,SF,23,NYK,65,0,952,3.4,7.0,0.489,0.0,0.5,0.083,3.4,6.6,0.517,1.6,3.6,0.43200000000000005,3.1,5.0,8.2,1.5,1.7,1.1,1.4,5.0,8.5
Marcus Banks,PG,26,TOT,36,3,569,5.4,12.1,0.45,2.5,6.5,0.392,2.9,5.6,0.517,1.7,2.2,0.7709999999999999,0.3,2.6,2.8,3.9,0.9,0.8,2.3,4.1,15.1
Leandro Barbosa,SG,25,PHO,82,12,2421,7.0,15.2,0.462,2.4,6.3,0.389,4.6,8.9,0.514,2.6,3.2,0.8220000000000001,0.6,2.8,3.4,3.2,1.1,0.3,1.7,2.9,19.1
J.J. Barea,PG,23,DAL,44,9,460,5.6,13.3,0.418,1.6,4.2,0.389,3.9,9.1,0.431,2.2,2.7,0.8,0.3,3.4,3.7,4.5,1.1,0.1,2.7,3.8,14.9
Andrea Bargnani,PF,22,TOR,78,53,1861,5.4,14.0,0.386,1.7,5.0,0.345,3.7,9.0,0.409,2.7,3.3,0.84,1.0,4.6,5.6,1.7,0.4,0.7,1.7,4.1,15.3
Matt Barnes,PF,27,GSW,73,18,1414,4.8,11.3,0.423,1.3,4.6,0.293,3.4,6.6,0.513,1.5,2.0,0.747,2.4,5.9,8.2,3.5,1.2,0.9,2.2,4.0,12.4
Andre Barrett,PG,25,LAC,4,0,25,2.9,7.2,0.4,1.4,4.3,0.33299999999999996,1.4,2.9,0.5,1.4,2.9,0.5,0.0,1.4,1.4,10.1,0.0,0.0,1.4,1.4,8.6
Earl Barron,C,26,MIA,46,15,889,5.3,13.2,0.40399999999999997,0.0,0.5,0.077,5.3,12.7,0.41700000000000004,2.5,3.5,0.701,2.7,5.3,8.0,1.2,0.8,0.3,1.9,4.6,13.2
Brent Barry,SF,36,SAS,31,1,554,5.0,10.4,0.48100000000000004,3.1,7.3,0.429,1.9,3.1,0.604,1.2,1.3,0.95,0.8,2.8,3.6,3.5,1.1,0.2,1.2,2.8,14.4
Brandon Bass,C,22,DAL,79,1,1557,5.7,11.4,0.499,0.0,0.1,0.0,5.7,11.3,0.503,3.7,4.6,0.8220000000000001,2.8,5.2,8.0,1.3,0.5,1.1,1.9,3.5,15.1
Maceo Baston,PF,32,TOR,15,2,103,5.9,8.7,0.68,0.0,0.0,0.0,5.9,8.7,0.68,2.4,3.5,0.7,3.1,5.9,9.1,1.0,0.7,1.4,1.4,7.0,14.3
Shane Battier,SF,29,HOU,80,78,2907,3.3,7.7,0.428,1.7,4.6,0.377,1.6,3.1,0.504,0.9,1.3,0.743,1.6,3.4,5.0,1.9,1.0,1.1,1.0,2.4,9.2
Marco Belinelli,SG,21,GSW,33,0,241,5.4,13.9,0.387,2.4,6.1,0.39,3.0,7.8,0.385,1.0,1.3,0.778,0.4,1.6,2.1,2.2,0.7,0.0,1.8,2.2,14.2
Charlie Bell,SG,28,MIL,68,5,1628,4.1,10.7,0.381,1.6,4.8,0.341,2.5,5.9,0.413,1.5,1.9,0.805,0.7,3.0,3.7,4.6,1.1,0.0,1.7,2.7,11.4
Raja Bell,SG,31,PHO,75,75,2646,4.3,10.2,0.42100000000000004,2.4,6.0,0.401,1.9,4.3,0.449,1.1,1.2,0.868,0.6,3.1,3.7,2.3,0.7,0.4,0.9,3.0,12.1
Mike Bibby,PG,29,TOT,48,44,1573,5.7,13.8,0.41100000000000003,2.1,5.7,0.375,3.5,8.1,0.43700000000000006,1.8,2.3,0.78,0.4,3.3,3.7,6.6,1.2,0.1,2.7,2.2,15.3
Andris Biedriņš,C,21,GSW,76,59,2078,5.9,9.4,0.626,0.0,0.0,0.0,5.9,9.4,0.626,2.0,3.2,0.62,4.4,8.5,12.9,1.3,1.0,1.6,1.5,4.5,13.8
Chauncey Billups,PG,31,DET,78,78,2522,5.6,12.5,0.44799999999999995,2.0,4.9,0.401,3.7,7.6,0.479,5.7,6.2,0.9179999999999999,0.6,2.4,3.0,7.6,1.4,0.2,2.3,1.9,18.9
Steve Blake,PG,27,POR,81,78,2424,3.9,9.5,0.408,1.8,4.4,0.406,2.1,5.1,0.409,0.7,1.0,0.7659999999999999,0.5,2.4,2.9,6.1,0.8,0.1,1.7,2.0,10.3
Andray Blatche,PF,21,WAS,82,15,1675,5.5,11.5,0.474,0.1,0.3,0.231,5.4,11.2,0.48,2.3,3.3,0.695,3.5,5.6,9.1,2.0,1.1,2.5,2.4,5.5,13.3
Mark Blount,C,32,MIA,69,46,1542,5.6,12.0,0.462,0.4,1.0,0.386,5.2,11.0,0.469,2.1,3.2,0.638,1.6,4.5,6.1,1.0,0.8,0.8,1.6,3.1,13.6
Keith Bogans,SG,27,ORL,82,35,2198,3.9,9.6,0.41,2.4,6.7,0.36200000000000004,1.5,2.9,0.52,1.3,1.8,0.736,0.7,3.7,4.4,1.7,1.0,0.2,0.9,2.7,11.6
Andrew Bogut,C,23,MIL,78,78,2720,6.2,12.0,0.511,0.0,0.1,0.0,6.2,12.0,0.515,2.5,4.3,0.5870000000000001,3.2,6.9,10.1,2.6,0.8,1.8,2.3,3.4,14.8
Matt Bonner,PF,27,SAS,68,3,853,5.1,12.3,0.41600000000000004,1.9,5.8,0.336,3.2,6.5,0.48700000000000004,1.6,1.9,0.8640000000000001,2.2,5.9,8.1,1.4,0.6,0.7,1.6,4.7,13.8
Josh Boone,PF,23,NJN,70,53,1773,4.8,8.8,0.5479999999999999,0.0,0.0,0.0,4.8,8.8,0.5479999999999999,2.0,4.4,0.456,3.9,6.4,10.3,1.1,0.7,1.2,1.4,3.1,11.7
Calvin Booth,C,31,PHI,31,0,204,1.6,4.8,0.33299999999999996,0.0,0.0,0.0,1.6,4.8,0.33299999999999996,1.1,1.8,0.6,1.1,5.6,6.7,1.4,1.1,3.2,0.7,6.2,4.2
Carlos Boozer,PF,26,UTA,81,81,2827,9.0,16.5,0.547,0.0,0.0,0.0,9.0,16.5,0.547,3.7,5.0,0.738,2.5,8.2,10.7,3.0,1.3,0.5,2.7,3.7,21.8
Chris Bosh,C,23,TOR,67,67,2425,7.5,15.2,0.494,0.1,0.4,0.4,7.4,14.9,0.496,7.0,8.3,0.8440000000000001,2.6,6.1,8.7,2.5,0.9,1.0,2.3,2.3,22.2
Bruce Bowen,SF,36,SAS,81,81,2448,2.6,6.3,0.40700000000000003,1.3,3.2,0.419,1.2,3.1,0.39399999999999996,0.7,1.0,0.652,0.5,3.0,3.4,1.3,0.8,0.3,0.7,2.6,7.1
Ryan Bowen,SF,32,NOH,53,4,660,2.7,5.5,0.49,0.0,0.1,0.0,2.7,5.4,0.495,0.9,1.6,0.552,3.0,2.5,5.5,1.4,1.7,0.6,0.8,4.2,6.2
Earl Boykins,PG,31,CHA,36,0,577,3.8,10.7,0.355,0.9,2.7,0.318,2.9,8.0,0.36700000000000005,3.1,3.7,0.831,0.6,1.6,2.1,6.0,0.8,0.0,2.6,1.3,11.5
Elton Brand,PF,28,LAC,8,6,274,6.8,15.0,0.456,0.0,0.0,0.0,6.8,15.0,0.456,4.9,6.2,0.787,2.8,5.6,8.4,2.1,0.4,2.0,2.2,2.8,18.5
Corey Brewer,SF,21,MIN,79,35,1803,3.6,9.7,0.374,0.1,0.7,0.19399999999999998,3.5,9.0,0.389,1.8,2.2,0.8,1.6,4.2,5.8,2.2,1.5,0.5,1.8,3.8,9.2
Ronnie Brewer,SG,22,UTA,76,76,2088,6.1,10.9,0.5579999999999999,0.2,0.9,0.22,5.9,10.1,0.5870000000000001,3.4,4.4,0.759,1.7,2.1,3.8,2.3,2.2,0.3,1.2,1.9,15.8
Primož Brezec,C,28,TOT,50,18,475,3.3,7.1,0.46799999999999997,0.0,0.0,0.0,3.3,7.1,0.46799999999999997,1.8,3.0,0.6,2.3,3.9,6.1,0.8,0.2,0.5,1.8,6.3,8.5
Aaron Brooks,PG,23,HOU,51,0,608,5.5,13.3,0.413,2.1,6.5,0.33,3.4,6.9,0.491,2.5,2.9,0.857,0.8,2.5,3.3,5.2,0.8,0.3,2.6,4.1,15.6
Andre Brown,PF,26,MEM,33,1,286,4.9,9.8,0.5,0.0,0.0,0.0,4.9,9.8,0.5,2.8,6.2,0.449,4.7,6.9,11.6,1.0,0.9,0.5,1.8,4.8,12.6
Devin Brown,SG,29,CLE,78,20,1762,4.4,10.8,0.409,0.9,3.0,0.308,3.5,7.9,0.447,2.2,2.9,0.754,1.3,4.0,5.4,3.6,1.1,0.1,2.0,2.9,12.0
Kwame Brown,C,25,TOT,38,15,713,3.6,7.2,0.507,0.0,0.0,0.0,3.6,7.2,0.507,2.0,4.9,0.408,2.6,6.9,9.5,2.3,1.1,1.2,2.6,4.1,9.3
P.J. Brown,PF,38,BOS,18,0,209,2.4,7.1,0.341,0.0,0.2,0.0,2.4,6.9,0.35,1.9,2.8,0.688,5.0,6.7,11.7,1.7,0.9,1.4,1.7,5.0,6.7
Shannon Brown,SG,22,TOT,21,4,240,6.6,18.9,0.349,1.4,4.5,0.3,5.2,14.4,0.365,2.5,4.3,0.586,0.9,2.1,3.0,2.5,1.6,0.5,3.6,4.3,17.1
Kobe Bryant,SG,29,LAL,82,82,3192,8.7,19.1,0.45899999999999996,1.7,4.7,0.361,7.0,14.4,0.49,7.0,8.4,0.84,1.1,4.8,5.8,5.0,1.7,0.5,2.9,2.6,26.2
Greg Buckner,SG,31,MIN,31,4,520,3.1,8.1,0.385,1.0,3.5,0.3,2.1,4.6,0.44799999999999995,1.3,1.5,0.8640000000000001,0.7,3.8,4.5,2.7,1.5,0.1,2.0,4.4,8.6
Caron Butler,SF,27,WAS,58,58,2314,6.8,14.7,0.466,1.0,2.9,0.35700000000000004,5.8,11.8,0.49200000000000005,3.7,4.1,0.9009999999999999,1.4,4.6,6.0,4.4,2.0,0.3,2.3,2.5,18.4
