Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Shareef Abdur-Rahim,PF,29,SAC,72,30,1961,6.1,11.6,0.525,0.1,0.4,0.22699999999999998,6.0,11.2,0.536,4.0,5.1,0.784,1.9,4.6,6.6,2.7,0.9,0.8,2.0,4.2,16.3
Alex Acker,SG,23,DET,5,0,35,4.1,16.5,0.25,1.0,5.1,0.2,3.1,11.3,0.273,0.0,0.0,0.0,1.0,4.1,5.1,4.1,1.0,0.0,4.1,4.1,9.3
Malik Allen,PF,27,CHI,54,20,701,6.2,12.7,0.49,0.1,0.1,1.0,6.2,12.6,0.488,1.2,2.0,0.605,2.3,4.9,7.2,1.0,0.7,0.8,1.7,4.7,13.7
Ray Allen*,SG,30,SEA,78,78,3022,8.1,17.9,0.45399999999999996,3.2,7.8,0.41200000000000003,4.9,10.1,0.486,3.9,4.3,0.903,0.8,3.1,4.0,3.4,1.3,0.2,2.2,1.8,23.3
Tony Allen,PG,24,BOS,51,9,978,4.7,10.1,0.47100000000000003,0.4,1.3,0.324,4.3,8.8,0.49200000000000005,3.7,4.9,0.746,1.2,2.9,4.1,2.5,1.9,0.7,2.5,4.6,13.6
Rafer Alston,PG,29,HOU,63,63,2431,4.1,10.9,0.379,1.5,4.6,0.327,2.6,6.3,0.418,1.5,2.1,0.6920000000000001,0.5,3.2,3.8,6.3,1.5,0.2,2.3,2.9,11.3
Chris Andersen,C,27,NOK,32,2,570,3.5,6.2,0.5710000000000001,0.0,0.0,0.0,3.5,6.2,0.5710000000000001,3.1,6.5,0.47600000000000003,3.9,5.9,9.8,0.4,0.5,2.6,1.6,5.3,10.2
Alan Anderson,SF,23,CHA,36,7,564,4.8,11.6,0.414,1.5,3.7,0.414,3.3,7.9,0.415,2.1,2.6,0.805,1.5,3.0,4.5,2.0,0.7,0.3,2.0,3.1,13.2
Derek Anderson,SG,31,TOT,43,11,1047,3.7,10.4,0.35600000000000004,1.4,4.6,0.299,2.3,5.8,0.402,3.2,3.8,0.838,0.7,4.2,4.9,3.5,0.8,0.2,1.9,3.4,12.0
Shandon Anderson,SF,32,MIA,48,1,638,3.0,7.1,0.429,0.3,1.1,0.263,2.8,6.0,0.45799999999999996,0.7,1.0,0.722,1.0,3.6,4.6,1.7,1.0,0.3,1.4,4.2,7.1
Martynas Andriuškevičius,C,19,CLE,6,0,9,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,12.0,16.0,0.0,8.0,0.0,0.0,4.0,0.0
Carmelo Anthony,SF,21,DEN,80,80,2941,9.3,19.2,0.48100000000000004,0.5,1.9,0.243,8.8,17.4,0.506,7.0,8.7,0.8079999999999999,1.5,3.3,4.8,2.6,1.1,0.5,2.7,2.8,26.0
Rafael Araújo,C,25,TOR,52,34,601,3.2,8.7,0.366,0.0,0.1,0.0,3.2,8.6,0.368,0.9,1.7,0.536,2.6,6.0,8.6,0.9,1.4,0.4,2.5,6.2,7.2
Gilbert Arenas,PG,24,WAS,80,80,3384,7.9,17.7,0.447,2.1,5.7,0.369,5.8,12.0,0.485,7.0,8.5,0.82,0.6,2.4,3.0,5.1,1.7,0.3,3.2,3.0,25.0
Trevor Ariza,SF,20,TOT,57,10,999,3.4,8.1,0.41200000000000003,0.0,0.2,0.2,3.3,8.0,0.41600000000000004,2.8,4.6,0.606,2.8,5.0,7.9,2.2,2.1,0.4,2.2,3.6,9.5
Darrell Armstrong,PG,37,DAL,62,2,622,2.5,7.4,0.336,0.6,2.8,0.22899999999999998,1.9,4.6,0.4,1.9,2.4,0.7859999999999999,1.0,3.6,4.7,5.0,1.6,0.2,3.4,4.1,7.5
