Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kareem Abdul-Jabbar*,C,33,LAL,80,0,2976,10.1,17.6,0.574,0.0,0.0,0.0,10.1,17.6,0.574,5.1,6.7,0.7659999999999999,2.4,7.5,9.9,3.3,0.7,2.8,3.0,3.0,25.3
Tom Abernethy,SF,26,TOT,39,0,298,3.0,7.1,0.424,0.0,0.1,0.0,3.0,7.0,0.431,1.6,2.7,0.591,2.4,3.4,5.8,2.3,0.8,0.4,1.0,4.1,7.6
Alvan Adams,C,26,PHO,75,0,2054,8.0,15.2,0.526,0.0,0.0,0.0,8.0,15.2,0.526,3.5,4.5,0.768,2.8,6.8,9.6,6.0,1.9,1.2,4.0,4.0,19.5
Darrell Allums,PF,22,DAL,22,0,276,3.0,8.7,0.34299999999999997,0.0,0.1,0.0,3.0,8.6,0.348,1.7,2.9,0.591,2.5,6.0,8.5,3.3,0.7,1.0,3.0,6.7,7.7
Tiny Archibald*,PG,32,BOS,80,72,2820,4.9,9.8,0.499,0.0,0.1,0.0,4.9,9.7,0.505,4.4,5.3,0.816,0.5,1.8,2.2,7.9,1.0,0.2,3.4,2.6,14.1
Dennis Awtrey,C,32,SEA,47,0,607,2.6,5.5,0.473,0.0,0.0,0.0,2.6,5.5,0.473,0.8,1.2,0.7,2.0,4.4,6.4,3.2,0.7,0.5,2.0,5.0,6.0
James Bailey,PF,23,SEA,82,0,2539,6.3,12.6,0.499,0.0,0.0,0.5,6.3,12.6,0.499,3.6,5.1,0.7090000000000001,2.7,5.9,8.6,1.4,1.0,2.0,3.1,4.7,16.2
Greg Ballard,SF,26,WSB,82,0,2610,7.6,16.4,0.46299999999999997,0.1,0.4,0.21899999999999997,7.5,15.9,0.47,2.3,2.7,0.847,2.3,5.7,8.0,2.7,1.6,0.5,1.6,2.7,17.5
Mike Bantom,SF,29,IND,76,0,2375,6.5,13.4,0.489,0.0,0.1,0.0,6.5,13.3,0.49200000000000005,3.0,4.3,0.708,2.3,4.2,6.5,3.6,1.2,1.3,3.0,4.3,16.1
Billy Ray Bates,SG,24,POR,77,0,1560,10.1,20.8,0.48700000000000004,0.3,1.2,0.259,9.8,19.6,0.501,3.9,4.6,0.8540000000000001,1.6,2.0,3.6,4.5,1.9,0.1,3.4,2.8,24.5
Mel Bennett,PF,26,UTA,28,0,313,3.0,6.9,0.433,0.0,0.2,0.0,3.0,6.7,0.44799999999999995,6.1,9.3,0.654,3.8,6.9,10.7,1.7,0.3,1.3,3.6,6.4,12.1
