Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Otis Birdsong,SG,27,NJN,62,54,1885,8.1,15.9,0.511,0.0,0.1,0.33299999999999996,8.1,15.8,0.512,1.6,2.8,0.5660000000000001,1.0,1.9,2.9,4.6,1.6,0.3,2.2,3.0,17.9
Rolando Blackman,SG,23,DAL,75,62,2349,7.9,16.0,0.49200000000000005,0.0,0.2,0.2,7.8,15.7,0.49700000000000005,4.6,5.8,0.78,1.7,2.8,4.5,2.8,0.6,0.4,1.8,1.8,20.3
Charles Bradley,SG,23,BOS,51,5,532,4.7,11.9,0.392,0.0,0.2,0.0,4.7,11.7,0.39899999999999997,3.1,6.1,0.511,2.0,3.2,5.3,1.9,2.2,1.8,2.8,5.7,12.5
Dudley Bradley,SG,25,CHI,58,11,683,4.3,8.4,0.516,0.1,0.3,0.2,4.3,8.1,0.526,1.9,2.4,0.8,1.4,4.1,5.5,5.6,2.6,0.5,3.1,4.8,10.6
Brad Branson,PF,24,IND,62,2,680,6.9,16.3,0.425,0.0,0.1,0.0,6.9,16.3,0.42700000000000005,4.0,5.7,0.7040000000000001,3.9,5.3,9.2,2.4,1.4,1.4,2.4,4.3,17.9
Mike Bratz,PG,27,CHI,15,0,140,3.6,10.8,0.33299999999999996,0.3,2.1,0.125,3.3,8.7,0.382,2.6,3.3,0.769,0.8,4.1,4.9,5.9,1.8,0.0,3.6,5.1,10.0
Ron Brewer,SG,27,TOT,74,52,1964,6.3,14.8,0.426,0.1,0.3,0.389,6.2,14.5,0.42700000000000005,2.6,3.1,0.835,1.1,1.6,2.6,1.8,1.6,0.5,1.8,2.3,15.3
Junior Bridgeman,SF,29,MIL,70,5,1855,8.2,16.6,0.49200000000000005,0.0,0.3,0.077,8.2,16.4,0.498,3.2,3.8,0.8370000000000001,0.9,3.9,4.8,4.0,0.8,0.2,2.4,3.0,19.5
Allan Bristow,SF,31,DAL,37,0,371,4.3,9.6,0.444,0.6,1.3,0.462,3.7,8.3,0.442,1.0,1.4,0.7140000000000001,2.3,3.4,5.7,6.8,0.6,0.1,3.0,4.5,10.1
Jim Brogan,SG,24,SDC,58,0,466,7.0,16.5,0.42700000000000005,0.2,1.0,0.231,6.8,15.5,0.44,2.6,3.3,0.7909999999999999,2.5,2.2,4.8,5.1,2.0,0.7,3.3,6.1,16.9
Michael Brooks,SF,24,SDC,82,26,2457,5.9,12.2,0.484,0.1,0.2,0.33299999999999996,5.8,11.9,0.48700000000000004,2.8,4.1,0.6970000000000001,3.5,4.1,7.6,3.8,1.6,0.6,2.6,4.4,14.7
Fred Brown,PG,34,SEA,80,1,1432,9.3,17.9,0.52,0.4,0.8,0.43799999999999994,9.0,17.1,0.523,1.5,1.8,0.8059999999999999,0.8,1.6,2.4,6.1,1.5,0.3,2.8,2.5,20.5
Rickey Brown,C,24,TOT,76,7,1048,5.7,12.0,0.479,0.0,0.1,0.0,5.7,11.9,0.483,2.2,3.6,0.619,3.1,6.0,9.1,0.9,0.4,0.9,2.8,5.9,13.7
Joe Bryant,SF,28,HOU,81,56,2055,6.0,13.5,0.44799999999999995,0.1,0.6,0.222,5.9,12.8,0.45899999999999996,2.0,2.9,0.703,1.5,3.3,4.9,3.3,1.4,0.5,3.1,4.5,14.2
Quinn Buckner,SG,28,BOS,72,56,1565,5.7,12.9,0.442,0.0,0.1,0.0,5.7,12.8,0.445,1.7,2.7,0.632,1.4,2.9,4.3,6.3,2.5,0.1,3.7,4.5,13.1
Don Buse,PG,32,POR,41,1,643,4.0,10.2,0.396,0.5,2.0,0.257,3.5,8.2,0.429,2.3,2.6,0.8909999999999999,1.1,2.0,3.0,6.4,2.5,0.1,1.4,3.4,10.9
Marty Byrnes,SF,26,IND,80,12,1436,3.9,9.4,0.42,0.2,0.7,0.231,3.8,8.7,0.434,1.8,2.4,0.747,1.9,2.9,4.8,4.5,1.0,0.2,1.8,3.7,9.8
Kenny Carr,PF,27,POR,82,26,2331,5.6,11.1,0.505,0.0,0.1,0.33299999999999996,5.6,11.0,0.506,3.9,5.7,0.6970000000000001,2.8,6.3,9.1,1.8,1.0,0.6,2.9,4.7,15.2
M.L. Carr,SF,32,BOS,77,0,883,5.5,12.8,0.429,0.1,0.8,0.158,5.4,12.1,0.446,2.4,3.3,0.741,2.1,3.5,5.6,2.9,2.0,0.4,3.2,5.7,13.6
Joe Barry Carroll,C,24,GSW,79,79,2988,9.5,18.4,0.513,0.0,0.0,0.0,9.5,18.4,0.514,4.1,5.7,0.7190000000000001,2.7,5.6,8.3,2.0,1.3,1.9,3.4,3.1,23.0
Butch Carter,SG,24,IND,81,28,1716,7.4,14.8,0.501,0.4,1.1,0.33299999999999996,7.1,13.7,0.515,2.6,3.2,0.805,1.3,1.8,3.1,4.1,1.6,0.3,2.5,4.3,17.8
Bill Cartwright,C,25,NYK,82,82,2468,6.6,11.7,0.5660000000000001,0.0,0.0,0.0,6.6,11.7,0.5660000000000001,5.5,7.5,0.7440000000000001,2.7,5.9,8.6,2.0,0.6,1.9,3.0,4.6,18.8
Harvey Catchings,C,31,MIL,74,33,1554,2.1,4.6,0.457,0.0,0.0,0.0,2.1,4.6,0.457,1.4,2.1,0.674,3.1,6.4,9.5,1.8,0.6,3.4,1.9,5.2,5.6
Tom Chambers,PF,23,SDC,79,79,2665,7.0,14.8,0.47200000000000003,0.0,0.1,0.0,7.0,14.7,0.47600000000000003,4.8,6.6,0.723,2.9,4.1,7.0,2.6,1.1,0.8,3.2,4.5,18.8
Maurice Cheeks*,PG,26,PHI,79,79,2465,5.9,10.9,0.542,0.0,0.1,0.16699999999999998,5.9,10.8,0.545,2.6,3.5,0.754,0.8,2.3,3.1,7.9,2.7,0.5,2.6,2.7,14.5
Don Collins,SF,24,WSB,65,21,1575,7.6,14.5,0.523,0.0,0.1,0.0,7.6,14.4,0.528,2.3,3.1,0.743,2.7,2.1,4.8,3.0,2.0,0.7,3.3,3.8,17.5
Lester Conner,PG,23,GSW,75,10,1416,3.7,7.7,0.479,0.0,0.1,0.0,3.7,7.6,0.485,2.0,2.9,0.6990000000000001,1.8,3.9,5.6,6.4,2.9,0.2,2.5,3.6,9.4
Darwin Cook,PG,24,NJN,82,47,2625,6.1,13.5,0.449,0.1,0.5,0.21100000000000002,6.0,13.0,0.45899999999999996,2.6,3.3,0.769,1.0,2.3,3.3,6.1,2.7,0.7,3.3,2.9,14.8
Jeff Cook,PF,26,TOT,75,22,1333,4.0,8.2,0.48700000000000004,0.0,0.1,0.0,4.0,8.1,0.49200000000000005,2.1,2.8,0.76,3.2,5.8,9.0,2.8,1.1,0.8,2.8,4.9,10.1
Joe Cooper,C,25,TOT,20,4,333,4.0,7.8,0.514,0.0,0.0,0.0,4.0,7.8,0.514,1.7,3.1,0.552,4.5,4.8,9.3,1.8,1.0,2.2,3.5,5.3,9.7
Michael Cooper,SG,26,LAL,82,3,2148,4.5,8.3,0.535,0.1,0.4,0.23800000000000002,4.4,8.0,0.5479999999999999,1.7,2.2,0.785,1.4,3.2,4.6,5.3,1.9,0.8,2.1,3.5,10.7
Wayne Cooper,C,26,POR,80,60,2099,5.5,12.4,0.44299999999999995,0.0,0.1,0.0,5.5,12.3,0.446,2.3,3.4,0.685,3.7,6.8,10.5,2.0,0.5,2.3,2.8,5.5,13.3
Dave Corzine,C,26,CHI,82,71,2496,6.6,13.3,0.49700000000000005,0.0,0.0,0.0,6.6,13.2,0.498,3.3,4.6,0.72,3.5,6.8,10.3,2.2,0.7,1.6,3.3,3.5,16.5
Dave Cowens*,PF,34,MIL,40,34,1014,4.8,10.9,0.444,0.0,0.1,0.0,4.8,10.8,0.447,1.8,2.2,0.825,2.6,7.1,9.7,2.9,1.1,0.5,1.6,4.9,11.5
Chubby Cox,SG,27,WSB,7,0,78,6.0,17.1,0.35100000000000003,0.0,0.9,0.0,6.0,16.2,0.371,1.4,2.8,0.5,3.2,1.4,4.6,2.8,0.0,0.5,4.2,7.4,13.4
Charlie Criss,PG,34,MIL,66,0,922,6.6,14.6,0.451,0.2,1.2,0.19399999999999998,6.4,13.4,0.474,2.7,3.0,0.895,0.5,2.5,3.1,5.0,1.1,0.0,1.7,1.7,16.1
Geoff Crompton,C,27,SAS,14,0,148,3.4,8.3,0.41200000000000003,0.0,0.0,0.0,3.4,8.3,0.41200000000000003,0.7,1.2,0.6,4.4,7.3,11.7,1.7,0.7,1.2,1.2,6.1,7.5
Pat Cummings,C,26,DAL,81,71,2317,6.7,13.6,0.493,0.0,0.0,0.0,6.7,13.6,0.494,2.3,3.0,0.755,3.5,6.9,10.4,2.2,0.9,0.5,2.5,4.6,15.8
Terry Cummings,PF,21,SDC,70,69,2531,9.7,18.6,0.523,0.0,0.0,0.0,9.7,18.6,0.523,4.2,5.9,0.7090000000000001,4.3,6.3,10.6,2.5,1.8,0.9,2.9,4.2,23.6
Earl Cureton,C,25,PHI,73,3,987,3.9,9.4,0.419,0.0,0.0,0.0,3.9,9.4,0.419,1.2,2.4,0.493,3.1,6.7,9.8,1.6,1.3,0.9,2.8,5.3,9.1
Quintin Dailey,SG,22,CHI,76,32,2081,8.1,17.4,0.466,0.1,0.4,0.2,8.0,17.0,0.473,3.6,4.9,0.73,1.5,3.0,4.5,4.8,1.2,0.2,3.5,4.3,19.9
Adrian Dantley*,SF,26,UTA,22,22,887,9.5,16.3,0.58,0.0,0.0,0.0,9.5,16.3,0.58,8.5,10.1,0.847,2.4,3.3,5.7,4.3,0.8,0.0,3.3,2.5,27.4
Brad Davis,PG,27,DAL,79,78,2323,5.6,9.7,0.5720000000000001,0.2,0.7,0.256,5.4,9.1,0.595,2.9,3.4,0.845,0.5,2.5,3.1,8.8,1.2,0.2,2.2,2.7,14.2
Charles Davis,SF,24,WSB,74,10,1161,7.8,16.6,0.47,0.1,0.3,0.2,7.7,16.2,0.475,1.7,2.8,0.629,2.6,4.0,6.6,2.3,1.0,0.7,2.8,3.8,17.4
Johnny Davis,SG,27,ATL,53,33,1465,6.3,13.9,0.455,0.1,0.4,0.278,6.2,13.5,0.461,4.0,5.1,0.7959999999999999,0.9,2.2,3.1,7.7,1.1,0.2,2.8,2.5,16.8
Mike Davis,PF,26,NYK,8,0,28,5.1,12.9,0.4,0.0,0.0,0.0,5.1,12.9,0.4,7.7,12.9,0.6,3.9,9.0,12.9,0.0,0.0,5.1,0.0,5.1,18.0
Walter Davis,SG,28,PHO,80,79,2491,9.6,18.6,0.516,0.1,0.3,0.304,9.5,18.3,0.52,2.7,3.3,0.818,0.9,1.9,2.8,5.7,1.7,0.2,2.7,2.7,22.0
Darryl Dawkins,C,26,NJN,81,81,2093,6.9,11.5,0.599,0.0,0.0,0.0,6.9,11.5,0.599,2.9,4.4,0.6459999999999999,2.2,5.0,7.2,2.0,1.2,2.6,4.8,6.5,16.6
Kenny Dennard,PF,24,KCK,22,0,224,1.8,5.5,0.324,0.0,0.0,0.0,1.8,5.5,0.324,1.0,1.4,0.667,3.2,5.1,8.4,1.0,2.6,0.2,0.8,4.3,4.5
Coby Dietrick,C,34,SAS,8,0,34,1.1,5.3,0.2,0.0,0.0,0.0,1.1,5.3,0.2,0.0,2.1,0.0,2.1,6.4,8.5,6.4,1.1,0.0,1.1,6.4,2.1
James Donaldson,C,25,SEA,82,11,1789,5.8,10.0,0.583,0.0,0.0,0.0,5.8,10.0,0.583,3.0,4.4,0.688,2.6,7.4,10.1,2.0,0.4,2.0,2.7,3.4,14.6
John Douglas,SG,26,SDC,3,1,12,3.0,18.0,0.16699999999999998,3.0,6.0,0.5,0.0,12.0,0.0,6.0,6.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,15.0
Leon Douglas,C,28,KCK,5,0,46,1.6,2.3,0.667,0.0,0.0,0.0,1.6,2.3,0.667,0.0,1.6,0.0,2.3,3.1,5.5,0.0,0.0,2.3,0.8,10.2,3.1
John Drew,SF,28,UTA,44,33,1206,9.5,20.0,0.474,0.0,0.1,0.0,9.5,19.9,0.47700000000000004,8.8,11.7,0.755,2.9,4.1,7.0,2.9,1.0,0.2,4.0,4.5,27.8
Larry Drew,PG,24,KCK,75,74,2690,8.0,16.3,0.49200000000000005,0.0,0.2,0.125,8.0,16.1,0.49700000000000005,4.1,5.1,0.82,0.6,2.2,2.8,8.2,1.7,0.1,3.6,2.8,20.2
Terry Duerod,SG,26,GSW,5,0,49,6.6,14.0,0.474,0.0,0.0,0.0,6.6,14.0,0.474,0.0,0.0,0.0,0.0,2.2,2.2,3.7,1.5,0.7,6.6,3.7,13.2
Mike Dunleavy,PG,28,SAS,79,9,1619,4.7,11.3,0.418,1.5,4.3,0.345,3.2,7.0,0.462,2.7,3.4,0.779,0.4,2.6,3.0,9.7,1.6,0.1,3.6,4.7,13.6
T.R. Dunn,SG,27,DEN,82,80,2640,3.5,7.2,0.48200000000000004,0.0,0.0,0.0,3.5,7.2,0.483,1.6,2.2,0.73,3.2,5.2,8.4,2.6,2.0,0.3,1.5,3.0,8.6
John Duren,PG,24,IND,82,24,1433,4.1,9.0,0.45299999999999996,0.0,0.3,0.0,4.1,8.7,0.47,1.1,1.4,0.7959999999999999,1.0,1.7,2.7,5.0,1.7,0.1,2.4,5.1,9.3
Mark Eaton,C,26,UTA,81,32,1528,3.4,8.3,0.414,0.0,0.0,0.0,3.4,8.3,0.415,1.4,2.1,0.6559999999999999,2.0,8.9,10.9,2.6,0.6,6.5,3.3,6.1,8.3
Jerry Eaves,PG,23,UTA,82,7,1588,6.3,13.0,0.48700000000000004,0.0,0.2,0.125,6.3,12.9,0.49200000000000005,4.5,5.6,0.81,0.8,2.0,2.8,4.8,1.2,0.1,3.4,2.6,17.3
Keith Edmonson,SG,22,ATL,32,2,309,5.6,16.2,0.345,0.0,0.2,0.0,5.6,16.0,0.35,1.9,3.1,0.593,2.3,2.2,4.5,2.6,1.3,0.7,2.3,4.8,13.0
Franklin Edwards,PG,23,PHI,81,3,1266,6.5,13.7,0.47200000000000003,0.0,0.2,0.0,6.5,13.5,0.48,2.4,3.2,0.7609999999999999,0.7,1.8,2.4,6.3,2.3,0.2,3.1,3.4,15.4
James Edwards,C,27,TOT,31,9,667,6.9,14.2,0.48700000000000004,0.0,0.0,0.0,6.9,14.2,0.48700000000000004,3.7,5.8,0.639,3.0,5.3,8.4,2.2,0.6,1.0,2.6,5.9,17.5
Len Elmore,C,30,NJN,74,0,975,3.6,9.0,0.39799999999999996,0.0,0.0,0.0,3.6,9.0,0.39899999999999997,2.0,3.1,0.643,3.0,5.8,8.8,1.4,1.6,1.4,3.1,4.6,9.2
Chris Engler,C,23,GSW,54,1,369,3.7,9.2,0.40399999999999997,0.0,0.0,0.0,3.7,9.2,0.40399999999999997,0.5,1.6,0.313,4.2,6.0,10.1,1.1,0.7,1.7,2.3,9.3,7.9
Alex English*,SF,29,DEN,82,82,2988,11.6,22.4,0.516,0.0,0.1,0.16699999999999998,11.5,22.2,0.519,4.9,5.9,0.8290000000000001,3.2,4.1,7.2,4.8,1.4,1.5,3.2,2.8,28.0
Julius Erving*,SF,32,PHI,72,72,2421,9.0,17.4,0.517,0.0,0.1,0.28600000000000003,9.0,17.3,0.518,4.9,6.5,0.759,2.6,4.7,7.3,3.9,1.7,1.9,2.9,3.0,22.9
Mike Evans,SG,27,DEN,42,5,695,6.0,12.6,0.473,0.0,0.5,0.0,6.0,12.1,0.491,1.7,2.1,0.805,0.2,2.8,3.0,5.9,1.2,0.2,3.7,4.9,13.6
Bruce Flowers,PF,25,CLE,53,5,699,5.7,10.6,0.534,0.0,0.1,0.0,5.7,10.5,0.539,2.1,2.7,0.774,3.7,5.6,9.3,2.4,1.0,0.6,2.2,5.1,13.4
Sleepy Floyd,PG,22,TOT,76,17,1248,6.5,15.2,0.429,0.3,0.7,0.4,6.2,14.5,0.43,4.3,5.2,0.833,1.6,2.3,4.0,4.0,1.7,0.5,3.1,3.9,17.7
Phil Ford,PG,26,TOT,77,63,1610,4.8,10.0,0.479,0.0,0.2,0.111,4.7,9.7,0.486,2.2,2.8,0.789,0.4,1.9,2.3,6.5,1.2,0.1,3.0,4.2,11.7
World B. Free,SG,29,TOT,73,69,2638,8.9,19.4,0.456,0.2,0.6,0.33299999999999996,8.7,18.8,0.46,5.9,8.0,0.738,1.3,1.5,2.7,4.0,1.3,0.2,2.9,3.3,23.8
Bill Garnett,C,22,DAL,75,13,1411,4.3,8.1,0.5329999999999999,0.0,0.1,0.0,4.3,8.1,0.5379999999999999,3.3,4.4,0.741,3.6,6.8,10.4,2.6,1.2,1.8,2.1,6.3,12.0
Calvin Garrett,SF,26,HOU,4,0,34,4.2,11.6,0.364,0.0,1.1,0.0,4.2,10.6,0.4,2.1,2.1,1.0,3.2,4.2,7.4,3.2,0.0,0.0,3.2,4.2,10.6
George Gervin*,SG,30,SAS,78,78,2830,9.6,19.8,0.48700000000000004,0.2,0.4,0.364,9.5,19.3,0.49,6.6,7.7,0.853,1.4,3.1,4.5,3.4,1.1,0.9,3.1,3.1,26.0
Artis Gilmore*,C,33,SAS,82,82,2797,7.2,11.4,0.626,0.0,0.1,0.0,7.2,11.4,0.63,4.7,6.4,0.74,3.8,8.8,12.7,1.6,0.5,2.5,3.3,3.5,19.0
Mike Glenn,SG,27,ATL,73,4,1124,7.4,14.2,0.518,0.0,0.0,0.0,7.4,14.2,0.519,2.4,2.9,0.831,0.5,2.4,2.9,4.0,1.0,0.3,1.7,4.2,17.1
Mike Gminski,C,23,NJN,80,1,1255,6.1,12.2,0.5,0.0,0.0,0.0,6.1,12.2,0.501,5.0,6.5,0.778,4.4,6.5,11.0,1.7,1.0,3.3,3.6,3.4,17.2
Glen Gondrezick,PF,27,DEN,76,2,1130,4.3,9.4,0.456,0.0,0.1,0.0,4.3,9.3,0.46,2.6,3.6,0.7190000000000001,3.4,6.1,9.6,3.2,2.5,0.3,1.6,5.1,11.2
Rickey Green,PG,28,UTA,78,78,2783,6.0,12.2,0.493,0.0,0.2,0.154,6.0,12.0,0.49700000000000005,2.4,3.0,0.797,0.8,2.1,2.9,9.0,2.8,0.1,2.9,2.0,14.4
Dave Greenwood,PF,25,CHI,79,61,2355,4.8,10.5,0.455,0.0,0.1,0.0,4.8,10.4,0.457,2.5,3.6,0.708,3.3,8.4,11.7,2.3,0.8,1.4,2.4,4.0,12.1
John Greig,SF,21,SEA,9,0,26,9.7,18.0,0.5379999999999999,0.0,0.0,0.0,9.7,18.0,0.5379999999999999,6.9,8.3,0.833,2.8,5.5,8.3,0.0,0.0,1.4,2.8,5.5,26.3
Kevin Grevey,SF,29,WSB,41,11,756,5.4,14.0,0.38799999999999996,0.7,1.8,0.395,4.7,12.2,0.387,2.6,3.3,0.7829999999999999,0.9,1.5,2.3,2.3,0.9,0.3,1.3,2.9,14.1
Paul Griffin,PF,29,SAS,53,0,956,2.3,4.4,0.517,0.0,0.0,0.0,2.3,4.4,0.517,2.0,2.9,0.6970000000000001,2.9,5.2,8.1,3.2,1.2,0.9,2.6,5.8,6.5
Darrell Griffith,SG,24,UTA,77,76,2787,9.7,20.1,0.484,0.5,1.7,0.28800000000000003,9.2,18.4,0.502,2.2,3.2,0.679,1.3,2.6,3.9,3.5,1.8,0.4,3.3,2.4,22.1
Bob Gross,SF,29,SDC,27,3,373,3.4,7.9,0.42700000000000005,0.1,0.3,0.33299999999999996,3.3,7.6,0.43,1.2,1.8,0.632,3.1,3.3,6.4,3.3,2.1,0.7,2.3,6.7,8.0
Ernie Grunfeld,SF,27,NYK,77,0,1422,4.2,9.5,0.44299999999999995,0.0,0.1,0.0,4.2,9.4,0.44799999999999995,2.1,2.5,0.8270000000000001,1.1,3.1,4.1,3.4,1.0,0.3,2.1,4.4,10.5
Bill Hanzlik,SF,25,DEN,82,8,1547,4.4,10.2,0.428,0.0,0.2,0.14300000000000002,4.3,10.0,0.433,2.9,3.7,0.7809999999999999,1.9,3.6,5.5,6.2,1.7,0.3,3.4,5.1,11.6
Joe Hassett,SG,27,GSW,6,2,139,4.9,11.4,0.43200000000000005,0.3,2.3,0.111,4.7,9.1,0.514,0.0,0.0,0.0,0.8,2.1,2.8,5.4,0.5,0.0,2.3,3.6,10.1
Scott Hastings,C-PF,22,TOT,31,0,140,3.3,9.8,0.342,0.0,0.8,0.0,3.3,9.0,0.371,2.8,5.1,0.55,3.9,6.7,10.5,0.8,1.5,0.3,2.3,8.7,9.5
Steve Hawes,PF,32,TOT,77,4,1416,4.1,9.9,0.418,0.1,0.5,0.23800000000000002,4.0,9.4,0.428,1.8,2.4,0.7340000000000001,2.1,7.1,9.2,2.4,1.0,0.4,2.7,4.8,10.2
Elvin Hayes*,PF,37,HOU,81,43,2302,6.6,13.9,0.47600000000000003,0.0,0.1,0.5,6.6,13.9,0.47600000000000003,3.1,4.5,0.6829999999999999,3.1,6.5,9.6,2.5,0.8,1.3,3.1,3.6,16.4
Steve Hayes,C,27,CLE,65,3,1058,3.5,7.4,0.479,0.0,0.0,0.0,3.5,7.3,0.48100000000000004,1.0,1.7,0.569,3.5,4.6,8.0,1.2,0.6,1.4,1.7,7.3,8.1
Spencer Haywood*,PF,33,WSB,38,25,775,5.8,14.5,0.401,0.0,0.0,0.0,5.8,14.4,0.402,2.9,4.0,0.7240000000000001,3.6,4.9,8.5,1.4,0.6,1.3,3.1,4.4,14.5
Gerald Henderson,PG,27,BOS,82,9,1551,6.6,14.3,0.46299999999999997,0.1,0.4,0.188,6.6,14.0,0.47,2.2,3.1,0.722,1.3,1.6,2.9,4.5,2.2,0.1,3.0,4.4,15.6
Tom Henderson,SG,31,HOU,51,2,789,4.9,12.0,0.40700000000000003,0.0,0.1,0.0,4.9,11.9,0.41,2.1,2.6,0.789,0.8,2.3,3.1,6.3,1.7,0.1,2.3,2.6,11.8
Rod Higgins,SF,23,CHI,82,42,2196,5.1,11.4,0.44799999999999995,0.2,0.7,0.317,4.9,10.8,0.457,3.4,4.3,0.792,2.6,3.4,6.0,2.9,1.1,1.1,2.1,4.1,13.9
Johnny High,SG,25,PHO,82,2,1155,3.1,6.8,0.461,0.0,0.2,0.2,3.1,6.6,0.467,2.0,4.2,0.46299999999999997,1.4,3.3,4.7,4.8,2.6,1.1,3.3,6.4,8.2
Armond Hill,PG,29,MIL,14,3,169,3.0,5.5,0.5379999999999999,0.0,0.0,0.0,3.0,5.5,0.5379999999999999,3.8,4.7,0.818,1.1,3.2,4.3,5.8,1.9,0.0,2.8,4.3,9.8
Craig Hodges,SG,22,SDC,76,48,2022,5.7,12.5,0.452,0.4,1.6,0.222,5.3,10.9,0.485,1.7,2.3,0.723,0.9,1.2,2.2,4.9,1.5,0.1,2.9,3.4,13.4
Lionel Hollins,PG,29,SDC,56,54,1844,6.1,14.0,0.43700000000000006,0.1,0.4,0.14300000000000002,6.1,13.6,0.445,2.5,3.5,0.721,0.6,1.9,2.5,7.3,2.2,0.3,3.9,3.0,14.8
Phil Hubbard,SF,26,CLE,82,38,1953,5.3,11.0,0.48200000000000004,0.0,0.0,0.0,5.3,11.0,0.484,3.8,5.5,0.6890000000000001,4.1,4.6,8.7,1.6,1.6,0.1,2.9,5.0,14.4
Geoff Huston,PG,25,CLE,80,79,2716,5.3,11.0,0.48200000000000004,0.1,0.2,0.33299999999999996,5.3,10.9,0.484,2.2,3.2,0.6859999999999999,0.5,1.6,2.1,6.5,1.0,0.1,2.6,2.8,12.9
Marc Iavaroni,PF,26,PHI,80,77,1612,3.6,7.9,0.462,0.0,0.0,0.0,3.6,7.8,0.46399999999999997,1.7,2.5,0.69,2.6,4.7,7.3,1.9,0.7,1.0,3.0,5.3,9.0
Dan Issel*,C,34,DEN,80,80,2431,9.8,19.2,0.51,0.1,0.3,0.21100000000000002,9.7,18.9,0.514,5.9,7.1,0.835,2.2,6.6,8.8,3.3,1.2,0.6,2.6,3.4,25.6
