Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Mahmoud Abdul-Rauf,PG,26,DEN,57,53,2029,7.3,16.9,0.434,2.1,5.5,0.392,5.2,11.5,0.45399999999999996,2.6,2.8,0.93,0.5,2.0,2.4,6.9,1.1,0.1,2.0,2.1,19.4
Michael Adams,PG,33,CHH,21,3,329,4.0,9.1,0.446,1.5,4.5,0.341,2.5,4.6,0.5479999999999999,2.8,3.8,0.743,0.5,1.9,2.4,7.3,2.3,0.4,2.7,2.7,12.5
Rafael Addison,SF,31,CHH,53,0,516,5.4,11.5,0.467,0.0,0.6,0.0,5.4,10.9,0.494,1.2,1.5,0.773,1.7,4.5,6.3,2.1,0.6,0.6,1.9,5.2,11.9
Cory Alexander,PG,22,SAS,60,0,560,4.1,10.0,0.406,1.7,4.2,0.39399999999999996,2.4,5.7,0.41600000000000004,1.0,1.6,0.64,0.6,2.1,2.7,7.8,1.7,0.1,4.4,6.0,10.8
Jerome Allen,SG,23,MIN,41,0,362,3.6,10.4,0.34299999999999997,1.0,3.3,0.303,2.6,7.2,0.361,2.6,3.6,0.722,0.5,2.0,2.5,4.9,2.1,0.5,3.4,4.2,10.7
Derrick Alston,C,23,PHI,73,41,1614,4.4,8.6,0.512,0.0,0.1,0.33299999999999996,4.4,8.6,0.513,1.2,2.5,0.491,2.8,3.9,6.7,1.4,1.2,1.2,1.3,4.3,10.1
John Amaechi,PF,25,CLE,28,3,357,2.9,7.1,0.414,0.0,0.0,0.0,2.9,7.1,0.414,1.9,3.3,0.5760000000000001,1.3,3.9,5.2,0.9,0.6,1.1,3.4,4.9,7.8
Ashraf Amaya,PF,24,VAN,54,34,1104,3.9,8.2,0.48,0.0,0.0,0.0,3.9,8.2,0.48200000000000004,3.2,4.9,0.6509999999999999,3.7,6.2,9.9,1.1,0.7,0.3,1.9,4.9,11.1
Greg Anderson,PF,31,SAS,46,7,344,2.5,4.9,0.511,0.0,0.1,0.0,2.5,4.8,0.522,0.6,2.6,0.24,3.0,7.4,10.5,1.0,0.9,2.5,2.3,6.9,5.7
Kenny Anderson,PG,25,TOT,69,64,2344,5.4,12.8,0.418,1.4,3.9,0.359,3.9,8.9,0.445,4.0,5.2,0.769,1.0,2.2,3.1,8.8,1.7,0.2,2.2,2.7,16.1
Nick Anderson,SG,28,ORL,77,77,2717,5.3,12.0,0.442,2.2,5.7,0.391,3.1,6.3,0.489,2.2,3.2,0.6920000000000001,1.2,4.3,5.5,3.7,1.6,0.6,1.9,1.8,15.0
Willie Anderson,SG,29,TOT,76,44,2060,5.0,11.5,0.436,0.6,2.1,0.28300000000000003,4.4,9.4,0.47,2.3,2.8,0.81,0.8,3.5,4.3,3.4,1.3,1.0,2.5,4.0,13.0
Greg Anthony,PG,28,VAN,69,68,2096,5.6,13.4,0.415,1.5,4.7,0.332,4.0,8.8,0.45899999999999996,3.9,5.1,0.7709999999999999,0.5,2.5,3.0,8.2,2.0,0.2,2.7,2.4,16.6
B.J. Armstrong,PG,28,GSW,82,64,2262,5.4,11.6,0.46799999999999997,1.6,3.3,0.473,3.9,8.3,0.465,3.7,4.4,0.8390000000000001,0.4,2.6,2.9,6.4,1.1,0.1,2.0,2.3,16.1
Darrell Armstrong,PG,27,ORL,13,0,41,14.0,28.1,0.5,5.3,10.5,0.5,8.8,17.6,0.5,3.5,3.5,1.0,0.0,1.8,1.8,4.4,5.3,0.0,5.3,3.5,36.9
Vincent Askew,SG,29,SEA,69,2,1725,4.5,9.1,0.493,0.6,1.8,0.337,3.9,7.3,0.531,2.6,3.4,0.764,1.4,3.2,4.5,3.4,1.0,0.3,2.0,3.7,12.1
Keith Askins,SF,28,MIA,75,14,1897,3.0,7.4,0.402,1.9,4.5,0.418,1.1,2.9,0.377,0.9,1.1,0.789,2.1,4.0,6.1,2.3,0.9,1.2,1.6,5.1,8.7
Stacey Augmon,SF,27,ATL,77,49,2294,5.7,11.6,0.491,0.0,0.1,0.25,5.7,11.5,0.49200000000000005,3.9,5.0,0.792,2.1,2.6,4.8,2.1,1.7,0.5,2.2,3.0,15.3
Anthony Avent,PF,26,VAN,71,32,1586,4.1,10.6,0.384,0.0,0.0,0.0,4.1,10.6,0.384,1.3,1.7,0.74,2.5,5.6,8.1,1.6,0.7,1.0,2.4,4.6,9.4
Vin Baker,PF,24,MIL,82,82,3319,7.6,15.5,0.489,0.1,0.5,0.20800000000000002,7.5,15.0,0.499,3.5,5.2,0.67,2.9,5.9,8.8,2.3,0.7,1.0,2.3,3.0,18.8
Steve Bardo,SG,27,DET,9,0,123,2.6,6.7,0.391,0.0,1.2,0.0,2.6,5.6,0.474,1.2,1.8,0.667,0.6,5.9,6.4,4.4,1.2,0.3,1.5,5.0,6.4
Charles Barkley*,PF,32,PHO,71,71,2632,7.9,15.9,0.5,0.7,2.4,0.28,7.3,13.5,0.539,6.0,7.7,0.777,3.3,7.9,11.2,3.6,1.6,0.8,3.0,2.8,22.6
Dana Barros,PG,28,BOS,80,25,2328,5.9,12.5,0.47,2.3,5.7,0.408,3.5,6.8,0.523,2.0,2.3,0.884,0.3,2.6,3.0,4.7,0.9,0.0,1.9,1.8,16.1
Brent Barry,SG,24,LAC,79,44,1898,5.4,11.3,0.474,2.3,5.6,0.41600000000000004,3.0,5.7,0.532,2.1,2.6,0.81,0.7,2.5,3.2,4.4,1.8,0.4,2.3,3.7,15.2
Jon Barry,SG,26,GSW,68,0,712,4.6,9.4,0.49200000000000005,2.2,4.7,0.473,2.4,4.7,0.511,1.6,1.9,0.838,0.9,2.3,3.2,4.3,1.7,0.6,2.1,2.6,13.0
Corey Beck,PG,24,CHH,5,0,33,2.2,8.7,0.25,0.0,0.0,0.0,2.2,8.7,0.25,1.1,2.2,0.5,3.3,4.4,7.6,5.5,1.1,0.0,4.4,8.7,5.5
Benoit Benjamin,C,31,TOT,83,71,1896,5.6,11.2,0.498,0.0,0.1,0.0,5.6,11.1,0.501,2.7,3.7,0.722,2.7,7.6,10.2,1.2,0.9,1.6,2.7,4.3,13.8
Elmer Bennett,PG,25,PHI,8,0,66,2.2,9.3,0.235,0.0,0.0,0.0,2.2,9.3,0.235,1.6,2.2,0.75,0.5,2.2,2.7,4.4,0.5,0.5,3.8,3.3,6.0
