Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Stacey Augmon,SG,24,ATL,73,66,2112,6.8,13.5,0.501,0.0,0.1,0.0,6.8,13.4,0.504,3.9,5.2,0.7390000000000001,2.4,2.5,4.9,2.9,1.6,0.3,2.7,2.4,17.4
Isaac Austin,C,23,UTA,46,3,306,5.9,13.2,0.446,0.0,0.1,0.0,5.9,13.1,0.45,3.4,5.2,0.659,4.5,4.8,9.3,0.7,0.9,1.6,2.7,7.1,15.2
Anthony Avent,PF,23,MIL,82,78,2285,5.5,12.6,0.433,0.0,0.0,0.0,5.5,12.6,0.434,1.8,2.7,0.6509999999999999,2.8,5.2,8.1,1.4,0.9,1.2,2.2,3.7,12.7
John Bagley,PG,32,BOS,10,0,97,3.3,9.3,0.36,0.0,0.4,0.0,3.3,8.9,0.375,1.9,2.2,0.833,0.4,2.2,2.6,7.4,0.7,0.0,6.3,4.1,8.5
Thurl Bailey,PF,31,MIN,70,3,1276,5.7,12.6,0.455,0.0,0.0,0.0,5.7,12.6,0.455,3.4,4.0,0.838,1.5,4.6,6.1,1.7,0.6,1.3,1.7,2.5,14.8
Steve Bardo,SG,24,DAL,23,0,175,3.9,12.8,0.306,0.2,1.2,0.16699999999999998,3.7,11.5,0.321,2.5,3.5,0.706,2.1,5.6,7.6,6.0,1.6,0.6,3.5,5.8,10.5
Charles Barkley*,PF,29,PHO,76,76,2859,9.0,17.3,0.52,0.8,2.8,0.305,8.2,14.6,0.561,5.6,7.3,0.765,3.0,8.7,11.7,4.8,1.5,0.9,2.9,2.5,24.5
Dana Barros,PG,25,SEA,69,2,1243,6.2,13.7,0.451,1.9,4.9,0.379,4.3,8.8,0.49200000000000005,1.4,1.7,0.831,0.5,2.6,3.1,4.4,1.8,0.1,1.7,2.3,15.7
Jon Barry,SG,23,MIL,47,0,552,5.0,13.4,0.369,1.4,4.1,0.33299999999999996,3.6,9.3,0.385,2.2,3.2,0.6729999999999999,0.7,2.2,2.8,4.4,2.3,0.2,2.7,3.7,13.4
John Battle,SG,30,CLE,41,0,497,6.0,14.5,0.415,0.1,0.4,0.16699999999999998,5.9,14.1,0.423,4.1,5.2,0.778,0.3,1.8,2.1,3.9,0.7,0.4,1.6,2.8,16.2
Kenny Battle,SG,28,BOS,3,1,29,7.4,16.1,0.462,0.0,1.2,0.0,7.4,14.9,0.5,2.5,2.5,1.0,8.7,5.0,13.7,2.5,1.2,0.0,2.5,2.5,17.4
William Bedford,C,29,SAS,16,0,66,4.9,14.7,0.33299999999999996,0.5,0.5,1.0,4.4,14.2,0.308,3.3,6.5,0.5,0.5,4.9,5.5,0.0,0.0,0.5,0.5,8.2,13.6
Benoit Benjamin,C,28,TOT,59,6,754,6.4,12.9,0.491,0.0,0.0,0.0,6.4,12.9,0.491,3.3,5.0,0.6629999999999999,2.4,7.5,10.0,1.1,1.5,2.3,3.7,6.4,16.0
Tony Bennett,PG,23,CHH,75,2,857,4.6,10.9,0.423,1.1,3.4,0.325,3.5,7.6,0.467,1.3,1.7,0.732,0.5,2.1,2.6,5.7,1.3,0.0,2.1,4.6,11.6
David Benoit,SF,24,UTA,82,27,1712,5.4,12.4,0.436,0.7,2.1,0.34700000000000003,4.7,10.4,0.45299999999999996,2.4,3.2,0.75,2.4,5.8,8.2,0.9,0.9,0.9,1.9,4.2,14.0
Rolando Blackman,SG,33,NYK,60,33,1434,6.0,13.5,0.44299999999999995,0.8,1.8,0.425,5.2,11.7,0.446,1.8,2.3,0.789,0.6,2.0,2.6,3.9,0.6,0.3,1.6,3.2,14.6
Alex Blackwell,SF,22,LAL,27,0,109,4.6,13.9,0.33299999999999996,0.0,1.0,0.0,4.6,12.9,0.359,2.0,2.6,0.75,3.3,4.3,7.6,2.3,1.3,0.7,1.7,4.6,11.2
Lance Blanks,SG,26,MIN,61,2,642,3.6,8.4,0.433,0.6,2.4,0.256,3.0,6.0,0.505,1.1,1.8,0.625,1.0,2.8,3.8,4.0,0.9,0.3,1.7,3.4,9.0
Ricky Blanton,SF,26,CHI,2,0,13,8.3,19.4,0.429,0.0,0.0,0.0,8.3,19.4,0.429,0.0,0.0,0.0,5.5,2.8,8.3,2.8,5.5,0.0,2.8,2.8,16.6
Mookie Blaylock,PG,25,ATL,80,78,2820,5.3,12.3,0.429,1.5,4.0,0.375,3.8,8.3,0.456,1.6,2.2,0.728,1.1,2.4,3.6,8.6,2.6,0.3,2.4,2.0,13.6
Muggsy Bogues,PG,28,CHH,81,80,2833,4.2,9.3,0.45299999999999996,0.1,0.3,0.231,4.1,8.9,0.462,1.8,2.1,0.833,0.6,3.1,3.8,9.0,2.0,0.1,2.0,2.3,10.3
Manute Bol,C,30,PHI,58,23,855,2.2,5.3,0.409,0.4,1.3,0.313,1.8,4.0,0.442,0.5,0.8,0.632,1.9,6.3,8.1,0.8,0.6,5.0,2.1,3.7,5.3
Walter Bond,SG,23,DAL,74,38,1578,5.2,12.9,0.402,0.2,1.0,0.16699999999999998,5.0,11.9,0.42100000000000004,2.9,3.8,0.772,1.2,3.3,4.5,2.8,1.7,0.4,2.6,5.1,13.5
Anthony Bonner,PF,24,SAC,70,35,1764,4.7,10.1,0.461,0.0,0.1,0.0,4.7,10.0,0.467,2.9,4.9,0.593,3.8,5.4,9.3,2.0,1.8,0.3,2.1,3.7,12.3
Anthony Bowie,SG,29,ORL,77,45,1761,5.5,11.6,0.47100000000000003,0.3,1.0,0.313,5.2,10.7,0.486,1.4,1.7,0.7979999999999999,0.7,3.2,4.0,3.6,1.1,0.3,1.7,2.7,12.6
Sam Bowie,C,31,NJN,79,65,2092,4.9,11.0,0.45,0.0,0.1,0.33299999999999996,4.9,10.9,0.451,2.4,3.1,0.779,2.7,6.8,9.6,2.2,0.6,2.2,2.1,3.9,12.3
Terrell Brandon,PG,22,CLE,82,8,1622,6.6,13.8,0.478,0.3,0.9,0.31,6.3,12.9,0.491,2.6,3.2,0.825,0.8,3.2,4.0,6.7,1.8,0.6,2.4,2.7,16.1
Randy Breuer,C,32,ATL,12,0,107,5.0,10.4,0.484,0.0,0.0,0.0,5.0,10.4,0.484,0.7,1.7,0.4,3.4,6.1,9.4,2.0,0.7,1.0,1.7,4.0,10.8
Frank Brickowski,C,33,MIL,66,64,2075,7.9,14.5,0.545,0.1,0.5,0.308,7.8,14.1,0.5529999999999999,3.4,4.6,0.728,2.1,4.9,7.0,3.4,1.4,0.8,3.5,4.1,19.3
Kevin Brooks,SF,23,DEN,55,2,571,5.9,14.7,0.39899999999999997,0.4,1.6,0.231,5.5,13.1,0.42,2.2,2.5,0.875,1.4,3.7,5.1,2.1,0.6,0.1,2.5,2.9,14.3
Scott Brooks,PG,27,HOU,82,0,1516,4.3,9.1,0.475,1.0,2.4,0.414,3.4,6.8,0.49700000000000005,2.7,3.2,0.83,0.5,1.8,2.4,5.8,1.9,0.1,1.7,3.2,12.3
Chucky Brown,SF,24,NJN,77,20,1186,4.9,10.0,0.483,0.0,0.2,0.0,4.9,9.9,0.491,2.2,3.0,0.7240000000000001,2.7,4.4,7.0,1.5,0.6,0.7,1.7,3.4,11.9
Dee Brown,PG,24,BOS,80,48,2254,5.2,11.2,0.46799999999999997,0.4,1.3,0.317,4.8,9.9,0.488,3.1,3.9,0.7929999999999999,0.7,3.2,3.9,7.4,2.2,0.5,2.2,3.2,14.0
Mike Brown,C,29,UTA,82,21,1551,4.1,9.5,0.43,0.0,0.0,0.0,4.1,9.5,0.431,2.6,3.8,0.6890000000000001,3.4,5.7,9.1,1.5,0.7,0.5,2.2,4.4,10.8
Randy Brown,PG,24,SAC,75,34,1726,4.7,10.1,0.46299999999999997,0.0,0.1,0.33299999999999996,4.7,10.0,0.465,2.4,3.3,0.732,1.6,2.9,4.4,4.1,2.3,0.7,2.5,4.3,11.8
Mark Bryant,C,27,POR,80,24,1396,4.8,9.5,0.503,0.0,0.0,0.0,4.8,9.5,0.504,2.7,3.8,0.703,3.4,5.0,8.4,1.1,1.0,0.6,1.7,5.8,12.3
Jud Buechler,SF,24,GSW,70,9,1287,4.9,11.3,0.43700000000000006,0.6,1.7,0.33899999999999997,4.4,9.6,0.45299999999999996,1.8,2.4,0.747,2.3,3.2,5.5,2.6,1.3,0.5,1.5,2.7,12.2
Matt Bullard,PF,25,HOU,79,4,1356,5.7,13.1,0.431,2.4,6.5,0.374,3.2,6.7,0.486,1.5,2.0,0.784,1.8,4.1,5.9,2.9,0.8,0.3,1.5,3.4,15.3
Willie Burton,SF,24,MIA,26,8,451,4.3,11.3,0.38299999999999995,0.4,1.2,0.33299999999999996,3.9,10.1,0.389,7.3,10.1,0.7170000000000001,1.8,3.8,5.6,1.3,1.0,1.3,4.0,4.6,16.3
Steve Burtt,SG,30,WSB,4,0,35,10.3,26.7,0.385,1.0,3.1,0.33299999999999996,9.3,23.7,0.391,8.2,10.3,0.8,2.1,1.0,3.1,6.2,2.1,0.0,4.1,5.1,29.8
Michael Cage,C,31,SEA,82,66,2156,3.7,6.9,0.526,0.0,0.0,0.0,3.7,6.9,0.528,1.0,2.2,0.469,4.5,6.5,11.0,1.2,1.3,0.8,1.0,3.1,8.3
Dexter Cambridge,SF,23,DAL,53,13,885,6.1,12.7,0.484,0.0,0.2,0.0,6.1,12.5,0.49,2.8,4.0,0.687,3.6,3.2,6.8,2.4,1.0,0.2,2.6,5.2,15.1
Elden Campbell,PF,24,LAL,79,13,1551,5.5,12.1,0.45799999999999996,0.0,0.1,0.0,5.5,12.0,0.46,3.0,4.7,0.637,2.9,4.8,7.7,1.1,1.4,2.3,1.6,3.8,14.1
Tony Campbell,SF,30,NYK,58,13,1062,6.6,13.4,0.49,0.1,0.2,0.4,6.5,13.3,0.491,2.0,2.9,0.6779999999999999,2.0,3.3,5.3,2.1,1.2,0.2,1.7,5.1,15.2
Antoine Carr,PF,31,SAS,71,46,1947,7.0,13.0,0.5379999999999999,0.0,0.1,0.0,7.0,12.9,0.541,3.2,4.1,0.777,2.0,5.2,7.2,1.8,0.6,1.6,1.8,4.9,17.2
Bill Cartwright,C,35,CHI,63,63,1253,4.1,9.9,0.41100000000000003,0.0,0.0,0.0,4.1,9.9,0.41100000000000003,2.1,2.8,0.735,2.4,4.3,6.7,2.4,0.6,0.3,1.8,4.4,10.2
Terry Catledge,PF,29,ORL,21,1,262,4.9,10.0,0.493,0.0,0.0,0.0,4.9,10.0,0.493,3.7,4.7,0.794,2.5,3.8,6.3,0.7,0.5,0.1,3.4,4.3,13.6
Duane Causwell,C,24,SAC,55,45,1211,5.2,9.5,0.545,0.0,0.0,0.0,5.2,9.5,0.547,3.1,4.9,0.624,3.3,5.7,9.0,1.0,1.0,2.6,1.7,5.7,13.5
Cedric Ceballos,SF,23,PHO,74,46,1607,8.5,14.8,0.5760000000000001,0.0,0.0,0.0,8.5,14.8,0.5770000000000001,4.2,5.8,0.725,3.9,5.3,9.1,1.7,1.2,0.6,2.4,2.3,21.3
Tom Chambers,PF,33,PHO,73,0,1723,6.7,15.0,0.447,0.2,0.6,0.39299999999999996,6.5,14.4,0.449,5.0,6.0,0.8370000000000001,2.0,5.2,7.2,2.1,0.9,0.5,1.9,4.4,18.6
Rex Chapman,SG,25,WSB,60,23,1300,7.9,16.7,0.47700000000000004,1.2,3.2,0.371,6.8,13.5,0.502,3.7,4.5,0.81,0.5,1.9,2.4,3.2,1.1,0.3,2.2,3.3,20.7
Maurice Cheeks*,PG,36,NJN,35,0,510,3.6,6.6,0.5479999999999999,0.0,0.1,0.0,3.6,6.4,0.56,1.7,1.9,0.889,0.4,2.6,3.0,7.6,2.3,0.1,2.3,2.5,8.9
Pete Chilcutt,PF,24,SAC,59,9,834,7.1,14.7,0.485,0.0,0.0,0.0,7.1,14.7,0.485,1.4,2.0,0.696,3.5,4.9,8.4,2.8,0.9,0.9,2.3,4.4,15.6
Doug Christie,SG,22,LAL,23,0,332,4.9,11.5,0.425,0.2,1.3,0.16699999999999998,4.7,10.2,0.457,5.4,7.2,0.758,2.6,2.9,5.5,5.7,2.4,0.5,5.4,5.7,15.4
Derrick Coleman,PF,25,NJN,76,73,2759,7.4,16.0,0.46,0.3,1.3,0.23199999999999998,7.1,14.7,0.48,5.5,6.8,0.8079999999999999,3.2,7.9,11.1,3.6,1.2,1.6,3.2,2.7,20.5
Bimbo Coles,PG,24,MIA,81,37,2232,5.1,11.1,0.46399999999999997,0.7,2.2,0.307,4.5,8.9,0.503,2.9,3.5,0.805,0.9,1.7,2.7,6.0,1.3,0.2,1.7,3.2,13.8
Marty Conlon,C,25,SAC,46,0,467,6.2,13.2,0.474,0.0,0.3,0.0,6.2,12.9,0.485,4.4,6.2,0.7040000000000001,3.7,5.8,9.5,2.9,1.0,0.4,2.2,3.3,16.9
Lester Conner,PG,33,LAC,31,0,422,2.4,5.3,0.452,0.0,0.0,0.0,2.4,5.3,0.452,1.5,1.6,0.9470000000000001,1.4,2.8,4.2,5.5,2.9,0.3,1.8,3.3,6.3
Duane Cooper,PG,23,LAL,65,0,645,3.5,8.8,0.392,0.4,1.7,0.233,3.1,7.1,0.43,1.4,2.0,0.7140000000000001,0.7,2.1,2.8,8.4,1.0,0.1,3.9,3.7,8.7
Tyrone Corbin,SF,30,UTA,82,58,2555,5.4,10.8,0.503,0.0,0.1,0.0,5.4,10.7,0.506,2.5,3.1,0.826,2.7,4.6,7.3,2.4,1.5,0.5,1.5,3.6,13.4
Chris Corchiani,PG,24,TOT,10,0,105,4.8,8.2,0.583,0.0,1.0,0.0,4.8,7.2,0.667,5.5,7.2,0.762,0.3,2.1,2.4,5.5,2.1,0.0,2.7,6.2,15.1
Joe Courtney,PF,23,TOT,12,0,104,4.5,11.1,0.406,0.0,0.0,0.0,4.5,11.1,0.406,2.4,3.1,0.778,1.4,5.2,6.6,1.0,1.7,1.7,2.1,5.9,11.4
John Crotty,PG,23,UTA,40,0,243,5.5,10.7,0.514,0.3,2.1,0.14300000000000002,5.2,8.6,0.603,3.9,5.6,0.684,0.6,1.9,2.5,8.1,1.6,0.0,4.4,4.3,15.1
Terry Cummings,PF,31,SAS,8,0,76,5.2,13.7,0.379,0.0,0.0,0.0,5.2,13.7,0.379,2.4,4.7,0.5,2.8,6.2,9.0,1.9,0.5,0.5,0.9,8.1,12.8
Radisav Ćurčić,C,27,DAL,20,0,166,3.5,8.9,0.39,0.0,0.0,0.0,3.5,8.9,0.39,5.6,7.8,0.722,3.7,6.9,10.6,2.6,1.5,0.4,1.7,6.5,12.6
Dell Curry,SG,28,CHH,80,0,2094,8.6,18.9,0.452,1.6,4.1,0.401,6.9,14.9,0.466,2.3,2.7,0.866,0.9,4.0,4.9,3.1,1.5,0.4,2.2,2.6,21.1
Lloyd Daniels,SG,25,SAS,77,10,1573,6.5,14.7,0.44299999999999995,1.4,4.1,0.33299999999999996,5.2,10.7,0.484,1.6,2.3,0.727,2.0,3.0,4.9,3.4,0.9,0.7,2.3,3.3,16.0
Brad Daugherty,C,27,CLE,71,71,2691,7.0,12.2,0.5710000000000001,0.0,0.0,0.5,6.9,12.2,0.5710000000000001,5.2,6.6,0.795,2.2,7.5,9.7,4.2,0.7,0.7,2.0,2.3,19.2
Dale Davis,PF,23,IND,82,82,2264,4.8,8.5,0.568,0.0,0.0,0.0,4.8,8.5,0.568,1.9,3.6,0.529,4.6,6.9,11.5,1.1,1.0,2.4,1.3,4.4,11.6
Hubert Davis,SG,22,NYK,50,2,815,4.9,11.1,0.43799999999999994,0.3,0.8,0.316,4.6,10.2,0.44799999999999995,1.9,2.4,0.7959999999999999,0.6,1.9,2.5,3.7,1.0,0.2,2.0,3.1,11.9
Terry Davis,PF,25,DAL,75,74,2462,5.7,12.6,0.455,0.0,0.1,0.25,5.7,12.5,0.457,2.4,4.1,0.594,3.8,6.5,10.3,1.0,0.5,0.4,2.3,2.9,14.0
Johnny Dawkins,PG,29,PHI,74,10,1598,5.8,13.3,0.43700000000000006,0.6,1.9,0.31,5.2,11.4,0.45799999999999996,2.5,3.2,0.7959999999999999,0.7,2.3,3.1,7.6,1.8,0.1,2.7,2.1,14.8
Todd Day,SG,23,MIL,71,37,1931,6.7,15.4,0.43200000000000005,1.0,3.4,0.293,5.7,12.0,0.47200000000000003,4.0,5.5,0.7170000000000001,2.7,2.7,5.4,2.2,1.4,0.9,2.2,4.1,18.3
Vinny Del Negro,PG,26,SAS,73,31,1526,5.1,10.1,0.507,0.1,0.6,0.25,5.0,9.6,0.522,2.4,2.8,0.863,0.4,3.4,3.8,6.9,1.0,0.0,2.2,3.4,12.8
Bison Dele,PF,23,ORL,21,0,240,6.0,11.7,0.513,0.0,0.1,0.0,6.0,11.5,0.519,2.4,3.0,0.8,3.6,4.8,8.4,0.7,2.1,2.5,3.7,7.2,14.4
Vlade Divac*,C,24,LAL,82,69,2525,5.7,11.7,0.485,0.3,1.1,0.28,5.4,10.6,0.505,3.4,4.9,0.6890000000000001,3.1,7.3,10.4,3.3,1.8,2.0,3.1,4.4,15.0
James Donaldson,C,35,UTA,6,1,94,3.1,5.4,0.5710000000000001,0.0,0.0,0.0,3.1,5.4,0.5710000000000001,1.9,3.4,0.556,2.3,8.8,11.1,0.4,0.4,2.7,1.5,5.0,8.0
Sherman Douglas,PG,26,BOS,79,36,1932,4.9,9.9,0.498,0.1,0.5,0.207,4.8,9.3,0.515,1.6,2.8,0.56,1.2,1.8,3.0,9.5,0.9,0.2,3.0,3.1,11.5
Greg Dreiling,C,30,IND,43,0,239,2.9,8.7,0.32799999999999996,0.0,0.6,0.0,2.9,8.1,0.35200000000000004,1.2,2.3,0.5329999999999999,3.9,6.0,9.9,1.2,0.8,1.2,1.4,9.0,6.9
Clyde Drexler*,SG,30,POR,49,49,1671,7.5,17.6,0.429,0.7,2.9,0.233,6.9,14.7,0.467,5.3,6.3,0.8390000000000001,2.7,3.9,6.7,6.0,2.0,0.8,2.5,3.4,21.0
Kevin Duckworth,C,28,POR,74,55,1762,6.1,14.1,0.43799999999999994,0.0,0.0,0.0,6.1,14.0,0.439,2.6,3.6,0.73,2.4,5.5,7.9,1.4,0.9,0.8,1.8,4.5,14.9
Chris Dudley,C,27,NJN,71,16,1398,2.4,6.8,0.353,0.0,0.0,0.0,2.4,6.8,0.353,1.5,2.8,0.518,5.5,7.7,13.2,0.4,0.4,2.7,1.4,5.0,6.3
Joe Dumars*,SG,29,DET,77,77,3094,7.9,16.9,0.466,1.3,3.5,0.375,6.6,13.4,0.489,4.0,4.6,0.8640000000000001,0.7,1.0,1.7,3.6,0.9,0.1,1.6,1.6,21.0
Richard Dumas,SF,23,PHO,48,32,1320,8.2,15.7,0.524,0.0,0.1,0.33299999999999996,8.2,15.6,0.525,4.1,5.9,0.7070000000000001,2.7,3.4,6.1,1.6,2.3,1.1,2.5,3.5,20.6
Pat Durham,SF,25,GSW,5,1,78,2.8,11.5,0.24,0.0,0.0,0.0,2.8,11.5,0.24,4.2,5.5,0.75,2.3,4.2,6.5,1.8,0.5,0.5,3.2,2.8,9.7
Mark Eaton,C,36,UTA,64,57,1104,2.3,4.2,0.546,0.0,0.0,0.0,2.3,4.2,0.546,1.1,1.6,0.7,2.4,6.2,8.6,0.6,0.6,2.6,1.4,4.7,5.8
Blue Edwards,SF,27,MIL,82,81,2729,7.3,14.3,0.512,0.5,1.4,0.349,6.8,12.9,0.529,3.1,4.0,0.79,1.6,3.4,5.0,2.8,1.7,0.6,2.3,3.2,18.2
James Edwards,C,37,LAL,52,0,617,7.1,15.8,0.452,0.0,0.0,0.0,7.1,15.8,0.452,4.9,6.9,0.7120000000000001,1.8,4.1,5.8,2.4,0.6,0.4,3.0,7.1,19.1
Kevin Edwards,SG,27,MIA,40,30,1134,6.9,14.7,0.46799999999999997,0.2,0.5,0.294,6.7,14.1,0.474,3.8,4.5,0.8440000000000001,1.5,2.3,3.8,3.8,2.2,0.4,2.4,2.2,17.7
Craig Ehlo,SG,31,CLE,82,73,2559,5.4,11.0,0.49,1.3,3.4,0.381,4.1,7.6,0.54,1.2,1.7,0.7170000000000001,1.6,4.1,5.7,3.6,1.5,0.3,1.7,2.4,13.4
Mario Elie,SF,29,POR,82,7,1757,4.9,10.7,0.45799999999999996,0.9,2.6,0.349,4.0,8.1,0.494,3.7,4.4,0.855,1.2,3.2,4.4,3.6,1.5,0.4,1.8,3.0,14.5
Sean Elliott,SF,24,SAS,70,70,2604,6.2,12.7,0.491,0.5,1.4,0.35600000000000004,5.7,11.3,0.509,3.7,4.7,0.795,1.2,3.3,4.5,3.7,0.9,0.4,2.1,1.8,16.7
Dale Ellis,SG,32,SAS,82,76,2731,7.2,14.4,0.499,1.6,3.9,0.401,5.6,10.5,0.536,2.1,2.6,0.797,1.1,3.0,4.1,1.4,1.0,0.2,1.5,2.4,18.0
LaPhonso Ellis,PF,22,DEN,82,82,2749,6.3,12.5,0.504,0.0,0.2,0.154,6.3,12.4,0.509,3.1,4.2,0.748,3.6,6.2,9.7,2.0,0.9,1.5,2.0,3.8,15.8
Pervis Ellison,C,25,WSB,49,48,1701,7.2,13.9,0.521,0.0,0.1,0.0,7.2,13.8,0.524,3.6,5.1,0.7020000000000001,2.9,6.2,9.2,2.5,1.0,2.3,2.3,3.3,18.0
Jo Jo English,SG,22,CHI,6,0,31,3.5,11.6,0.3,0.0,3.5,0.0,3.5,8.1,0.429,0.0,2.3,0.0,2.3,4.6,7.0,1.2,3.5,2.3,4.6,5.8,7.0
Patrick Ewing*,C,30,NYK,81,81,3003,9.3,18.6,0.503,0.0,0.1,0.14300000000000002,9.3,18.5,0.504,4.8,6.7,0.7190000000000001,2.3,9.5,11.7,1.8,0.9,1.9,3.2,3.4,23.5
Duane Ferrell,SF,27,ATL,82,15,1736,6.8,14.4,0.47,0.2,0.7,0.25,6.6,13.7,0.48200000000000004,3.6,4.7,0.779,2.0,1.9,4.0,2.7,1.2,0.4,2.1,3.3,17.4
Danny Ferry,PF,26,CLE,76,1,1461,5.4,11.3,0.479,0.8,2.0,0.415,4.6,9.3,0.493,2.4,2.8,0.8759999999999999,2.0,4.9,6.9,3.4,0.7,1.2,2.0,4.2,14.1
Vern Fleming,PG,30,IND,75,8,1503,6.7,13.3,0.505,0.2,0.9,0.19399999999999998,6.5,12.4,0.527,3.4,4.7,0.726,1.5,2.5,4.0,5.4,1.5,0.2,2.9,3.0,17.0
Sleepy Floyd,PG,32,HOU,52,10,867,5.1,12.7,0.40700000000000003,0.7,2.3,0.28600000000000003,4.5,10.3,0.434,3.4,4.2,0.794,0.6,3.0,3.6,5.5,1.3,0.2,2.8,2.4,14.3
Greg Foster,PF,24,TOT,43,0,298,6.6,14.5,0.45799999999999996,0.0,0.5,0.0,6.6,14.0,0.474,1.8,2.5,0.7140000000000001,3.9,6.2,10.0,2.5,0.4,1.7,3.0,7.0,15.1
Rick Fox,SF,23,BOS,71,14,1082,6.1,12.6,0.484,0.1,0.8,0.174,6.0,11.9,0.504,2.7,3.4,0.802,1.8,3.5,5.3,3.8,2.0,0.7,2.6,4.4,15.1
Kevin Gamble,SF,27,BOS,82,58,2541,6.5,12.8,0.507,0.7,2.0,0.374,5.8,10.9,0.531,1.7,2.1,0.826,0.7,2.8,3.5,3.2,1.2,0.5,1.1,2.6,15.5
Winston Garland,PG,28,HOU,66,4,1004,5.5,12.3,0.44299999999999995,0.2,0.5,0.462,5.2,11.8,0.442,2.9,3.2,0.91,1.1,2.7,3.9,4.9,1.4,0.1,2.4,4.2,14.0
Chris Gatling,PF,25,GSW,70,11,1248,7.2,13.3,0.539,0.0,0.2,0.0,7.2,13.2,0.546,4.3,6.0,0.725,3.7,5.5,9.2,1.2,1.3,1.5,2.9,5.7,18.7
