Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Shareef Abdur-Rahim,PF,28,POR,54,49,1867,6.5,12.9,0.503,0.3,0.8,0.385,6.2,12.2,0.51,4.2,4.9,0.866,2.4,5.2,7.6,2.1,0.9,0.5,2.3,2.9,17.5
Cory Alexander,SG,31,CHA,16,1,201,2.9,8.8,0.327,1.4,3.4,0.42100000000000004,1.4,5.4,0.267,1.6,2.1,0.75,1.4,3.8,5.2,6.6,1.6,0.2,3.4,5.2,8.8
Malik Allen,PF,26,TOT,36,1,519,5.8,12.3,0.475,0.0,0.0,0.0,5.8,12.3,0.475,1.8,1.9,0.929,2.8,4.1,6.9,1.2,0.6,1.5,1.2,3.7,13.5
Ray Allen*,SG,29,SEA,78,78,3064,7.5,17.6,0.428,2.5,6.5,0.376,5.1,11.0,0.45899999999999996,4.4,5.0,0.883,0.9,3.1,4.1,3.4,1.0,0.1,2.0,2.0,21.9
Tony Allen,SG,23,BOS,77,34,1262,5.2,11.0,0.475,0.3,0.9,0.387,4.9,10.2,0.483,3.2,4.3,0.737,2.4,3.9,6.3,1.8,2.2,0.7,2.2,4.5,14.0
Rafer Alston,PG,28,TOR,80,78,2717,5.3,12.9,0.414,1.8,5.2,0.35700000000000004,3.5,7.8,0.451,2.5,3.4,0.74,0.6,3.1,3.7,6.8,1.6,0.1,2.3,2.8,15.1
Chris Andersen,C,26,NOH,67,2,1430,4.8,9.0,0.534,0.0,0.1,0.0,4.8,8.9,0.5379999999999999,3.3,4.8,0.6890000000000001,3.4,6.9,10.3,1.8,0.4,2.5,1.6,3.6,12.9
Derek Anderson,SG,30,POR,47,32,1239,4.4,11.4,0.389,1.7,4.4,0.384,2.7,7.0,0.392,2.0,2.5,0.805,0.7,3.0,3.7,4.2,1.0,0.1,2.0,2.6,12.6
Kenny Anderson,PG,34,TOT,43,20,743,4.1,9.7,0.423,0.3,0.6,0.462,3.8,9.1,0.42,1.3,1.8,0.73,1.2,3.1,4.3,5.0,1.6,0.0,2.4,4.2,9.8
Shandon Anderson,SF-SG,31,TOT,66,5,1171,3.0,6.7,0.452,0.2,0.9,0.172,2.9,5.8,0.495,1.7,2.0,0.818,1.3,4.6,5.9,2.2,1.2,0.4,1.5,4.2,7.8
Carmelo Anthony,SF,20,DEN,75,75,2608,7.3,17.0,0.431,0.6,2.2,0.266,6.7,14.8,0.455,6.3,7.9,0.7959999999999999,1.9,3.9,5.9,2.7,0.9,0.4,3.1,3.2,21.5
Rafael Araújo,C,24,TOR,59,41,736,3.7,8.6,0.434,0.0,0.1,0.33299999999999996,3.7,8.4,0.436,2.1,2.7,0.782,2.9,6.2,9.0,0.8,1.0,0.4,2.5,7.7,9.6
Gilbert Arenas,PG,23,WAS,80,80,3274,7.2,16.7,0.431,2.3,6.2,0.365,5.0,10.6,0.469,5.7,7.0,0.8140000000000001,0.9,3.2,4.2,4.5,1.5,0.3,2.7,2.7,22.4
Trevor Ariza,SF,19,NYK,80,12,1382,4.5,10.1,0.442,0.1,0.3,0.231,4.4,9.8,0.449,3.2,4.5,0.695,2.3,4.0,6.3,2.2,1.8,0.5,1.9,3.9,12.2
Darrell Armstrong,PG,36,TOT,66,16,988,3.2,10.1,0.321,1.0,4.0,0.252,2.2,6.0,0.36700000000000005,2.1,2.5,0.853,1.3,2.9,4.2,6.5,1.6,0.3,2.4,3.4,9.6
Carlos Arroyo,PG,25,TOT,70,16,1448,4.2,10.7,0.389,0.2,0.7,0.267,4.0,9.9,0.39799999999999996,3.0,3.7,0.799,0.6,1.9,2.6,7.0,1.1,0.1,2.7,3.6,11.5
Chucky Atkins,PG,30,LAL,82,82,2903,4.8,11.3,0.426,2.2,5.6,0.387,2.6,5.6,0.466,2.0,2.5,0.8029999999999999,0.4,2.1,2.4,4.4,0.9,0.0,1.9,2.2,13.8
Stacey Augmon,SF,36,ORL,55,7,663,3.7,9.1,0.40700000000000003,0.0,0.0,0.0,3.7,9.1,0.40700000000000003,3.1,4.2,0.74,2.4,2.9,5.4,2.0,1.2,0.4,1.7,4.5,10.5
Maurice Baker,PG,25,TOT,5,0,19,0.0,1.9,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,1.9,1.9,3.8,1.9,1.9,0.0,1.9,5.7,0.0
Vin Baker,PF-C,33,TOT,27,0,204,2.3,7.4,0.31,0.0,0.2,0.0,2.3,7.2,0.317,1.6,3.0,0.529,3.0,3.9,6.9,1.8,0.4,0.7,3.0,6.7,6.2
Marcus Banks,PG,23,BOS,81,2,1145,3.6,9.0,0.402,0.7,1.9,0.35600000000000004,3.0,7.1,0.414,3.8,5.1,0.742,0.9,3.0,4.0,4.9,2.0,0.4,2.5,4.6,11.7
Leandro Barbosa,PG,22,PHO,63,6,1087,5.6,11.7,0.475,1.7,4.6,0.36700000000000005,3.9,7.1,0.544,1.8,2.3,0.797,1.1,3.2,4.3,4.2,1.0,0.2,2.9,4.2,14.6
Matt Barnes,SF,24,SAC,43,9,715,3.1,7.6,0.41100000000000003,0.3,1.1,0.22699999999999998,2.9,6.5,0.442,1.8,2.9,0.603,2.5,4.2,6.7,2.9,1.5,0.4,2.3,4.0,8.3
Andre Barrett,PG,22,TOT,38,1,483,3.4,9.2,0.363,1.0,3.9,0.26899999999999996,2.3,5.4,0.431,1.0,1.4,0.737,0.8,2.2,3.0,5.1,1.4,0.1,2.0,3.8,8.8
Brent Barry,SG,33,SAS,81,8,1742,4.0,9.5,0.423,2.1,5.8,0.35700000000000004,1.9,3.7,0.525,2.3,2.8,0.8370000000000001,0.6,3.3,3.9,3.7,0.8,0.4,1.3,2.5,12.4
Jon Barry,SG,35,TOT,69,2,1505,3.9,8.8,0.43799999999999994,1.7,3.9,0.43,2.2,4.9,0.44299999999999995,1.5,1.7,0.873,0.6,3.2,3.8,4.0,1.4,0.2,1.6,2.3,10.9
Tony Battie,C,28,ORL,81,32,1894,3.1,6.7,0.46,0.0,0.1,0.0,3.1,6.6,0.46799999999999997,1.3,1.8,0.723,2.1,6.5,8.6,0.8,0.6,1.5,1.5,4.6,7.5
Shane Battier,SG,26,MEM,80,72,2516,3.9,8.8,0.442,1.0,2.5,0.395,2.9,6.2,0.461,2.6,3.3,0.789,2.3,3.6,5.9,1.8,1.3,1.1,1.1,2.9,11.3
Lonny Baxter,PF,26,NOH,4,0,36,3.0,11.0,0.273,0.0,0.0,0.0,3.0,11.0,0.273,0.0,2.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,4.0,10.0,6.0
Raja Bell,SG,28,UTA,63,32,1790,6.1,13.4,0.45399999999999996,1.1,2.7,0.40299999999999997,5.0,10.7,0.467,2.3,3.0,0.747,1.0,3.1,4.0,1.8,0.9,0.2,1.6,4.1,15.5
Jonathan Bender,SF,24,IND,7,0,93,6.2,15.5,0.4,0.4,1.9,0.2,5.8,13.5,0.429,1.2,2.3,0.5,1.9,3.5,5.4,1.5,0.4,0.8,3.9,3.5,13.9
Travis Best,PG,32,NJN,76,6,1461,4.7,11.1,0.42,0.6,2.1,0.306,4.0,9.0,0.447,2.7,3.0,0.885,0.5,2.2,2.6,3.5,1.6,0.2,1.7,3.6,12.7
Mike Bibby,PG,26,SAC,80,80,3084,6.5,14.8,0.44299999999999995,1.5,4.2,0.36,5.0,10.5,0.47700000000000004,3.7,4.8,0.775,0.9,3.0,3.9,6.3,1.4,0.4,2.4,2.2,18.3
Andris Biedriņš,C,18,GSW,30,1,384,4.2,7.3,0.5770000000000001,0.0,0.1,0.0,4.2,7.2,0.584,1.8,3.7,0.475,4.4,6.7,11.1,1.1,1.1,2.3,1.1,8.2,10.2
Chauncey Billups,PG,28,DET,80,80,2866,5.1,11.5,0.442,2.1,4.9,0.426,3.0,6.6,0.45399999999999996,4.3,4.8,0.898,0.6,2.8,3.4,5.8,1.0,0.1,2.3,2.4,16.5
Steve Blake,PG,24,WAS,44,1,648,3.4,10.3,0.32799999999999996,2.0,5.2,0.387,1.4,5.2,0.26899999999999996,1.8,2.3,0.805,1.0,2.9,3.9,3.8,0.7,0.0,2.2,2.6,10.6
Mark Blount,C,29,BOS,82,57,2130,5.5,10.4,0.529,0.0,0.0,0.0,5.5,10.4,0.53,2.0,2.8,0.713,2.4,4.3,6.7,2.2,0.6,1.1,2.7,3.9,13.0
Tony Bobbitt,SG,25,LAL,2,0,12,6.0,15.0,0.4,3.0,6.0,0.5,3.0,9.0,0.33299999999999996,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,3.0,15.0
Keith Bogans,SG,24,CHA,74,42,1791,5.3,13.8,0.381,1.1,3.5,0.32899999999999996,4.1,10.4,0.39799999999999996,2.7,3.7,0.727,1.5,3.0,4.5,2.7,1.4,0.2,2.5,3.4,14.4
