Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Alaa Abdelnaby,PF,25,BOS,13,0,159,5.4,12.5,0.436,0.0,0.0,0.0,5.4,12.5,0.436,3.6,5.7,0.64,2.7,7.7,10.4,0.7,0.5,0.7,3.8,4.5,14.5
Mahmoud Abdul-Rauf,PG,24,DEN,80,78,2617,8.1,17.6,0.46,0.6,1.8,0.316,7.5,15.8,0.47600000000000003,3.0,3.2,0.956,0.4,1.9,2.3,5.0,1.1,0.1,2.1,2.1,19.8
Michael Adams,PG,31,WSB,70,67,2337,4.4,10.8,0.408,0.8,2.9,0.28800000000000003,3.5,7.8,0.45399999999999996,3.5,4.2,0.83,0.6,2.2,2.8,7.4,1.5,0.1,2.6,2.2,13.1
Mark Aguirre,SF,34,LAC,39,0,859,6.8,14.6,0.46799999999999997,1.6,3.9,0.39799999999999996,5.3,10.7,0.494,2.1,3.0,0.6940000000000001,1.2,3.7,4.9,4.4,0.9,0.3,2.9,4.1,17.3
Danny Ainge,SG,34,PHO,68,1,1555,5.2,12.4,0.41700000000000004,1.9,5.6,0.32799999999999996,3.3,6.8,0.491,1.8,2.2,0.83,0.6,2.4,3.0,4.2,1.3,0.2,1.9,3.2,14.0
Gary Alexander,PF,24,TOT,11,0,55,5.2,9.2,0.5710000000000001,0.0,0.0,0.0,5.2,9.2,0.5710000000000001,2.0,5.9,0.33299999999999996,4.6,5.2,9.8,1.3,2.0,0.0,5.2,6.5,12.4
Victor Alexander,C,24,GSW,69,39,1318,7.3,13.7,0.53,0.1,0.4,0.154,7.2,13.4,0.54,1.9,3.5,0.527,3.1,5.3,8.4,1.8,0.8,0.9,2.3,4.6,16.4
Eric Anderson,PF,23,NYK,11,0,39,6.5,15.7,0.41200000000000003,1.8,1.8,1.0,4.6,13.8,0.33299999999999996,4.6,12.9,0.35700000000000004,5.5,10.2,15.7,1.8,0.0,0.9,1.8,8.3,19.4
Greg Anderson,PF,29,DET,77,47,1624,4.5,8.2,0.5429999999999999,0.0,0.1,0.33299999999999996,4.4,8.1,0.545,2.0,3.4,0.5710000000000001,4.1,8.6,12.7,1.1,1.2,1.5,2.1,5.2,10.9
Kenny Anderson,PG,23,NJN,82,82,3135,6.6,15.9,0.41700000000000004,0.5,1.5,0.303,6.2,14.3,0.429,4.0,4.9,0.818,1.0,2.7,3.7,9.0,1.8,0.2,3.1,2.3,17.7
Nick Anderson,SG,26,ORL,81,81,2811,6.5,13.5,0.478,1.3,4.0,0.322,5.2,9.5,0.545,2.2,3.2,0.672,1.4,4.6,6.1,3.8,1.7,0.4,2.1,1.9,16.4
Ron Anderson,SF,35,TOT,21,2,356,3.5,8.7,0.40700000000000003,0.7,2.6,0.26899999999999996,2.8,6.1,0.467,1.9,2.3,0.826,1.6,3.7,5.4,1.7,0.8,0.3,1.0,1.6,9.7
Willie Anderson,SG,27,SAS,80,79,2488,5.7,12.1,0.47100000000000003,0.3,1.0,0.324,5.4,11.1,0.484,2.1,2.5,0.848,1.0,2.5,3.5,5.0,1.0,0.7,2.2,2.7,13.8
Greg Anthony,PG,26,NYK,80,36,1994,4.1,10.3,0.39399999999999996,0.9,2.9,0.3,3.2,7.4,0.431,2.3,3.0,0.774,0.8,2.6,3.4,6.6,2.1,0.2,2.3,2.9,11.3
B.J. Armstrong,PG,26,CHI,82,82,2770,6.2,13.1,0.47600000000000003,0.8,1.8,0.444,5.4,11.3,0.48100000000000004,2.5,3.0,0.855,0.4,1.8,2.2,4.2,1.0,0.1,1.7,1.9,15.8
Vincent Askew,SG,27,SEA,80,3,1690,5.8,12.1,0.48100000000000004,0.1,0.7,0.19399999999999998,5.7,11.4,0.498,3.7,4.5,0.8290000000000001,1.3,2.6,3.9,4.1,1.6,0.4,1.5,3.1,15.5
Keith Askins,SF,26,MIA,37,0,319,4.1,9.9,0.409,0.5,2.4,0.19,3.6,7.6,0.478,1.0,1.1,0.9,3.7,5.5,9.3,1.5,1.2,0.1,2.4,6.4,9.6
Stacey Augmon,SG,25,ATL,82,82,2605,6.1,11.9,0.51,0.0,0.1,0.14300000000000002,6.1,11.8,0.513,4.6,6.0,0.764,2.5,3.0,5.4,2.6,2.1,0.6,2.0,2.5,16.7
Isaac Austin,C,24,PHI,14,0,201,5.2,11.8,0.439,0.0,0.2,0.0,5.2,11.6,0.446,2.5,4.1,0.609,4.5,7.9,12.4,3.0,0.9,1.8,3.0,5.2,12.9
