Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Mark Bryant,PF,24,POR,58,0,562,4.5,9.8,0.45799999999999996,0.0,0.0,0.0,4.5,9.8,0.45799999999999996,1.8,3.2,0.56,3.5,5.9,9.4,0.8,1.2,0.6,1.6,6.0,10.8
Torgeir Bryn,C,25,LAC,3,0,10,0.0,7.2,0.0,0.0,0.0,0.0,0.0,7.2,0.0,14.4,21.6,0.667,0.0,7.2,7.2,0.0,7.2,3.6,3.6,18.0,14.4
Steve Bucknall,SG,23,LAL,18,0,75,4.3,15.8,0.273,0.0,0.5,0.0,4.3,15.4,0.281,2.4,2.9,0.833,2.4,1.0,3.4,4.8,1.0,0.5,5.3,4.8,11.0
Greg Butler,C,23,NYK,13,0,33,3.3,13.1,0.25,0.0,0.0,0.0,3.3,13.1,0.25,0.0,2.2,0.0,3.3,6.5,9.8,1.1,0.0,0.0,3.3,8.7,6.5
Michael Cage,C,28,SEA,82,82,2595,4.5,8.9,0.504,0.0,0.0,0.0,4.5,8.9,0.504,2.1,2.9,0.698,4.2,7.1,11.4,1.0,1.1,0.6,1.3,3.2,11.1
Adrian Caldwell,PF,23,HOU,51,0,331,4.6,8.3,0.5529999999999999,0.0,0.0,0.0,4.6,8.3,0.5529999999999999,1.4,3.0,0.46399999999999997,3.9,7.9,11.9,0.8,1.2,2.0,3.5,7.5,10.5
Tony Campbell,SG,27,MIN,82,81,3164,8.2,18.0,0.457,0.1,0.6,0.16699999999999998,8.1,17.4,0.46799999999999997,5.1,6.5,0.787,2.4,2.8,5.1,2.4,1.3,0.4,2.9,3.0,21.7
Rick Carlisle,SG,30,NJN,5,0,21,1.7,12.0,0.14300000000000002,0.0,5.1,0.0,1.7,6.9,0.25,0.0,0.0,0.0,0.0,0.0,0.0,8.6,1.7,1.7,6.9,12.0,3.4
Antoine Carr,PF,28,TOT,77,4,1727,7.4,15.0,0.494,0.0,0.1,0.0,7.4,14.9,0.499,4.9,6.2,0.795,2.4,4.3,6.7,2.5,0.6,1.4,2.6,5.1,19.8
Joe Barry Carroll,C,31,TOT,76,47,1721,6.5,15.9,0.41100000000000003,0.0,0.0,0.0,6.5,15.8,0.41200000000000003,2.9,3.7,0.774,2.8,6.5,9.3,2.0,1.0,2.4,3.0,4.0,15.9
Bill Cartwright,C,32,CHI,71,71,2160,4.9,10.0,0.488,0.0,0.0,0.0,4.9,10.0,0.488,3.8,4.7,0.8109999999999999,2.3,5.5,7.7,2.4,0.6,0.6,2.0,4.1,13.5
Terry Catledge,PF,26,ORL,74,72,2462,8.0,16.8,0.474,0.0,0.1,0.25,8.0,16.7,0.47600000000000003,5.0,7.1,0.7020000000000001,4.0,4.3,8.2,1.1,0.5,0.2,2.6,2.9,21.0
Tom Chambers,PF,30,PHO,81,81,3046,9.6,19.1,0.501,0.3,1.0,0.27899999999999997,9.3,18.1,0.513,6.6,7.6,0.861,1.4,5.3,6.7,2.2,1.0,0.6,2.6,3.1,26.0
Rex Chapman,SG,22,CHH,54,52,1762,7.7,18.9,0.408,1.0,2.9,0.331,6.7,16.0,0.42200000000000004,2.9,3.9,0.75,1.1,2.6,3.7,2.7,0.9,0.1,2.0,2.3,19.3
Maurice Cheeks*,PG,33,TOT,81,62,2519,4.4,8.7,0.504,0.1,0.2,0.25,4.3,8.5,0.511,2.4,2.9,0.847,0.7,2.7,3.4,6.5,1.8,0.1,1.7,1.1,11.3
Derrick Chievous,SF,22,TOT,55,0,591,6.4,13.4,0.47700000000000004,0.2,0.5,0.33299999999999996,6.2,12.9,0.483,4.9,6.8,0.721,2.1,3.4,5.5,1.9,1.6,0.3,2.7,4.3,17.8
Ben Coleman,PF,28,MIL,22,0,305,5.4,11.4,0.474,0.0,0.1,0.0,5.4,11.3,0.479,4.0,4.8,0.8290000000000001,3.7,6.6,10.3,1.4,0.8,0.8,3.1,6.4,14.9
Steve Colter,PG,27,WSB,73,1,977,5.2,10.9,0.478,0.0,0.2,0.0,5.2,10.8,0.486,2.8,3.5,0.8109999999999999,2.0,4.5,6.5,5.5,1.7,0.4,1.4,3.6,13.3
Lester Conner,PG,30,NJN,82,61,2355,3.6,8.8,0.414,0.0,0.2,0.154,3.6,8.6,0.42,2.6,3.3,0.804,1.4,2.7,4.1,5.9,2.6,0.1,2.1,2.8,9.9
Michael Cooper,SG,33,LAL,80,10,1851,3.7,9.6,0.387,1.0,3.1,0.318,2.7,6.5,0.42,1.6,1.8,0.883,1.1,3.3,4.4,4.2,1.3,0.7,1.8,4.0,10.0
Wayne Cooper,C,33,POR,79,0,1176,4.2,9.3,0.45399999999999996,0.0,0.1,0.0,4.2,9.2,0.45799999999999996,0.8,1.2,0.6409999999999999,3.6,6.8,10.4,1.3,0.6,2.9,1.2,6.5,9.2
Lanard Copeland,SG,24,PHI,23,0,110,10.1,22.3,0.456,0.3,1.6,0.2,9.8,20.6,0.47600000000000003,3.6,4.6,0.7859999999999999,1.3,2.0,3.3,2.9,0.3,0.3,6.2,3.9,24.2
Tyrone Corbin,SF,27,MIN,82,80,3011,6.2,12.9,0.48100000000000004,0.0,0.1,0.0,6.2,12.8,0.486,1.9,2.5,0.77,2.6,4.6,7.2,2.6,2.1,0.5,1.7,3.4,14.4
Dave Corzine,C,33,ORL,6,3,79,5.0,13.2,0.379,0.0,0.0,0.0,5.0,13.2,0.379,0.0,0.9,0.0,3.2,5.0,8.2,0.9,0.9,0.0,3.6,3.2,10.0
Pat Cummings,C,33,MIA,37,1,391,7.1,14.6,0.484,0.0,0.0,0.0,7.1,14.6,0.484,1.9,3.4,0.568,2.6,6.0,8.6,1.2,1.1,0.4,2.9,5.5,16.1
Terry Cummings,PF,28,SAS,81,78,2821,9.3,19.6,0.475,0.2,0.8,0.322,9.0,18.8,0.48100000000000004,4.4,5.6,0.78,2.9,5.8,8.6,2.8,1.4,0.7,2.6,3.6,23.2
Dell Curry,SG,25,CHH,67,13,1860,8.9,19.2,0.466,1.0,2.8,0.354,7.9,16.3,0.485,1.9,2.0,0.9229999999999999,0.6,2.7,3.3,3.1,1.9,0.5,1.9,2.9,20.7
Quintin Dailey,SG,29,SEA,30,2,491,7.1,17.6,0.40399999999999997,0.1,0.4,0.2,7.0,17.2,0.409,3.8,4.8,0.7879999999999999,1.3,2.4,3.7,2.5,0.9,0.0,2.5,4.6,18.1
Adrian Dantley*,SF,33,DAL,45,45,1300,6.4,13.4,0.47700000000000004,0.0,0.1,0.0,6.4,13.3,0.479,5.5,7.0,0.787,2.2,2.6,4.8,2.2,0.6,0.2,2.1,2.7,18.3
Brad Daugherty,C,24,CLE,41,40,1438,6.1,12.7,0.479,0.0,0.1,0.0,6.1,12.7,0.48100000000000004,5.1,7.2,0.7040000000000001,1.9,7.4,9.3,3.3,0.7,0.6,2.8,2.7,17.3
Brad Davis,PG,34,DAL,73,2,1292,5.0,10.2,0.49,1.0,2.9,0.337,4.0,7.3,0.552,2.1,2.8,0.77,0.3,2.3,2.6,6.7,1.3,0.3,2.4,4.2,13.1
Charles Davis,SF,31,CHI,53,0,429,4.9,13.3,0.36700000000000005,0.6,2.1,0.28,4.3,11.2,0.38299999999999995,0.6,0.7,0.875,2.1,4.7,6.8,1.5,0.8,0.7,1.7,4.4,10.9
Terry Davis,PF,22,MIA,63,9,884,5.0,10.7,0.466,0.0,0.0,0.0,5.0,10.6,0.467,2.2,3.5,0.621,3.8,5.5,9.3,1.0,1.0,1.1,2.8,7.0,12.1
Walter Davis,SG,35,DEN,69,0,1635,10.9,22.7,0.48100000000000004,0.1,1.0,0.13,10.8,21.7,0.49700000000000005,4.6,5.0,0.912,1.0,2.9,3.9,3.4,1.3,0.2,2.2,3.5,26.6
Johnny Dawkins,PG,26,PHI,81,81,2865,5.8,11.9,0.489,0.3,0.8,0.33299999999999996,5.6,11.1,0.501,2.6,3.1,0.861,0.6,2.5,3.1,7.6,1.5,0.1,2.7,2.0,14.6
Vinny Del Negro,SG,23,SAC,76,29,1858,5.8,12.5,0.462,0.2,0.6,0.313,5.6,11.8,0.47,2.6,3.0,0.871,0.8,3.1,3.8,4.8,1.2,0.2,2.2,3.5,14.3
Byron Dinkins,PG,22,HOU,33,0,362,4.4,10.8,0.40399999999999997,0.1,0.9,0.111,4.3,9.9,0.43,2.6,3.0,0.867,1.3,2.7,4.0,7.5,1.9,0.2,3.7,3.0,11.4
Vlade Divac*,C,21,LAL,82,5,1611,6.1,12.3,0.499,0.0,0.1,0.0,6.1,12.2,0.504,3.4,4.8,0.708,3.7,7.7,11.4,1.7,1.8,2.5,2.5,5.4,15.7
James Donaldson,C,32,DAL,73,73,2265,4.1,7.6,0.539,0.0,0.0,0.0,4.1,7.6,0.539,2.4,3.4,0.7,2.5,7.5,10.0,0.9,0.3,0.7,1.9,2.1,10.6
Sherman Douglas,PG,23,MIA,81,66,2470,6.7,13.7,0.494,0.1,0.5,0.161,6.7,13.2,0.505,3.3,4.8,0.687,1.0,2.0,3.0,9.0,2.1,0.1,3.6,2.7,16.8
Terry Dozier,SF,23,CHH,9,0,92,3.5,10.6,0.33299999999999996,0.0,0.4,0.0,3.5,10.2,0.34600000000000003,1.6,3.1,0.5,2.7,3.1,5.9,1.2,2.3,0.8,2.7,3.9,8.6
Greg Dreiling,C,27,IND,49,0,307,2.3,6.2,0.377,0.0,0.0,0.0,2.3,6.2,0.377,2.9,4.0,0.735,2.5,7.7,10.2,0.9,0.5,1.6,2.2,8.1,7.6
Larry Drew,PG,31,LAL,80,3,1333,4.6,10.3,0.444,0.9,2.2,0.395,3.7,8.2,0.457,1.2,1.6,0.767,0.3,2.3,2.6,5.9,1.3,0.1,2.6,2.5,11.3
Clyde Drexler*,SG,27,POR,73,73,2683,9.0,18.2,0.494,0.4,1.4,0.28300000000000003,8.6,16.8,0.512,4.5,5.8,0.774,2.8,4.0,6.8,5.8,1.9,0.7,2.6,3.0,22.9
Kevin Duckworth,C,25,POR,82,82,2462,8.0,16.8,0.478,0.0,0.0,0.0,8.0,16.8,0.478,3.4,4.6,0.74,2.7,4.8,7.4,1.3,0.5,0.5,2.5,4.0,19.4
Chris Dudley,PF,24,TOT,64,30,1356,3.9,9.4,0.41100000000000003,0.0,0.0,0.0,3.9,9.4,0.41100000000000003,1.5,4.8,0.319,4.6,6.6,11.2,1.0,1.1,1.9,2.2,4.4,9.3
Joe Dumars*,SG,26,DET,75,71,2578,7.1,14.8,0.48,0.3,0.8,0.4,6.8,14.0,0.485,4.1,4.6,0.9,0.8,2.1,3.0,5.1,0.9,0.0,2.0,1.8,18.6
Mike Dunleavy,PG,35,MIL,5,0,43,3.3,11.7,0.28600000000000003,1.7,7.5,0.222,1.7,4.2,0.4,5.9,6.7,0.875,0.0,1.7,1.7,8.4,0.8,0.0,6.7,5.9,14.2
T.R. Dunn,SF,34,DEN,65,2,657,2.4,5.3,0.45399999999999996,0.0,0.1,0.0,2.4,5.2,0.46299999999999997,1.4,2.1,0.667,3.1,4.5,7.6,2.4,2.2,0.2,1.0,3.7,6.2
Ledell Eackles,SG,23,WSB,78,8,1696,8.8,20.0,0.439,0.4,1.3,0.322,8.4,18.7,0.447,4.5,5.9,0.75,1.6,2.1,3.7,3.9,1.1,0.1,3.0,3.3,22.4
Mark Eaton,C,33,UTA,82,82,2281,2.5,4.7,0.527,0.0,0.0,0.0,2.5,4.7,0.527,1.2,1.9,0.669,2.7,6.8,9.5,0.6,0.5,3.2,1.2,3.8,6.2
Blue Edwards,SF,24,UTA,82,49,1889,5.5,10.7,0.507,0.2,0.6,0.3,5.3,10.2,0.519,2.8,3.9,0.7190000000000001,1.3,3.5,4.8,2.8,1.4,0.7,2.9,5.3,13.9
James Edwards,C,34,DET,82,70,2283,7.3,14.6,0.498,0.0,0.0,0.0,7.3,14.6,0.499,4.2,5.6,0.7490000000000001,1.8,3.7,5.4,1.0,0.4,0.6,2.1,4.7,18.7
Jay Edwards,SG,21,LAC,4,0,26,4.2,9.7,0.429,0.0,2.8,0.0,4.2,6.9,0.6,1.4,4.2,0.33299999999999996,1.4,1.4,2.8,5.5,1.4,0.0,1.4,5.5,9.7
Kevin Edwards,SG,24,MIA,78,54,2211,6.4,15.6,0.41200000000000003,0.1,0.5,0.3,6.3,15.1,0.41600000000000004,2.3,3.0,0.76,1.3,3.3,4.6,4.1,2.0,0.5,2.9,2.4,15.3
Craig Ehlo,SG,28,CLE,81,64,2894,5.4,11.7,0.46399999999999997,1.3,3.1,0.419,4.1,8.6,0.48,1.6,2.3,0.6809999999999999,1.8,3.6,5.5,4.6,1.6,0.3,2.0,2.8,13.7
Sean Elliott,SF,21,SAS,81,69,2032,5.5,11.5,0.48100000000000004,0.0,0.2,0.111,5.5,11.3,0.486,3.3,3.8,0.866,2.3,3.0,5.3,2.7,0.8,0.2,2.0,3.0,14.4
Dale Ellis,SG,29,SEA,55,49,2033,8.9,17.9,0.49700000000000005,1.7,4.5,0.375,7.2,13.4,0.5379999999999999,3.4,4.2,0.818,1.6,2.6,4.2,1.9,1.0,0.1,2.1,2.2,22.9
Pervis Ellison,C,22,SAC,34,22,866,4.6,10.4,0.442,0.0,0.1,0.0,4.6,10.4,0.446,2.0,3.2,0.628,2.7,5.5,8.1,2.7,0.7,2.4,2.6,5.5,11.3
Alex English*,SF,36,DEN,80,80,2211,10.3,21.1,0.491,0.0,0.1,0.4,10.3,21.0,0.491,2.6,3.0,0.88,1.9,2.7,4.7,3.7,0.8,0.4,1.5,2.1,23.3
Patrick Ewing*,C,27,NYK,82,82,3165,10.5,19.0,0.551,0.0,0.0,0.25,10.5,19.0,0.552,5.7,7.4,0.775,2.7,7.5,10.2,2.1,0.9,3.7,3.2,3.7,26.7
Jim Farmer,SG,25,SEA,38,0,400,8.0,18.3,0.43799999999999994,0.7,2.4,0.29600000000000004,7.3,15.8,0.46,5.1,7.2,0.713,1.5,2.3,3.9,2.3,1.5,0.1,2.4,4.0,21.9
Duane Ferrell,SF,24,ATL,14,0,29,6.2,17.4,0.35700000000000004,0.0,1.2,0.0,6.2,16.1,0.385,2.5,7.4,0.33299999999999996,3.7,5.0,8.7,2.5,1.2,0.0,2.5,3.7,14.9
Vern Fleming,PG,27,IND,82,82,2876,5.8,11.5,0.508,0.2,0.4,0.353,5.7,11.1,0.514,2.9,3.7,0.782,1.5,2.6,4.0,7.6,1.2,0.1,2.6,2.7,14.7
Sleepy Floyd,PG,29,HOU,82,73,2630,5.0,11.0,0.451,1.2,3.2,0.38,3.7,7.8,0.48,2.6,3.2,0.8059999999999999,0.6,2.1,2.7,8.2,1.3,0.2,2.8,2.2,13.7
Tellis Frank,PF,24,MIA,77,39,1762,5.7,12.4,0.45799999999999996,0.0,0.0,0.0,5.7,12.4,0.45799999999999996,3.7,4.8,0.765,3.1,4.8,7.9,1.7,1.0,0.6,2.7,5.8,15.0
Corey Gaines,SG,24,PHI,9,0,81,1.8,5.3,0.33299999999999996,0.4,0.9,0.5,1.3,4.4,0.3,0.4,1.8,0.25,0.4,1.8,2.2,11.6,1.8,0.0,4.4,4.9,4.4
Kevin Gamble,SF,24,BOS,71,10,990,5.0,10.9,0.455,0.1,0.7,0.16699999999999998,4.9,10.3,0.473,3.1,3.9,0.794,1.5,2.5,4.1,4.3,1.0,0.3,1.6,2.8,13.2
Winston Garland,PG,25,TOT,79,19,1762,4.7,11.7,0.401,0.2,0.7,0.33299999999999996,4.5,11.0,0.406,2.1,2.5,0.836,1.0,3.3,4.4,6.2,1.6,0.2,3.2,3.1,11.7
Tom Garrick,SG,23,LAC,73,22,1721,4.4,8.8,0.494,0.1,0.4,0.19,4.3,8.4,0.51,1.8,2.4,0.772,0.7,2.7,3.4,6.0,1.9,0.1,2.4,3.2,10.6
Kenny Gattison,PF,25,CHH,63,2,941,5.7,10.3,0.55,0.0,0.0,1.0,5.6,10.3,0.5489999999999999,2.9,4.2,0.682,2.9,4.7,7.5,1.5,1.3,1.2,2.6,5.7,14.2
Derrick Gervin,PF,26,NJN,21,0,339,9.9,20.9,0.47200000000000003,0.0,0.3,0.0,9.9,20.6,0.479,6.9,9.5,0.73,3.1,3.8,6.9,0.8,2.1,0.7,1.3,5.0,26.7
Armen Gilliam,PF,25,TOT,76,66,2426,7.2,13.9,0.515,0.0,0.0,0.0,7.2,13.9,0.516,4.5,6.2,0.723,3.1,5.8,8.9,1.5,1.0,0.8,2.7,3.1,18.9
Mike Gminski,C,30,PHI,81,81,2659,6.2,13.6,0.457,0.0,0.2,0.17600000000000002,6.2,13.3,0.462,2.6,3.2,0.821,2.7,6.6,9.3,1.7,0.6,1.4,1.3,1.8,15.1
Gary Grant,PG,24,LAC,44,44,1529,5.7,12.2,0.466,0.1,0.5,0.23800000000000002,5.6,11.7,0.47600000000000003,2.1,2.7,0.779,1.4,3.2,4.6,10.4,2.5,0.1,4.9,2.8,13.5
Greg Grant,PG,23,PHO,67,3,678,4.4,11.5,0.384,0.2,0.8,0.188,4.2,10.6,0.4,2.1,3.1,0.6609999999999999,0.8,2.3,3.1,8.9,1.9,0.1,4.1,3.1,11.0
Harvey Grant,PF,24,WSB,81,25,1846,5.5,11.7,0.473,0.0,0.2,0.0,5.5,11.6,0.479,1.9,2.7,0.701,2.7,4.0,6.7,2.6,1.0,0.8,1.7,3.8,12.9
Horace Grant,PF,24,CHI,80,80,2753,5.8,11.2,0.523,0.0,0.0,0.0,5.8,11.2,0.523,2.3,3.3,0.6990000000000001,3.1,5.1,8.2,3.0,1.2,1.1,1.4,3.0,14.0
Stuart Gray,C,26,TOT,58,1,560,2.7,6.4,0.424,0.0,0.3,0.0,2.7,6.0,0.447,2.1,3.0,0.6809999999999999,2.6,6.8,9.3,1.2,1.0,1.7,1.5,5.8,7.5
Jeff Grayer,SF,24,MIL,71,40,1427,5.7,12.3,0.46,0.0,0.2,0.125,5.6,12.1,0.466,2.5,3.8,0.6509999999999999,2.4,3.1,5.5,2.7,1.2,0.3,2.1,3.2,13.8
A.C. Green,PF,26,LAL,82,82,2709,5.1,10.7,0.478,0.2,0.6,0.28300000000000003,4.9,10.1,0.489,3.7,4.9,0.7509999999999999,3.5,6.0,9.5,1.2,0.9,0.7,1.5,2.8,14.1
