Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kareem Abdul-Jabbar*,C,32,LAL,82,0,3143,9.6,15.8,0.604,0.0,0.0,0.0,9.6,15.8,0.604,4.2,5.5,0.765,2.2,8.0,10.1,4.2,0.9,3.2,3.4,2.5,23.3
Tom Abernethy,PF,25,GSW,67,0,1222,4.5,9.4,0.48100000000000004,0.0,0.0,0.0,4.5,9.3,0.483,1.6,2.4,0.6829999999999999,1.8,3.8,5.6,2.6,1.0,0.4,1.1,3.5,10.7
Alvan Adams,C,25,PHO,75,0,2168,7.7,14.5,0.531,0.0,0.0,0.0,7.7,14.5,0.5329999999999999,3.1,3.9,0.797,2.6,7.5,10.1,5.3,1.8,0.9,3.6,3.9,18.6
Tiny Archibald*,PG,31,BOS,80,80,2864,4.8,10.0,0.48200000000000004,0.1,0.2,0.222,4.8,9.8,0.488,4.5,5.5,0.83,0.7,1.7,2.5,8.4,1.3,0.1,3.0,2.7,14.2
Dennis Awtrey,C,31,CHI,26,0,560,1.7,3.9,0.45,0.0,0.0,0.0,1.7,3.9,0.45,2.1,3.2,0.64,1.9,5.5,7.4,2.6,0.8,1.0,1.7,4.2,5.5
Gus Bailey,SG,28,WSB,20,0,180,3.2,7.0,0.457,0.2,0.2,1.0,3.0,6.8,0.441,1.0,2.6,0.385,1.2,4.4,5.6,5.2,1.4,0.8,2.2,3.6,7.6
James Bailey,PF,22,SEA,67,0,726,6.0,13.4,0.45,0.0,0.0,0.0,6.0,13.4,0.45,3.4,5.0,0.6729999999999999,3.5,6.2,9.8,1.4,1.0,2.7,3.9,5.8,15.5
Greg Ballard,SF,25,WSB,82,0,2438,8.0,16.3,0.495,0.2,0.7,0.34,7.8,15.6,0.502,2.5,3.4,0.753,3.5,5.9,9.4,2.3,1.3,0.5,2.0,2.9,18.9
Mike Bantom,SF,28,IND,77,0,2330,5.9,11.7,0.505,0.0,0.0,0.33299999999999996,5.9,11.7,0.506,2.1,3.2,0.665,3.0,4.1,7.0,4.3,1.3,0.8,2.9,4.1,14.0
Marvin Barnes,PF,27,SDC,20,0,287,3.0,7.5,0.4,0.0,0.0,0.0,3.0,7.5,0.4,2.0,4.0,0.5,4.3,5.4,9.7,2.3,0.6,1.5,2.3,6.5,8.0
Rick Barry*,SF,35,HOU,72,0,1816,6.4,15.3,0.42200000000000004,1.4,4.4,0.33,5.0,10.9,0.45799999999999996,2.8,3.0,0.935,1.1,3.6,4.7,5.3,1.6,0.6,3.0,3.6,17.2
Tim Bassett,PF,28,TOT,12,0,164,2.6,7.5,0.353,0.0,0.0,0.0,2.6,7.5,0.353,2.2,3.3,0.667,2.4,4.8,7.2,3.1,1.8,0.0,2.0,5.9,7.5
Billy Ray Bates,SG,23,POR,16,0,235,11.0,22.4,0.493,1.2,2.9,0.42100000000000004,9.8,19.5,0.504,4.3,6.0,0.718,2.0,2.5,4.4,4.7,2.1,0.3,3.1,4.0,27.6
Ron Behagen,PF,29,WSB,6,0,64,5.1,12.9,0.391,0.0,0.0,0.0,5.1,12.9,0.391,2.8,3.4,0.833,3.4,4.5,7.9,3.9,0.0,2.3,2.3,7.9,12.9
Kent Benson,C,25,TOT,73,0,1891,5.7,11.8,0.484,0.0,0.1,0.2,5.7,11.7,0.486,1.9,2.7,0.7020000000000001,2.4,6.2,8.6,3.4,1.4,1.8,3.0,4.7,13.3
Del Beshore,PG,23,CHI,68,0,869,3.6,10.4,0.35200000000000004,0.4,1.1,0.385,3.2,9.3,0.348,2.4,3.6,0.667,0.7,1.9,2.6,5.8,2.4,0.2,4.3,4.3,10.1
Henry Bibby,PG,30,PHI,82,0,2035,4.4,11.1,0.401,0.2,0.9,0.212,4.2,10.2,0.418,4.0,5.1,0.79,1.1,2.5,3.7,5.4,1.1,0.1,2.6,2.8,13.1
Larry Bird*,PF,23,BOS,82,82,2955,8.4,17.8,0.474,0.7,1.7,0.406,7.7,16.1,0.48100000000000004,3.7,4.4,0.836,2.6,7.7,10.4,4.5,1.7,0.6,3.2,3.4,21.3
Otis Birdsong,SG,24,KCK,82,0,2885,9.7,19.3,0.505,0.1,0.4,0.278,9.6,18.8,0.511,3.6,5.1,0.6940000000000001,2.1,2.0,4.1,2.5,1.7,0.3,2.2,2.8,23.2
