Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tariq Abdul-Wahad,SG,25,TOT,61,56,1578,6.3,14.7,0.424,0.1,0.5,0.13,6.2,14.2,0.435,3.3,4.4,0.7559999999999999,2.3,4.3,6.6,2.2,1.3,0.6,2.4,3.4,15.9
Shareef Abdur-Rahim,SF,23,VAN,82,82,3223,6.6,14.3,0.465,0.3,1.1,0.302,6.3,13.2,0.478,5.0,6.2,0.809,2.4,6.8,9.2,3.0,1.0,1.0,2.8,2.7,18.6
Cory Alexander,PG,26,DEN,29,2,329,3.1,10.7,0.28600000000000003,1.0,3.8,0.257,2.1,6.9,0.302,1.9,2.4,0.773,0.9,3.7,4.6,6.3,2.6,0.2,3.1,4.3,9.0
Ray Allen*,SG,24,MIL,82,82,3070,7.5,16.5,0.455,2.0,4.8,0.423,5.5,11.8,0.46799999999999997,4.1,4.7,0.887,1.0,3.2,4.2,3.6,1.3,0.2,2.1,2.2,21.2
Rafer Alston,PG,23,MIL,27,0,361,2.7,9.5,0.284,0.3,1.4,0.214,2.4,8.1,0.29600000000000004,0.3,0.4,0.75,0.5,1.8,2.3,7.0,1.2,0.0,2.9,2.9,6.0
John Amaechi,C,29,ORL,80,53,1684,6.5,15.0,0.43700000000000006,0.0,0.1,0.16699999999999998,6.5,14.8,0.439,4.8,6.2,0.7659999999999999,1.3,4.4,5.7,2.0,0.7,0.8,3.0,3.4,17.9
Derek Anderson,SG,25,LAC,64,58,2201,6.2,14.1,0.43799999999999994,0.9,2.9,0.309,5.3,11.2,0.47200000000000003,4.4,5.1,0.877,1.3,2.9,4.2,3.6,1.5,0.2,2.7,2.4,17.7
Kenny Anderson,PG,29,BOS,82,82,2593,6.0,13.7,0.44,1.2,3.1,0.386,4.8,10.6,0.456,2.7,3.5,0.775,0.8,2.4,3.1,5.8,1.9,0.1,1.8,3.2,16.0
Nick Anderson,SG,32,SAC,72,72,2094,5.3,13.4,0.391,2.3,6.8,0.332,3.0,6.6,0.452,0.6,1.3,0.48700000000000004,1.4,4.4,5.8,2.1,1.6,0.3,1.6,2.0,13.4
Shandon Anderson,SF,26,HOU,82,82,2700,4.9,10.4,0.473,1.1,3.0,0.35100000000000003,3.9,7.4,0.523,2.6,3.4,0.767,1.2,3.9,5.1,3.2,1.3,0.4,2.6,2.4,13.5
