Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Zaid Abdul-Aziz,C,28,HOU,65,0,1450,5.8,13.4,0.43700000000000006,0,0,0,5.8,13.4,0.43700000000000006,3.9,5.0,0.7829999999999999,3.8,8.3,12.1,2.1,0.9,1.8,0,3.2,15.6
Kareem Abdul-Jabbar*,C,27,MIL,65,0,2747,10.6,20.8,0.513,0,0,0,10.6,20.8,0.513,4.3,5.6,0.763,2.5,9.4,12.0,3.5,0.9,2.8,0,2.7,25.5
Don Adams,SF,27,DET,51,0,1376,3.3,8.2,0.40299999999999997,0,0,0,3.3,8.2,0.40299999999999997,1.2,2.0,0.5770000000000001,1.6,4.7,6.4,2.0,1.8,0.5,0,4.7,7.8
Rick Adelman,PG,28,TOT,58,0,1074,4.1,9.8,0.423,0,0,0,4.1,9.8,0.423,2.4,3.5,0.7090000000000001,0.8,2.3,3.2,3.8,2.3,0.3,0,3.4,10.7
Lucius Allen,PG,27,TOT,66,0,2353,7.8,17.9,0.43700000000000006,0,0,0,7.8,17.9,0.43700000000000006,3.6,4.7,0.778,1.4,2.9,4.3,5.7,2.1,0.4,0,3.3,19.3
Dan Anderson,SG,24,POR,43,0,453,3.7,8.3,0.44799999999999995,0,0,0,3.7,8.3,0.44799999999999995,2.1,2.4,0.867,0.6,1.7,2.3,6.4,1.3,0.1,0,3.5,9.5
Tiny Archibald*,PG,26,KCO,82,0,3244,8.4,18.5,0.456,0,0,0,8.4,18.5,0.456,7.2,8.3,0.872,0.5,1.9,2.5,6.2,1.3,0.1,0,2.1,24.1
Jim Ard,C,26,BOS,59,0,719,4.5,13.3,0.335,0,0,0,4.5,13.3,0.335,2.4,3.3,0.738,3.0,7.0,10.0,2.0,0.7,1.6,0,4.8,11.3
Dennis Awtrey,C,26,PHO,82,0,2837,4.3,9.2,0.47,0,0,0,4.3,9.2,0.47,1.7,2.5,0.677,3.1,5.9,8.9,4.3,0.8,0.7,0,2.9,10.3
Gus Bailey,SG,23,HOU,47,0,446,4.1,10.2,0.405,0,0,0,4.1,10.2,0.405,1.6,3.3,0.488,1.9,4.8,6.6,4.8,1.4,1.3,0,4.2,9.8
Mike Bantom,SF,23,PHO,82,0,2239,6.7,14.6,0.461,0,0,0,6.7,14.6,0.461,3.0,4.2,0.7140000000000001,3.4,5.5,8.9,2.6,1.0,0.8,0,4.4,16.4
Jim Barnett,SG,30,TOT,73,0,1776,5.8,13.2,0.43700000000000006,0,0,0,5.8,13.2,0.43700000000000006,4.0,4.8,0.836,1.2,2.4,3.6,3.6,1.0,0.3,0,3.2,15.6
Rick Barry*,SF,30,GSW,80,0,3235,11.4,24.7,0.46399999999999997,0,0,0,11.4,24.7,0.46399999999999997,4.4,4.9,0.904,1.0,4.1,5.1,5.5,2.5,0.4,0,2.5,27.3
Butch Beard,PG,27,GSW,82,0,2521,5.8,11.0,0.528,0,0,0,5.8,11.0,0.528,3.3,4.0,0.8320000000000001,1.7,2.9,4.5,4.9,1.9,0.2,0,4.2,15.0
Zelmo Beaty*,C,35,LAL,69,0,1213,4.0,9.2,0.439,0,0,0,4.0,9.2,0.439,3.2,4.0,0.8,2.8,6.9,9.7,2.2,1.3,0.9,0,3.9,11.3
Ron Behagen,PF,24,KCO,81,0,2205,5.4,13.6,0.39899999999999997,0,0,0,5.4,13.6,0.39899999999999997,3.2,4.3,0.754,2.4,7.3,9.7,2.5,1.0,0.7,0,4.9,14.1
Dennis Bell,SF,23,NYK,52,0,465,5.3,14.0,0.376,0,0,0,5.3,14.0,0.376,1.5,2.8,0.556,3.7,4.4,8.1,1.9,1.7,0.7,0,4.2,12.1
Walt Bellamy*,C,35,NOJ,1,0,14,5.1,5.1,1.0,0,0,0,5.1,5.1,1.0,5.1,5.1,1.0,0.0,12.9,12.9,0.0,0.0,0.0,0,5.1,15.4
Leon Benbow,SG,24,CHI,39,0,252,5.0,13.4,0.37200000000000005,0,0,0,5.0,13.4,0.37200000000000005,2.1,2.6,0.833,2.0,3.4,5.4,3.6,1.6,0.9,0,5.9,12.1
Henry Bibby,PG,25,TOT,75,0,1400,6.9,15.9,0.436,0,0,0,6.9,15.9,0.436,3.5,4.9,0.725,1.2,2.3,3.5,4.7,1.4,0.1,0,4.0,17.4
Dave Bing*,PG,31,DET,79,0,3222,6.5,14.9,0.434,0,0,0,6.5,14.9,0.434,3.8,4.7,0.809,1.0,2.2,3.2,6.8,1.3,0.3,0,2.5,16.7
John Block,PF,30,TOT,54,0,939,6.1,13.3,0.46,0,0,0,6.1,13.3,0.46,4.4,5.5,0.792,2.6,6.2,8.9,2.0,1.6,1.2,0,4.6,16.6
Tom Boerwinkle,C,29,CHI,80,0,1175,4.0,8.3,0.48700000000000004,0,0,0,4.0,8.3,0.48700000000000004,2.2,2.9,0.768,3.2,8.4,11.6,8.3,0.8,1.4,0,5.0,10.3
