Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Quincy Acy,SF,23,TOT,63,0,847,2.8,6.0,0.46799999999999997,0.2,0.6,0.267,2.6,5.4,0.49200000000000005,1.5,2.3,0.66,3.1,6.1,9.2,1.2,1.0,1.1,1.3,5.2,7.3
Steven Adams,C,20,OKC,81,20,1197,2.8,5.6,0.503,0.0,0.0,0.0,2.8,5.6,0.503,2.4,4.1,0.581,4.3,5.7,10.0,1.3,1.2,1.7,2.1,6.1,8.0
Jeff Adrien,PF,27,TOT,53,12,961,5.4,10.3,0.52,0.0,0.0,0.0,5.4,10.3,0.52,2.8,4.5,0.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4.0,13.6
Arron Afflalo,SG,28,ORL,73,73,2552,6.5,14.3,0.45899999999999996,1.8,4.2,0.42700000000000005,4.7,10.0,0.473,3.9,4.7,0.815,0.5,3.2,3.7,3.5,0.5,0.0,2.1,1.9,18.8
Alexis Ajinça,C,25,NOP,56,30,951,5.1,9.4,0.546,0.0,0.0,0.0,5.1,9.4,0.5479999999999999,2.1,2.5,0.836,3.6,6.9,10.5,1.5,0.9,1.7,2.4,7.1,12.4
Cole Aldrich,C,25,NYK,46,2,330,3.6,6.7,0.541,0.0,0.0,0.0,3.6,6.7,0.541,2.8,3.3,0.867,4.0,10.0,14.1,1.5,0.9,3.3,2.0,4.4,10.0
LaMarcus Aldridge,PF,28,POR,69,69,2498,9.4,20.5,0.45799999999999996,0.0,0.2,0.2,9.4,20.3,0.461,4.3,5.2,0.8220000000000001,2.4,8.6,11.0,2.6,0.9,1.0,1.8,2.1,23.1
Lavoy Allen,PF,24,TOT,65,2,1072,4.5,10.1,0.447,0.1,0.4,0.154,4.4,9.6,0.46,1.1,1.7,0.66,4.0,6.4,10.4,2.4,0.8,1.1,1.5,4.2,10.2
Ray Allen*,SG,38,MIA,73,9,1936,4.5,10.1,0.442,2.2,5.7,0.375,2.3,4.4,0.53,2.0,2.2,0.905,0.4,3.4,3.8,2.7,1.0,0.1,1.6,2.1,13.0
Tony Allen,SG,32,MEM,55,28,1278,5.7,11.6,0.494,0.3,1.3,0.23399999999999999,5.4,10.3,0.527,2.1,3.4,0.628,2.2,3.6,5.9,2.6,2.5,0.5,2.5,3.4,13.9
Al-Farouq Aminu,SF,23,NOP,80,65,2045,4.1,8.7,0.474,0.2,0.8,0.271,3.9,7.9,0.496,1.6,2.4,0.664,2.3,6.5,8.7,2.0,1.4,0.7,1.5,2.6,10.1
Lou Amundson,PF,31,TOT,19,0,185,3.1,6.2,0.5,0.0,0.0,0.0,3.1,6.2,0.5,1.2,4.7,0.25,5.4,5.3,10.7,1.2,1.8,2.1,2.7,9.5,7.4
Chris Andersen,C,35,MIA,72,0,1396,4.6,7.1,0.644,0.1,0.3,0.25,4.5,6.8,0.662,3.1,4.4,0.71,3.3,6.4,9.8,0.5,0.8,2.5,1.4,4.2,12.3
Alan Anderson,SF,31,BRK,78,26,1773,3.9,9.8,0.4,1.7,5.0,0.33899999999999997,2.2,4.8,0.46399999999999997,1.9,2.4,0.78,0.8,2.7,3.6,1.6,1.0,0.2,1.3,3.0,11.5
James Anderson,SG,24,PHI,80,62,2309,4.8,11.2,0.431,1.8,5.5,0.32799999999999996,3.0,5.7,0.53,1.2,1.7,0.726,0.9,3.8,4.7,2.3,1.2,0.4,1.7,2.4,12.6
Ryan Anderson,PF,25,NOP,22,14,795,7.0,16.0,0.43799999999999994,3.0,7.4,0.409,4.0,8.6,0.46299999999999997,2.7,2.8,0.9520000000000001,3.0,3.4,6.4,0.8,0.5,0.3,0.9,2.1,19.7
Giannis Antetokounmpo,SF,19,MIL,77,23,1897,3.3,7.9,0.414,0.8,2.2,0.34700000000000003,2.5,5.7,0.44,2.6,3.8,0.6829999999999999,1.5,5.0,6.4,2.8,1.1,1.2,2.3,3.3,10.0
Carmelo Anthony,PF,29,NYK,77,77,2982,9.0,19.8,0.452,2.0,5.0,0.402,7.0,14.8,0.469,5.5,6.5,0.848,1.8,5.8,7.5,2.9,1.1,0.6,2.4,2.7,25.5
Joel Anthony,C,31,TOT,33,0,186,2.3,6.2,0.375,0.0,0.0,0.0,2.3,6.2,0.375,0.8,1.5,0.5,2.9,4.5,7.4,0.4,0.6,2.3,0.6,3.3,5.4
Pero Antić,C,31,ATL,50,26,925,4.8,11.4,0.418,2.2,6.7,0.327,2.6,4.8,0.545,1.9,2.6,0.758,2.2,5.9,8.1,2.3,0.7,0.5,2.1,4.9,13.7
Trevor Ariza,SF,28,WAS,77,77,2723,5.1,11.3,0.456,2.4,5.8,0.40700000000000003,2.8,5.4,0.509,2.0,2.6,0.772,1.3,5.0,6.3,2.5,1.7,0.3,1.7,2.4,14.6
Hilton Armstrong,C,29,GSW,15,1,97,3.3,7.1,0.474,0.0,0.0,0.0,3.3,7.1,0.474,2.6,5.9,0.43799999999999994,7.1,10.4,17.4,1.9,1.5,1.5,2.2,4.1,9.3
Darrell Arthur,SF,25,DEN,68,1,1161,5.0,12.7,0.395,0.7,2.0,0.375,4.3,10.7,0.39899999999999997,1.6,1.9,0.855,1.6,4.9,6.5,1.9,1.2,1.5,1.8,5.7,12.4
Ömer Aşık,C,27,HOU,48,19,968,3.8,7.1,0.532,0.0,0.0,0.0,3.8,7.1,0.532,2.9,4.7,0.619,3.8,10.3,14.1,0.9,0.5,1.4,2.2,3.4,10.4
D.J. Augustin,PG,26,TOT,71,9,1939,5.5,13.3,0.415,2.5,6.2,0.401,3.1,7.2,0.42700000000000005,3.7,4.2,0.885,0.3,2.1,2.4,5.8,1.0,0.1,2.3,2.7,17.3
Gustavo Ayón,C,28,ATL,26,14,429,4.4,8.6,0.51,0.0,0.0,0.0,4.4,8.6,0.51,0.7,1.7,0.4,3.5,7.0,10.5,2.3,2.1,0.8,2.4,3.9,9.4
Jeff Ayres,PF,26,SAS,73,10,952,3.8,6.6,0.58,0.0,0.0,0.0,3.8,6.6,0.58,1.4,2.1,0.691,3.4,6.4,9.8,2.3,0.5,0.9,2.4,5.5,9.1
Chris Babb,SG,23,BOS,14,0,132,2.2,8.2,0.267,1.6,7.4,0.222,0.5,0.8,0.667,0.0,0.0,0.0,1.1,3.5,4.6,0.8,1.6,0.0,0.8,3.5,6.0
Luke Babbitt,PF,24,NOP,27,2,473,4.6,11.7,0.39,2.7,7.2,0.379,1.8,4.5,0.40700000000000003,1.1,1.4,0.778,1.4,5.3,6.7,2.2,0.5,0.8,1.1,4.0,12.9
Leandro Barbosa,PG,31,PHO,20,0,368,5.5,12.8,0.42700000000000005,0.7,2.4,0.28,4.8,10.4,0.462,3.0,3.8,0.795,0.5,3.1,3.6,3.1,0.7,0.4,1.9,2.9,14.7
J.J. Barea,PG,29,MIN,79,1,1471,6.2,16.1,0.387,1.8,5.7,0.316,4.4,10.4,0.426,1.9,2.4,0.79,0.4,3.4,3.8,7.4,0.6,0.0,3.1,3.2,16.2
