Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Zaid Abdul-Aziz,PF-C,31,TOT,16,0,158,5.2,13.7,0.38299999999999995,0,0,0,5.2,13.7,0.38299999999999995,3.9,5.2,0.7390000000000001,4.3,7.1,11.4,2.3,0.7,0.7,3.2,6.6,14.4
Kareem Abdul-Jabbar*,C,30,LAL,62,0,2265,10.5,19.2,0.55,0,0,0,10.5,19.2,0.55,4.4,5.6,0.7829999999999999,3.0,9.8,12.7,4.3,1.6,2.9,3.3,2.9,25.4
Tom Abernethy,SF,23,LAL,73,0,1317,5.5,11.0,0.498,0,0,0,5.5,11.0,0.498,2.5,3.0,0.82,2.9,4.4,7.2,2.8,1.5,0.6,1.4,3.3,13.5
Alvan Adams,C,23,PHO,70,0,1914,8.2,16.8,0.485,0,0,0,8.2,16.8,0.485,4.0,5.5,0.73,3.0,7.7,10.6,4.2,1.6,1.2,4.4,4.6,20.4
Lucius Allen,PG,30,KCK,77,0,2147,6.3,14.2,0.441,0,0,0,6.3,14.2,0.441,2.9,3.7,0.7909999999999999,1.1,2.7,3.8,6.0,1.6,0.5,3.6,3.0,15.4
Jim Ard,C,29,TOT,15,0,125,2.3,4.9,0.47100000000000003,0,0,0,2.3,4.9,0.47100000000000003,0.9,1.4,0.6,2.6,7.8,10.4,2.3,0.0,0.0,4.0,5.5,5.5
Tate Armstrong,SG,22,CHI,66,0,716,6.6,14.1,0.46799999999999997,0,0,0,6.6,14.1,0.46799999999999997,1.1,1.4,0.815,1.2,2.2,3.4,3.7,1.2,0.0,2.9,2.1,14.3
Bird Averitt,SG,25,TOT,55,0,1085,6.6,16.1,0.409,0,0,0,6.6,16.1,0.409,3.3,4.7,0.7090000000000001,0.6,2.2,2.8,6.5,1.3,0.3,4.7,4.1,16.5
Dennis Awtrey,C,29,PHO,81,0,1623,2.5,5.9,0.424,0,0,0,2.5,5.9,0.424,1.5,2.4,0.633,2.2,4.5,6.7,3.6,0.4,0.6,2.8,3.4,6.5
Gus Bailey,SG,26,NOJ,48,0,449,4.7,11.1,0.424,0,0,0,4.7,11.1,0.424,3.0,5.4,0.552,3.5,3.0,6.6,3.2,1.4,1.2,2.6,3.7,12.4
Greg Ballard,SF,23,WSB,76,0,936,5.5,12.8,0.425,0,0,0,5.5,12.8,0.425,3.4,4.4,0.772,3.9,6.3,10.2,2.4,1.2,0.5,2.5,3.5,14.3
Mike Bantom,SF,26,IND,82,0,2775,6.5,13.6,0.479,0,0,0,6.5,13.6,0.479,3.3,4.4,0.743,2.4,5.5,7.9,3.1,1.3,0.6,2.8,4.3,16.3
Marvin Barnes,PF,25,TOT,60,0,1646,6.1,14.5,0.42200000000000004,0,0,0,6.1,14.5,0.42200000000000004,2.8,4.0,0.703,3.0,6.6,9.6,3.0,1.4,1.8,3.0,5.3,15.0
Rick Barry*,SF,33,GSW,82,0,3024,9.0,20.1,0.451,0,0,0,9.0,20.1,0.451,4.5,4.9,0.924,0.9,4.5,5.3,5.3,1.9,0.5,2.7,2.2,22.6
Tim Bassett,PF,26,NJN,65,0,1474,3.6,9.4,0.38799999999999996,0,0,0,3.6,9.4,0.38799999999999996,1.2,2.4,0.515,3.5,6.4,9.9,1.5,1.5,0.8,2.0,4.4,8.5
Butch Beard,PG,30,NYK,79,0,1979,5.6,11.2,0.502,0,0,0,5.6,11.2,0.502,2.3,2.9,0.8059999999999999,1.4,3.4,4.8,6.2,2.1,0.1,2.8,3.7,13.6
Ron Behagen,PF,27,TOT,80,0,1735,7.2,16.7,0.43,0,0,0,7.2,16.7,0.43,3.7,5.1,0.725,4.2,6.5,10.6,2.1,1.3,0.6,3.6,5.5,18.1
Mel Bennett,PF,23,IND,31,0,285,2.9,10.2,0.284,0,0,0,2.9,10.2,0.284,3.5,5.7,0.622,6.2,5.6,11.7,2.8,1.4,0.9,3.8,6.8,9.3
Kent Benson,C,23,MIL,69,0,1288,6.1,13.2,0.465,0,0,0,6.1,13.2,0.465,2.6,3.9,0.652,2.5,5.8,8.2,2.8,1.9,1.5,3.3,4.9,14.9
Henry Bibby,PG,28,PHI,82,0,2518,4.1,9.4,0.434,0,0,0,4.1,9.4,0.434,2.4,3.1,0.7809999999999999,0.9,2.7,3.6,6.6,1.3,0.1,2.2,3.0,10.6
Bob Bigelow,SF,24,TOT,5,0,24,6.0,19.5,0.308,0,0,0,6.0,19.5,0.308,0.0,0.0,0.0,4.5,9.0,13.5,0.0,0.0,0.0,0.0,4.5,12.0
Dave Bing*,PG,34,BOS,80,0,2256,6.7,15.0,0.449,0,0,0,6.7,15.0,0.449,3.9,4.7,0.8240000000000001,1.2,2.2,3.4,4.8,1.3,0.3,3.4,3.9,17.4
Otis Birdsong,SG,22,KCK,73,0,1878,9.0,18.3,0.49200000000000005,0,0,0,9.0,18.3,0.49200000000000005,4.1,5.9,0.6970000000000001,1.3,2.0,3.4,3.3,1.4,0.2,2.8,3.4,22.2
Tom Boerwinkle,C,32,CHI,22,0,227,3.6,7.9,0.46,0,0,0,3.6,7.9,0.46,1.6,2.1,0.769,2.2,7.1,9.4,7.0,0.5,0.6,4.1,5.7,8.9
Phil Bond,SG,23,HOU,7,0,21,3.4,10.3,0.33299999999999996,0,0,0,3.4,10.3,0.33299999999999996,0.0,0.0,0.0,1.7,5.1,6.9,3.4,1.7,0.0,3.4,1.7,6.9
Ron Boone,SG,31,KCK,82,0,2653,7.6,17.2,0.44299999999999995,0,0,0,7.6,17.2,0.44299999999999995,4.4,5.1,0.8540000000000001,1.5,2.1,3.7,4.2,1.4,0.1,4.1,3.2,19.6
Jim Bostic,PF,25,DET,4,0,48,9.0,16.5,0.545,0,0,0,9.0,16.5,0.545,1.5,3.7,0.4,6.0,6.0,12.0,2.3,0.0,0.0,2.3,3.7,19.5
Tom Boswell,PF,24,BOS,65,0,1149,5.8,11.2,0.518,0,0,0,5.8,11.2,0.518,2.9,3.9,0.7559999999999999,3.7,5.4,9.0,2.2,0.8,0.4,3.0,6.4,14.5
Freddie Boyd,SG,27,NOJ,21,0,363,4.4,10.9,0.4,0,0,0,4.4,10.9,0.4,1.4,2.2,0.636,0.2,1.7,1.9,4.8,0.9,0.3,2.0,2.3,10.1
Alonzo Bradley,SF,24,HOU,43,0,798,5.9,13.7,0.428,0,0,0,5.9,13.7,0.428,1.9,2.7,0.7290000000000001,1.1,3.4,4.5,2.4,0.7,0.3,2.5,3.7,13.7
Mike Bratz,PG,22,PHO,80,0,933,6.1,15.2,0.40299999999999997,0,0,0,6.1,15.2,0.40299999999999997,2.2,2.6,0.8240000000000001,1.6,2.8,4.4,4.7,1.5,0.2,3.4,4.0,14.4
Jim Brewer,PF,26,CLE,80,0,1798,3.5,7.8,0.449,0,0,0,3.5,7.8,0.449,0.9,2.0,0.46,3.6,6.3,9.9,2.0,1.2,1.0,2.1,3.6,7.9
Junior Bridgeman,SF,24,MIL,82,0,1876,9.1,18.2,0.503,0,0,0,9.1,18.2,0.503,3.2,3.9,0.81,2.2,3.4,5.6,3.4,1.4,0.6,3.4,3.9,21.5
