Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kareem Abdul-Jabbar*,C,34,LAL,76,76,2677,10.1,17.5,0.579,0.0,0.0,0.0,10.1,17.5,0.58,4.2,5.9,0.706,2.3,6.5,8.9,3.0,0.8,2.8,3.1,3.0,24.4
Alvan Adams,C,27,PHO,79,75,2393,7.6,15.5,0.494,0.0,0.0,0.0,7.6,15.4,0.494,2.7,3.5,0.7809999999999999,2.1,6.7,8.8,5.4,1.7,1.2,2.9,4.0,18.0
Mark Aguirre,SF,22,DAL,51,20,1468,9.3,20.1,0.465,0.6,1.7,0.35200000000000004,8.7,18.4,0.475,4.1,6.1,0.68,2.2,3.9,6.1,4.0,0.9,0.5,3.3,3.7,23.4
Danny Ainge,SG,22,BOS,53,1,564,5.0,14.1,0.35700000000000004,0.3,1.1,0.294,4.7,13.0,0.363,3.6,4.1,0.862,1.6,2.0,3.6,5.6,2.4,0.2,3.4,5.5,14.0
Tiny Archibald*,PG,33,BOS,68,51,2167,5.1,10.8,0.47200000000000003,0.1,0.3,0.375,5.0,10.6,0.475,3.9,5.2,0.747,0.4,1.5,1.9,9.0,0.9,0.0,3.0,2.2,14.3
Dennis Awtrey,C,33,POR,10,3,121,1.5,4.5,0.33299999999999996,0.0,0.0,0.0,1.5,4.5,0.33299999999999996,1.5,2.7,0.556,2.1,2.1,4.2,2.4,0.3,0.6,1.8,8.3,4.5
Carl Bailey,C,23,POR,1,0,7,5.1,5.1,1.0,0.0,0.0,0.0,5.1,5.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,10.3,10.3
James Bailey,PF,24,TOT,77,0,1468,6.4,12.4,0.517,0.0,0.0,0.0,6.4,12.4,0.517,3.4,5.5,0.612,3.1,6.5,9.6,1.6,1.0,2.0,3.4,6.6,16.2
Greg Ballard,SF,27,WSB,79,79,2946,7.6,16.0,0.475,0.1,0.3,0.409,7.5,15.7,0.47600000000000003,2.9,3.5,0.83,1.7,6.1,7.7,3.1,1.7,0.3,1.5,2.5,18.2
Gene Banks,SF,22,SAS,80,4,1700,6.6,13.8,0.47700000000000004,0.0,0.2,0.0,6.6,13.6,0.483,3.1,4.5,0.684,3.3,5.4,8.7,3.1,1.2,0.4,2.2,4.2,16.2
Mike Bantom,SF,30,TOT,82,38,2016,6.0,12.7,0.469,0.0,0.1,0.33299999999999996,5.9,12.6,0.47,3.0,4.8,0.629,3.1,4.7,7.9,2.0,1.1,1.1,2.7,4.9,15.0
Billy Ray Bates,SG,25,POR,75,0,1229,9.6,20.3,0.473,0.4,1.2,0.293,9.2,19.1,0.484,4.9,6.2,0.787,1.6,1.6,3.2,3.3,1.2,0.1,2.7,2.9,24.4
Mel Bennett,PF,27,CLE,3,0,23,3.1,6.3,0.5,0.0,0.0,0.0,3.1,6.3,0.5,1.6,9.4,0.16699999999999998,1.6,3.1,4.7,0.0,1.6,0.0,6.3,3.1,7.8
Kent Benson,C,27,DET,75,72,2467,5.9,11.7,0.505,0.0,0.2,0.273,5.9,11.5,0.508,1.9,2.3,0.804,3.2,6.3,9.5,2.3,1.0,1.4,2.3,3.1,13.7
Larry Bird*,PF,25,BOS,77,58,2923,8.8,17.4,0.503,0.1,0.6,0.212,8.6,16.8,0.514,4.0,4.7,0.863,2.5,7.8,10.3,5.5,1.8,0.8,3.1,3.0,21.7
Otis Birdsong,SG,26,NJN,37,22,1025,7.9,16.9,0.469,0.0,0.4,0.0,7.9,16.5,0.479,2.6,4.5,0.583,1.1,2.4,3.4,4.4,1.1,0.2,2.2,2.6,18.4
Rolando Blackman,SG,22,DAL,82,16,1979,8.0,15.6,0.513,0.0,0.1,0.25,8.0,15.5,0.515,3.9,5.0,0.768,1.8,2.9,4.6,1.9,0.8,0.5,2.1,2.2,19.8
Ray Blume,SG,23,CHI,49,2,546,6.7,14.6,0.45899999999999996,0.3,1.2,0.222,6.5,13.5,0.48,1.2,1.8,0.643,0.9,1.8,2.7,4.5,1.5,0.1,3.6,3.8,14.9
Alex Bradley,SF,22,NYK,39,0,331,5.9,11.2,0.524,0.0,0.1,0.0,5.9,11.1,0.529,3.2,5.2,0.604,3.4,3.7,7.1,1.2,1.3,0.5,3.0,4.0,14.9
Charles Bradley,SG,22,BOS,51,1,339,5.8,13.0,0.451,0.0,0.1,0.0,5.8,12.8,0.455,4.5,6.6,0.677,1.3,2.8,4.0,2.3,1.5,0.6,3.9,6.5,16.1
Dudley Bradley,SG,24,PHO,64,3,937,4.8,10.8,0.445,0.0,0.2,0.25,4.8,10.6,0.44799999999999995,2.8,3.8,0.74,1.2,2.2,3.3,3.1,3.0,0.4,2.7,4.4,12.5
Brad Branson,PF,23,CLE,10,3,176,4.3,10.6,0.40399999999999997,0.0,0.0,0.0,4.3,10.6,0.40399999999999997,2.3,2.5,0.917,2.9,3.9,6.8,1.2,1.0,0.8,2.7,3.5,10.8
Mike Bratz,PG,26,SAS,81,3,1616,5.1,12.6,0.40700000000000003,1.0,3.1,0.33299999999999996,4.1,9.5,0.431,2.7,3.4,0.7829999999999999,0.9,2.8,3.7,9.8,1.4,0.2,3.1,4.1,13.9
Jim Brewer,PF,30,LAL,71,9,966,3.0,6.5,0.46299999999999997,0.0,0.2,0.16699999999999998,3.0,6.3,0.473,0.3,0.7,0.368,4.0,5.9,9.8,1.6,1.5,1.7,1.4,4.7,6.3
Ron Brewer,SG,26,TOT,72,45,2319,8.8,18.5,0.47700000000000004,0.1,0.5,0.258,8.7,18.1,0.48200000000000004,3.3,4.0,0.812,0.9,1.6,2.5,2.9,1.3,0.5,1.9,2.3,21.1
Junior Bridgeman,SF,28,MIL,41,4,924,8.1,16.9,0.483,0.2,0.4,0.444,8.0,16.5,0.483,3.5,4.0,0.8640000000000001,1.4,3.4,4.9,4.2,1.1,0.1,2.5,3.5,19.9
Allan Bristow,SF,30,DAL,82,54,2035,3.9,8.8,0.43700000000000006,0.1,0.3,0.16699999999999998,3.8,8.5,0.447,2.4,2.9,0.8170000000000001,2.1,3.9,6.0,7.9,1.1,0.1,2.9,3.9,10.1
Jim Brogan,SG,23,SDC,63,19,1027,5.8,12.8,0.45299999999999996,0.3,1.1,0.281,5.5,11.6,0.47,2.1,2.9,0.726,2.1,2.1,4.2,5.5,1.7,0.5,2.9,4.3,14.0
Michael Brooks,SF,23,SDC,82,73,2750,7.0,14.0,0.504,0.0,0.1,0.0,7.0,13.9,0.507,2.6,3.5,0.757,2.7,5.5,8.2,3.1,1.5,0.5,2.6,3.7,16.7
Fred Brown,SG,33,SEA,82,2,1785,7.9,17.4,0.455,0.5,1.6,0.325,7.4,15.9,0.46799999999999997,2.2,2.6,0.86,0.8,2.0,2.8,4.8,1.4,0.1,1.9,2.2,18.6
Rickey Brown,C,23,GSW,82,11,1260,5.5,11.9,0.45899999999999996,0.0,0.0,0.0,5.5,11.9,0.45899999999999996,2.5,3.5,0.705,3.9,6.5,10.4,0.5,1.0,0.8,2.4,6.9,13.4
Joe Bryant,SF,27,SDC,75,49,1988,6.2,12.7,0.486,0.1,0.5,0.267,6.0,12.2,0.496,3.5,4.5,0.785,1.4,3.5,5.0,3.4,1.4,0.5,3.3,4.5,16.0
Quinn Buckner,PG,27,MIL,70,70,2156,6.6,13.7,0.48200000000000004,0.1,0.3,0.267,6.5,13.5,0.486,1.8,2.8,0.655,1.3,2.9,4.2,5.5,2.9,0.1,3.0,3.6,15.1
Roger Burkman,SG,23,CHI,6,0,30,0.0,4.8,0.0,0.0,1.2,0.0,0.0,3.6,0.0,6.0,7.2,0.833,2.4,4.8,7.2,6.0,7.2,2.4,3.6,7.2,6.0
David Burns,PG,23,TOT,9,1,87,2.9,6.6,0.43799999999999994,0.0,0.0,0.0,2.9,6.6,0.43799999999999994,3.7,6.2,0.6,0.4,1.7,2.1,6.2,1.2,0.0,5.4,7.0,9.5
Don Buse,PG,31,IND,82,78,2529,4.4,9.8,0.455,1.0,2.7,0.386,3.4,7.1,0.48200000000000004,1.4,1.8,0.813,0.7,2.5,3.2,5.8,2.3,0.4,1.4,2.5,11.3
Kenny Carr,PF,26,TOT,74,48,1926,6.5,12.9,0.503,0.0,0.2,0.1,6.5,12.7,0.509,3.7,5.6,0.6559999999999999,3.1,6.8,9.9,1.6,1.2,0.4,2.8,4.7,16.7
M.L. Carr,SF,31,BOS,56,27,1296,5.1,11.4,0.45,0.1,0.5,0.294,5.0,10.9,0.457,2.3,3.2,0.7070000000000001,1.6,2.6,4.2,3.6,1.9,0.6,1.7,3.8,12.6
Joe Barry Carroll,C,23,GSW,76,75,2627,7.2,13.9,0.519,0.0,0.0,0.0,7.2,13.9,0.519,3.2,4.4,0.728,2.9,5.8,8.7,0.9,0.9,1.7,2.8,3.6,17.7
Butch Carter,SG,23,IND,75,0,1035,6.5,14.0,0.46799999999999997,0.3,0.9,0.32,6.3,13.1,0.47700000000000004,2.0,2.4,0.8290000000000001,1.0,1.7,2.7,2.1,1.2,0.4,1.9,3.8,15.4
Reggie Carter,SG,24,NYK,75,1,923,4.6,10.9,0.425,0.0,0.0,0.0,4.6,10.9,0.425,2.5,3.1,0.8,1.4,2.3,3.7,5.1,1.4,0.2,3.0,4.8,11.8
Bill Cartwright,C,24,NYK,72,50,2060,6.8,12.1,0.562,0.0,0.0,0.0,6.8,12.1,0.562,4.5,5.9,0.763,2.0,5.3,7.4,1.5,0.8,1.1,2.9,3.6,18.1
Harvey Catchings,PF,30,MIL,80,9,1603,2.1,5.0,0.42,0.0,0.0,0.0,2.1,5.0,0.42,0.9,1.5,0.594,2.9,5.1,8.0,2.2,0.9,3.0,2.1,5.3,5.1
Bobby Cattage,PF,23,UTA,49,0,337,6.4,14.4,0.444,0.0,0.2,0.0,6.4,14.2,0.451,3.2,4.4,0.732,2.4,5.4,7.8,0.7,0.7,0.0,1.9,6.2,16.0
Tom Chambers,PF,22,SDC,81,58,2682,7.4,14.2,0.525,0.0,0.0,0.0,7.4,14.1,0.526,3.8,6.1,0.62,2.8,4.7,7.5,2.0,0.8,0.6,3.0,4.6,18.7
Maurice Cheeks*,PG,25,PHI,79,79,2498,5.1,9.7,0.521,0.1,0.3,0.273,5.0,9.4,0.529,2.5,3.2,0.777,0.7,2.8,3.6,9.6,3.0,0.5,2.7,3.6,12.7
Jim Chones,C,32,WSB,59,13,867,3.1,7.1,0.433,0.0,0.0,0.0,3.1,7.1,0.433,1.5,1.9,0.7829999999999999,1.6,6.1,7.7,2.7,0.6,1.3,1.7,4.7,7.6
Don Collins,SG,23,WSB,79,18,1609,7.5,14.6,0.511,0.0,0.3,0.083,7.5,14.3,0.52,2.7,3.8,0.716,2.3,2.1,4.4,3.3,2.0,0.5,3.0,4.4,17.7
Darwin Cook,PG,23,NJN,82,17,2090,6.7,13.8,0.48200000000000004,0.1,0.5,0.226,6.5,13.3,0.49200000000000005,2.0,2.8,0.728,0.9,1.8,2.7,5.5,2.5,0.4,3.0,3.4,15.5
Jeff Cook,PF,25,PHO,76,22,1298,4.2,9.9,0.42200000000000004,0.0,0.1,0.0,4.2,9.9,0.424,2.5,3.7,0.664,3.1,5.2,8.3,2.8,1.0,0.6,2.2,4.8,10.8
Joe Cooper,C,24,NJN,1,0,11,3.3,6.5,0.5,0.0,0.0,0.0,3.3,6.5,0.5,0.0,0.0,0.0,3.3,3.3,6.5,0.0,0.0,0.0,3.3,6.5,6.5
Michael Cooper,SG,25,LAL,76,14,2197,6.3,12.1,0.517,0.0,0.3,0.11800000000000001,6.2,11.9,0.526,2.3,2.8,0.813,1.4,3.0,4.4,3.8,2.0,1.0,2.5,3.5,14.9
Wayne Cooper,C,25,DAL,76,38,1818,5.6,13.2,0.42,0.0,0.2,0.125,5.5,13.1,0.424,2.4,3.2,0.7440000000000001,4.0,6.9,10.9,2.3,0.7,2.1,1.7,5.6,13.5
Hollis Copeland,SF,26,NYK,18,0,118,4.9,11.6,0.42100000000000004,0.0,0.0,0.0,4.9,11.6,0.42100000000000004,1.5,1.8,0.833,0.9,0.6,1.5,2.7,1.2,0.6,1.2,5.8,11.3
Dave Corzine,C,25,SAS,82,21,2189,5.5,10.7,0.519,0.0,0.1,0.25,5.5,10.6,0.52,2.6,3.5,0.746,3.5,6.9,10.3,2.1,0.5,2.1,2.3,3.9,13.7
Charlie Criss,PG,33,TOT,55,20,1392,5.7,12.9,0.446,0.3,0.7,0.345,5.5,12.1,0.452,3.6,4.1,0.887,0.3,1.8,2.1,4.8,1.1,0.2,2.1,2.5,15.4
Geoff Crompton,C,26,MIL,35,1,203,2.0,5.7,0.344,0.0,0.0,0.0,2.0,5.7,0.344,1.1,2.7,0.4,1.8,5.5,7.3,2.3,1.1,2.1,3.0,6.9,5.0
Pat Cummings,PF,25,MIL,78,7,1132,7.0,13.7,0.509,0.0,0.1,0.0,7.0,13.6,0.512,2.1,2.9,0.736,1.9,5.9,7.8,3.1,0.7,0.3,3.4,7.2,16.1
Earl Cureton,PF,24,PHI,66,8,956,5.6,11.5,0.48700000000000004,0.0,0.1,0.0,5.6,11.4,0.49,1.9,3.5,0.5429999999999999,3.4,6.8,10.2,1.2,1.2,1.0,1.7,5.3,13.1
Bob Dandridge,SF,34,MIL,11,0,174,4.3,11.4,0.382,0.0,0.0,0.0,4.3,11.4,0.382,2.1,3.5,0.588,0.8,2.7,3.5,2.7,1.0,0.4,2.3,5.2,10.8
Adrian Dantley*,SF,25,UTA,81,81,3222,10.1,17.7,0.57,0.0,0.0,0.33299999999999996,10.1,17.7,0.57,7.2,9.1,0.792,2.6,3.2,5.7,3.6,1.1,0.2,3.3,2.8,27.5
Brad Davis,PG,26,DAL,82,82,2614,5.5,10.6,0.515,0.2,0.7,0.28600000000000003,5.3,9.9,0.53,2.5,3.2,0.804,0.5,2.6,3.1,7.0,1.0,0.1,2.2,3.0,13.7
Charles Davis,SF,23,WSB,54,10,575,5.5,11.5,0.478,0.0,0.1,0.0,5.5,11.4,0.484,1.9,2.3,0.8109999999999999,3.4,4.9,8.3,1.9,0.6,0.8,2.7,5.6,12.9
Johnny Davis,SG,26,IND,82,70,2664,7.3,15.6,0.467,0.1,0.4,0.185,7.2,15.2,0.473,4.3,5.3,0.799,1.0,1.4,2.4,4.7,1.0,0.1,2.5,2.4,18.9
Ron Davis,SF,27,SDC,7,0,67,5.4,13.4,0.4,0.0,0.0,0.0,5.4,13.4,0.4,1.6,3.2,0.5,3.8,3.2,7.0,2.1,0.0,0.0,2.7,4.3,12.4
Walter Davis,SF,27,PHO,55,12,1182,10.7,20.4,0.523,0.1,0.5,0.188,10.6,19.9,0.531,2.8,3.4,0.82,0.6,2.5,3.1,4.9,1.4,0.1,3.4,3.2,24.2
Darryl Dawkins,C,25,PHI,48,36,1124,6.6,11.8,0.564,0.0,0.1,0.0,6.6,11.7,0.5670000000000001,3.7,5.3,0.695,2.2,7.6,9.8,1.8,0.6,1.8,3.1,6.2,16.9
Larry Demic,PF,24,NYK,48,0,356,3.9,8.4,0.47,0.0,0.1,0.0,3.9,8.3,0.47600000000000003,1.4,3.9,0.359,2.9,5.1,8.0,1.4,0.4,0.6,2.6,6.6,9.3
Kenny Dennard,PF,23,KCK,30,3,607,3.7,7.2,0.512,0.0,0.0,0.0,3.7,7.2,0.512,1.5,2.4,0.65,2.8,5.1,7.9,2.5,2.1,0.5,2.1,4.8,8.9
Coby Dietrick,C,33,CHI,74,0,999,3.3,7.2,0.46,0.0,0.0,0.0,3.3,7.2,0.462,1.4,1.9,0.7040000000000001,2.3,4.5,6.8,3.1,1.8,1.1,1.6,4.7,8.0
