Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Zaid Abdul-Aziz,C,30,BUF,22,0,195,4.6,13.7,0.33799999999999997,0,0,0,4.6,13.7,0.33799999999999997,6.1,7.9,0.767,7.6,9.0,16.6,1.3,0.6,1.7,0,3.9,15.3
Kareem Abdul-Jabbar*,C,29,LAL,82,0,3016,10.6,18.3,0.579,0,0,0,10.6,18.3,0.579,4.5,6.4,0.701,3.2,9.8,13.0,3.8,1.2,3.1,0,3.1,25.7
Tom Abernethy,SF,22,LAL,70,0,1378,4.4,9.1,0.484,0,0,0,4.4,9.1,0.484,2.6,3.5,0.754,3.0,4.7,7.6,2.6,1.3,0.3,0,3.1,11.5
Alvan Adams,C,22,PHO,72,0,2278,8.2,17.4,0.474,0,0,0,8.2,17.4,0.474,4.0,5.3,0.754,2.8,7.5,10.3,5.1,1.5,1.4,0,4.1,20.5
Don Adams,SF,29,BUF,77,0,1710,4.5,11.1,0.41100000000000003,0,0,0,4.5,11.1,0.41100000000000003,2.7,3.6,0.746,2.7,5.1,7.8,3.2,1.6,0.3,0,4.2,11.8
Lucius Allen,PG,29,LAL,78,0,2482,6.8,15.0,0.456,0,0,0,6.8,15.0,0.456,2.8,3.7,0.774,0.8,2.8,3.6,5.9,1.7,0.3,0,2.7,16.5
Jerome Anderson,SG,23,IND,27,0,164,5.7,13.0,0.441,0,0,0,5.7,13.0,0.441,3.1,4.4,0.7,2.0,0.7,2.6,2.2,1.3,0.4,0,5.7,14.5
Tiny Archibald*,PG,28,NYN,34,0,1277,7.0,15.8,0.446,0,0,0,7.0,15.8,0.446,5.6,7.1,0.785,0.6,1.6,2.3,7.2,1.7,0.3,0,2.2,19.6
Jim Ard,C,28,BOS,63,0,969,3.6,9.4,0.37799999999999995,0,0,0,3.6,9.4,0.37799999999999995,1.8,2.8,0.645,2.9,8.1,11.0,2.0,0.7,1.0,0,4.8,9.0
Bird Averitt,SG,24,BUF,75,0,1136,7.4,19.6,0.37799999999999995,0,0,0,7.4,19.6,0.37799999999999995,3.8,5.4,0.716,0.6,1.8,2.5,4.2,1.0,0.2,0,4.0,18.7
Dennis Awtrey,C,28,PHO,72,0,1760,3.3,7.6,0.429,0,0,0,3.3,7.6,0.429,1.9,2.6,0.722,2.3,5.0,7.3,3.7,0.5,0.6,0,3.5,8.4
Mike Bantom,PF-SF,25,TOT,77,0,1909,6.8,14.2,0.478,0,0,0,6.8,14.2,0.478,4.2,5.8,0.723,3.5,5.4,8.9,1.9,1.2,0.9,0,4.4,17.8
Tom Barker,C,21,ATL,59,0,1354,4.8,11.6,0.41700000000000004,0,0,0,4.8,11.6,0.41700000000000004,3.0,4.4,0.6829999999999999,3.0,7.7,10.7,1.6,0.9,1.1,0,5.9,12.7
Marvin Barnes,PF,24,DET,53,0,989,7.4,16.5,0.447,0,0,0,7.4,16.5,0.447,3.9,5.7,0.679,2.5,6.7,9.2,1.6,1.4,1.2,0,5.1,18.6
Jim Barnett,SG,32,PHI,16,0,231,4.4,10.0,0.43799999999999994,0,0,0,4.4,10.0,0.43799999999999994,1.6,2.8,0.556,1.1,1.1,2.2,3.6,0.6,0.0,0,4.4,10.3
Norton Barnhill,SG,23,SEA,4,0,10,7.2,21.6,0.33299999999999996,0,0,0,7.2,21.6,0.33299999999999996,0.0,0.0,0.0,7.2,3.6,10.8,3.6,0.0,0.0,0,18.0,14.4
Mike Barr,SG,26,KCK,73,0,1224,3.6,8.2,0.43700000000000006,0,0,0,3.6,8.2,0.43700000000000006,1.2,1.7,0.7190000000000001,1.0,2.9,3.8,5.1,1.5,0.5,0,2.8,8.4
Rick Barry*,SF,32,GSW,79,0,2904,8.5,19.2,0.44,0,0,0,8.5,19.2,0.44,4.5,4.9,0.9159999999999999,0.9,4.3,5.2,5.9,2.1,0.7,0,2.4,21.4
Tim Bassett,PF,25,NYN,76,0,2442,4.3,10.9,0.396,0,0,0,4.3,10.9,0.396,1.5,2.6,0.5710000000000001,2.6,6.9,9.4,1.6,1.4,0.8,0,3.6,10.1
Butch Beard,PG,29,NYK,70,0,1082,4.9,9.7,0.505,0,0,0,4.9,9.7,0.505,2.5,3.6,0.688,1.7,3.8,5.4,4.8,1.9,0.2,0,4.6,12.3
Byron Beck,PF,32,DEN,53,0,480,8.0,18.5,0.435,0,0,0,8.0,18.5,0.435,2.7,3.3,0.818,3.4,3.8,7.2,2.5,1.1,0.1,0,4.4,18.7
Ron Behagen,PF,26,NOJ,60,0,1170,6.6,15.7,0.418,0,0,0,6.6,15.7,0.418,2.8,3.9,0.7140000000000001,4.4,8.8,13.3,2.6,1.3,0.6,0,5.1,15.9
Mel Bennett,PF,22,IND,67,0,911,4.0,11.6,0.344,0,0,0,4.0,11.6,0.344,4.4,7.4,0.599,4.3,5.0,9.4,2.8,1.5,1.3,0,6.1,12.4
Henry Bibby,PG,27,PHI,81,0,2639,4.1,9.6,0.43,0,0,0,4.1,9.6,0.43,3.0,3.8,0.784,1.2,2.6,3.7,4.9,1.5,0.1,0,2.7,11.3
Bob Bigelow,SF,23,KCK,29,0,162,7.8,15.6,0.5,0,0,0,7.8,15.6,0.5,3.3,3.8,0.882,1.8,4.2,6.0,1.8,0.7,0.2,0,3.8,18.9
Dave Bing*,SG,33,WSB,64,0,1516,6.4,14.2,0.45399999999999996,0,0,0,6.4,14.2,0.45399999999999996,3.2,4.2,0.773,1.3,2.1,3.4,6.5,1.4,0.1,0,3.6,16.1
Tom Boerwinkle,C,31,CHI,82,0,1070,4.5,9.2,0.491,0,0,0,4.5,9.2,0.491,1.1,2.1,0.54,3.4,7.1,10.5,6.4,0.6,0.6,0,4.9,10.2
Ron Boone,SG,30,KCK,82,0,3021,8.9,18.8,0.474,0,0,0,8.9,18.8,0.474,3.9,4.6,0.8440000000000001,1.5,2.3,3.8,4.0,1.4,0.2,0,3.1,21.7
Tom Boswell,PF,23,BOS,70,0,1083,5.8,11.3,0.515,0,0,0,5.8,11.3,0.515,3.2,4.5,0.711,3.7,6.5,10.2,2.8,0.9,0.3,0,7.9,14.8
Freddie Boyd,PG,26,NOJ,47,0,1212,5.8,12.1,0.478,0,0,0,5.8,12.1,0.478,2.3,2.9,0.8059999999999999,0.6,2.1,2.7,4.4,1.3,0.2,0,2.3,13.9
Bill Bradley*,SF,33,NYK,67,0,1027,4.5,9.6,0.46399999999999997,0,0,0,4.5,9.6,0.46399999999999997,1.2,1.5,0.81,0.9,2.7,3.6,4.5,0.9,0.3,0,4.3,10.1
Jim Brewer,PF,25,CLE,81,0,2672,4.0,8.9,0.451,0,0,0,4.0,8.9,0.451,1.3,2.4,0.545,3.7,6.6,10.3,2.6,1.3,1.1,0,2.9,9.3
Junior Bridgeman,SF,23,MIL,82,0,2410,7.3,16.3,0.449,0,0,0,7.3,16.3,0.449,2.9,3.4,0.8640000000000001,1.9,4.3,6.2,3.1,1.2,0.4,0,3.3,17.6
Allan Bristow,SF,25,SAS,82,0,2017,6.5,13.3,0.489,0,0,0,6.5,13.3,0.489,3.7,4.6,0.7979999999999999,2.1,4.1,6.2,4.3,1.6,0.0,0,3.5,16.7
Gary Brokaw,SG,23,TOT,80,0,1487,5.9,13.7,0.429,0,0,0,5.9,13.7,0.429,3.9,5.3,0.7440000000000001,0.5,2.4,3.0,5.5,0.9,0.9,0,4.0,15.7
Fred Brown,SG,28,SEA,72,0,2098,9.2,19.1,0.479,0,0,0,9.2,19.1,0.479,2.9,3.3,0.884,1.2,2.8,4.0,3.0,2.1,0.3,0,2.4,21.2
John Brown,SF,25,ATL,77,0,1405,4.1,9.0,0.457,0,0,0,4.1,9.0,0.457,3.1,3.8,0.807,1.9,4.1,6.0,2.6,1.2,0.2,0,5.6,11.3
Roger Brown,C,26,DET,43,0,322,2.3,6.3,0.375,0,0,0,2.3,6.3,0.375,2.0,2.9,0.6920000000000001,3.5,6.6,10.1,1.3,1.7,2.0,0,7.6,6.7
Joe Bryant,PF,22,PHI,61,0,612,6.3,14.1,0.446,0,0,0,6.3,14.1,0.446,3.1,4.1,0.757,2.6,4.2,6.9,2.8,2.1,0.8,0,4.9,15.7
Quinn Buckner,PG,22,MIL,79,0,2095,5.1,11.8,0.434,0,0,0,5.1,11.8,0.434,1.4,2.6,0.539,1.6,3.0,4.5,6.4,3.3,0.4,0,5.0,11.7
Ticky Burden,SG,23,NYK,61,0,608,8.8,20.8,0.42,0,0,0,8.8,20.8,0.42,3.0,5.0,0.6,1.5,2.4,3.9,3.7,2.8,0.1,0,5.2,20.5
Tom Burleson,C,24,SEA,82,0,1803,5.8,13.0,0.442,0,0,0,5.8,13.0,0.442,4.4,6.0,0.731,3.7,7.3,11.0,1.9,1.5,2.3,0,5.2,15.9
Don Buse,PG,26,IND,81,0,2947,3.2,7.8,0.41600000000000004,0,0,0,3.2,7.8,0.41600000000000004,1.4,1.8,0.7859999999999999,0.8,2.5,3.3,8.4,3.4,0.2,0,1.6,7.9
