Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kareem Abdul-Jabbar*,C,40,LAL,80,80,2308,7.5,14.1,0.532,0.0,0.0,0.0,7.5,14.1,0.532,3.2,4.2,0.762,1.8,5.6,7.5,2.1,0.7,1.4,2.5,3.4,18.2
Mark Acres,C,25,BOS,79,5,1151,3.4,6.3,0.532,0.0,0.0,0.0,3.4,6.3,0.532,2.2,3.5,0.64,3.3,5.2,8.4,1.3,0.9,0.8,1.7,6.2,9.0
Alvan Adams,C,33,PHO,82,25,1646,5.5,11.1,0.496,0.0,0.0,0.5,5.5,11.0,0.496,2.4,2.8,0.8440000000000001,2.6,5.4,8.0,4.0,1.8,0.9,3.1,5.4,13.4
Michael Adams,PG,25,DEN,82,75,2778,5.4,12.0,0.449,1.8,4.9,0.36700000000000005,3.6,7.1,0.505,2.2,2.6,0.8340000000000001,0.5,2.4,2.9,6.5,2.2,0.2,1.9,1.8,14.7
Mark Aguirre,SF,28,DAL,77,77,2610,10.3,21.7,0.475,0.7,2.4,0.302,9.6,19.3,0.496,5.4,7.0,0.77,2.5,3.5,6.0,3.8,1.0,0.8,2.8,3.1,26.6
Danny Ainge,SG,28,BOS,81,81,3018,5.7,11.7,0.491,1.8,4.3,0.415,4.0,7.5,0.534,1.9,2.1,0.878,0.7,2.3,3.0,6.0,1.4,0.2,1.8,2.4,15.1
Mark Alarie,PF,24,WSB,63,0,769,6.7,14.0,0.48,0.2,0.8,0.222,6.6,13.2,0.496,1.6,2.3,0.7140000000000001,3.3,4.2,7.5,1.8,0.5,0.6,2.3,5.0,15.3
Steve Alford,PG,23,DAL,28,0,197,3.8,10.1,0.382,0.2,1.5,0.125,3.7,8.6,0.426,2.9,3.1,0.941,0.5,3.7,4.2,4.2,3.1,0.5,2.2,4.2,10.8
Greg Anderson,PF,23,SAS,82,45,1984,6.9,13.7,0.501,0.0,0.1,0.2,6.9,13.6,0.503,3.6,6.0,0.604,2.9,6.4,9.3,1.4,1.0,2.2,2.6,4.1,17.4
Richard Anderson,PF,27,TOT,74,3,1350,4.6,11.7,0.39,1.3,4.0,0.32,3.3,7.7,0.426,1.5,2.1,0.753,2.4,5.7,8.1,3.0,1.4,0.4,1.6,3.7,11.9
Ron Anderson,SF,29,IND,74,1,1097,7.1,14.3,0.498,0.0,0.1,0.0,7.1,14.2,0.5,3.5,4.6,0.7659999999999999,2.9,4.2,7.1,2.6,1.3,0.2,2.4,3.2,17.8
Joe Arlauckas,SF,22,SAC,9,0,85,5.9,18.2,0.326,0.0,0.0,0.0,5.9,18.2,0.326,2.5,3.4,0.75,2.5,3.0,5.5,3.4,1.3,1.7,1.7,6.8,14.4
Vincent Askew,SG,21,PHI,14,2,234,3.4,11.4,0.297,0.0,0.0,0.0,3.4,11.4,0.297,1.2,1.7,0.727,0.9,2.5,3.4,5.1,1.5,0.9,1.8,1.8,8.0
John Bagley,PG,27,NJN,82,74,2774,5.1,11.6,0.439,0.6,2.1,0.292,4.5,9.5,0.47100000000000003,1.9,2.3,0.8220000000000001,0.8,2.5,3.3,6.2,1.4,0.1,2.6,2.1,12.7
James Bailey,PF,30,PHO,65,0,869,4.5,10.0,0.452,0.0,0.2,0.0,4.5,9.8,0.46,2.9,3.7,0.787,3.0,5.7,8.7,1.7,0.7,1.2,2.9,7.5,11.9
Thurl Bailey,SF,26,UTA,82,10,2804,8.1,16.5,0.49200000000000005,0.0,0.0,0.33299999999999996,8.1,16.5,0.493,4.3,5.2,0.826,1.7,5.1,6.8,2.0,0.6,1.6,2.4,2.4,20.6
