Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jeff Adrien,PF,25,HOU,8,0,63,4.0,9.1,0.43799999999999994,0.0,0.0,0.0,4.0,9.1,0.43799999999999994,4.0,6.9,0.583,2.9,9.7,12.6,0.6,0.0,1.1,1.1,7.4,12.0
Arron Afflalo,SG,26,DEN,62,62,2086,5.7,12.1,0.47100000000000003,1.5,3.8,0.39799999999999996,4.2,8.2,0.504,3.4,4.3,0.7979999999999999,0.7,2.7,3.4,2.6,0.6,0.2,1.5,2.3,16.3
Blake Ahearn,PG,27,UTA,4,0,30,4.8,16.8,0.28600000000000003,2.4,10.8,0.222,2.4,6.0,0.4,0.0,0.0,0.0,0.0,2.4,2.4,1.2,0.0,0.0,6.0,4.8,12.0
Solomon Alabi,C,23,TOR,14,0,122,3.8,10.6,0.361,0.0,0.0,0.0,3.8,10.6,0.361,2.1,2.4,0.875,4.4,9.4,13.9,0.9,0.6,2.7,1.5,3.2,9.7
Cole Aldrich,C,23,OKC,26,0,173,4.6,8.7,0.524,0.0,0.0,0.0,4.6,8.7,0.524,2.7,2.9,0.929,2.7,7.3,10.0,0.6,1.7,3.3,1.9,4.6,11.9
LaMarcus Aldridge,PF,26,POR,55,55,1994,8.7,17.0,0.512,0.0,0.2,0.182,8.7,16.8,0.516,4.0,4.9,0.8140000000000001,2.7,5.3,8.0,2.4,0.9,0.8,2.0,2.8,21.5
Lavoy Allen,PF,22,PHI,41,15,624,4.6,9.6,0.473,0.0,0.0,0.0,4.6,9.6,0.473,0.6,0.8,0.7859999999999999,2.7,7.2,9.9,2.0,0.7,1.0,1.2,4.2,9.7
Ray Allen*,SG,36,BOS,46,42,1565,5.2,11.3,0.45799999999999996,2.4,5.4,0.45299999999999996,2.8,6.0,0.46299999999999997,2.2,2.4,0.915,0.3,2.9,3.3,2.5,1.1,0.2,1.6,1.9,15.1
Tony Allen,SG,30,MEM,58,57,1525,5.0,10.6,0.469,0.2,0.6,0.308,4.8,10.0,0.479,3.3,4.1,0.8,2.3,3.2,5.5,1.9,2.5,0.8,2.2,3.4,13.4
Morris Almond,SG,26,WAS,4,0,67,3.2,9.1,0.353,0.5,1.6,0.33299999999999996,2.7,7.5,0.35700000000000004,0.5,1.6,0.33299999999999996,0.5,3.8,4.3,1.1,3.8,0.0,0.5,3.2,7.5
Al-Farouq Aminu,SF,21,NOH,66,21,1477,3.7,8.9,0.41100000000000003,0.3,1.1,0.27699999999999997,3.3,7.8,0.431,2.1,2.8,0.754,2.3,5.2,7.5,1.6,1.4,0.8,2.2,3.3,9.7
Lou Amundson,PF,29,IND,60,0,753,4.3,9.9,0.43,0.0,0.0,0.0,4.3,9.9,0.43,1.7,3.9,0.42700000000000005,4.5,6.1,10.6,0.7,1.3,2.1,2.2,6.0,10.2
Chris Andersen,C,33,DEN,32,1,486,4.4,8.0,0.546,0.0,0.0,0.0,4.4,8.0,0.546,3.7,6.1,0.61,3.6,7.4,11.0,0.4,1.4,3.4,1.3,3.9,12.4
Alan Anderson,SF,29,TOR,17,12,461,4.3,11.1,0.387,1.9,4.8,0.39299999999999996,2.4,6.3,0.38299999999999995,2.3,2.7,0.853,0.6,2.0,2.7,2.0,0.4,0.2,2.0,2.7,12.7
James Anderson,SG,22,SAS,51,2,603,3.9,10.4,0.379,1.1,4.1,0.27899999999999997,2.8,6.3,0.44299999999999995,2.3,3.1,0.75,1.0,3.8,4.7,2.4,0.5,0.1,1.8,2.1,11.3
Ryan Anderson,PF,23,ORL,61,61,1964,6.1,13.9,0.439,3.0,7.7,0.39299999999999996,3.0,6.1,0.496,2.7,3.1,0.877,4.1,4.5,8.6,1.0,0.9,0.5,1.0,2.7,18.0
Carmelo Anthony,SF,27,NYK,55,55,1876,8.5,19.7,0.43,1.3,3.9,0.335,7.2,15.8,0.45399999999999996,5.7,7.0,0.804,1.7,4.9,6.6,3.8,1.2,0.5,2.8,3.0,23.9
Joel Anthony,C,29,MIA,64,51,1349,2.3,4.1,0.5589999999999999,0.0,0.0,0.0,2.3,4.1,0.5589999999999999,1.3,1.9,0.69,2.7,4.0,6.7,0.2,1.0,2.2,1.2,3.4,5.8
Gilbert Arenas,PG,30,MEM,17,0,211,4.4,10.9,0.406,2.2,6.7,0.33299999999999996,2.2,4.3,0.52,1.2,1.7,0.7,0.3,2.7,3.1,3.1,1.9,0.2,2.0,6.0,12.3
