Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Zaid Abdul-Aziz,C,26,HOU,48,0,900,6.0,15.0,0.397,0,0,0,6.0,15.0,0.397,4.8,6.5,0.735,0,0,12.2,2.1,0,0,0,4.3,16.7
Kareem Abdul-Jabbar*,C,25,MIL,76,0,3254,10.9,19.6,0.5539999999999999,0,0,0,10.9,19.6,0.5539999999999999,3.6,5.1,0.713,0,0,13.5,4.2,0,0,0,2.3,25.4
Don Adams,SF,25,TOT,74,0,1874,5.1,13.0,0.391,0,0,0,5.1,13.0,0.391,2.8,3.5,0.7879999999999999,0,0,8.5,2.2,0,0,0,4.4,13.0
Rick Adelman,PG,26,POR,76,0,1822,4.2,10.4,0.408,0,0,0,4.2,10.4,0.408,1.4,2.0,0.716,0,0,3.1,5.8,0,0,0,3.1,9.9
Lucius Allen,PG,25,MIL,80,0,2693,7.3,15.1,0.484,0,0,0,7.3,15.1,0.484,1.9,2.7,0.715,0,0,3.7,5.7,0,0,0,2.5,16.5
Tiny Archibald*,PG,24,KCO,80,0,3681,10.1,20.6,0.488,0,0,0,10.1,20.6,0.488,6.5,7.7,0.847,0,0,2.2,8.9,0,0,0,2.0,26.6
Dennis Awtrey,C,24,TOT,82,0,1687,3.1,6.5,0.479,0,0,0,3.1,6.5,0.479,1.8,3.3,0.562,0,0,9.5,4.8,0,0,0,5.0,8.1
Dick Barnett,SG,36,NYK,51,0,514,6.2,15.8,0.389,0,0,0,6.2,15.8,0.389,1.1,2.1,0.5329999999999999,0,0,2.9,3.5,0,0,0,3.6,13.4
Jim Barnett,PG,28,GSW,82,0,2215,6.4,13.7,0.467,0,0,0,6.4,13.7,0.467,3.0,3.5,0.843,0,0,4.1,4.9,0,0,0,2.4,15.8
Rick Barry*,SF,28,GSW,82,0,3075,8.6,19.1,0.452,0,0,0,8.6,19.1,0.452,4.2,4.6,0.902,0,0,8.5,4.7,0,0,0,2.9,21.4
