Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Shareef Abdur-Rahim,PF,27,TOT,85,56,2684,6.7,14.1,0.475,0.1,0.5,0.265,6.6,13.7,0.48200000000000004,5.0,5.8,0.8690000000000001,2.5,6.0,8.6,2.3,0.9,0.5,2.5,3.0,18.6
Malik Allen,PF,25,MIA,45,6,616,4.9,11.6,0.419,0.0,0.0,0.0,4.9,11.6,0.419,1.5,1.9,0.758,2.5,4.5,7.0,0.9,0.7,1.6,1.6,4.7,11.2
Ray Allen*,SG,28,SEA,56,56,2152,7.5,17.0,0.44,2.5,6.3,0.392,5.0,10.7,0.46799999999999997,4.1,4.5,0.904,1.2,3.6,4.8,4.5,1.2,0.2,2.6,2.2,21.5
Rafer Alston,PG,27,MIA,82,28,2581,4.0,10.7,0.376,2.2,6.1,0.371,1.8,4.6,0.382,1.4,1.9,0.769,0.4,2.8,3.2,5.2,1.6,0.3,1.8,3.0,11.7
Chris Andersen,PF,25,DEN,71,0,1029,3.1,7.1,0.44299999999999995,0.0,0.0,0.0,3.1,7.1,0.446,2.2,3.7,0.589,3.1,7.3,10.4,1.2,1.2,4.0,1.7,4.2,8.5
Derek Anderson,SG,29,POR,51,46,1810,4.6,12.2,0.376,1.6,5.2,0.305,3.0,7.0,0.428,3.1,3.7,0.8240000000000001,0.5,3.1,3.6,4.5,1.3,0.1,1.8,1.6,13.8
Kenny Anderson,PG,33,IND,44,31,905,4.5,10.2,0.441,0.0,0.2,0.25,4.5,10.0,0.444,1.4,1.9,0.7290000000000001,0.8,2.5,3.2,5.0,1.0,0.2,2.0,2.9,10.4
Shandon Anderson,SG,30,NYK,80,37,1974,4.3,10.3,0.42200000000000004,0.7,2.3,0.281,3.7,8.0,0.46299999999999997,2.2,2.9,0.764,1.0,3.1,4.0,2.2,1.2,0.3,2.2,3.3,11.6
Carmelo Anthony,SF,19,DEN,82,82,2995,7.5,17.6,0.426,0.8,2.6,0.322,6.7,15.0,0.444,4.9,6.3,0.777,2.2,3.8,6.0,2.7,1.2,0.5,3.0,2.7,20.7
Robert Archibald,C-PF,23,TOT,32,3,256,1.3,4.6,0.273,0.0,0.0,0.0,1.3,4.6,0.273,2.0,4.4,0.452,3.0,4.4,7.3,1.8,2.0,0.4,1.4,7.0,4.5
Gilbert Arenas,PG,22,WAS,55,52,2066,6.2,15.9,0.392,2.2,5.8,0.375,4.1,10.1,0.401,4.1,5.5,0.748,1.0,3.5,4.4,4.8,1.8,0.2,3.9,3.1,18.8
Brandon Armstrong,SG,23,NJN,56,0,434,5.4,14.5,0.371,1.6,4.3,0.365,3.8,10.2,0.374,0.2,0.3,0.5,1.0,2.6,3.6,1.2,1.0,0.2,2.0,4.1,12.5
Darrell Armstrong,PG,35,NOH,79,22,2247,4.7,11.8,0.395,2.2,6.9,0.315,2.5,4.9,0.508,2.0,2.3,0.8540000000000001,1.0,2.6,3.6,5.0,2.1,0.3,2.5,2.4,13.5
Carlos Arroyo,PG,24,UTA,71,71,2008,6.1,13.8,0.441,0.7,2.1,0.325,5.4,11.7,0.462,3.2,4.0,0.804,0.7,2.6,3.3,6.4,1.1,0.1,2.8,3.0,16.1
Chucky Atkins,PG,29,TOT,64,24,1544,4.5,11.3,0.397,1.9,5.6,0.336,2.6,5.7,0.457,1.7,2.3,0.753,0.2,2.0,2.2,5.2,1.0,0.0,2.1,2.4,12.5
Stacey Augmon,SF,35,NOH,69,24,1416,3.6,8.8,0.41200000000000003,0.0,0.2,0.14300000000000002,3.6,8.6,0.418,2.8,3.5,0.7909999999999999,1.3,3.1,4.4,2.2,1.4,0.4,1.9,2.9,10.1
Vin Baker,PF,32,TOT,54,33,1313,5.7,11.8,0.48100000000000004,0.0,0.1,0.33299999999999996,5.7,11.8,0.483,3.1,4.3,0.726,3.1,4.6,7.7,1.8,0.8,0.9,2.1,4.4,14.6
Marcus Banks,PG,22,BOS,81,2,1385,4.6,11.5,0.4,0.7,2.2,0.314,3.9,9.3,0.42100000000000004,2.6,3.4,0.7559999999999999,0.8,2.7,3.5,4.5,2.3,0.3,3.2,4.4,12.5
Leandro Barbosa,PG,21,PHO,70,46,1500,5.0,11.3,0.447,2.0,5.0,0.395,3.0,6.2,0.488,1.1,1.5,0.77,0.6,2.4,3.0,4.0,2.2,0.2,2.9,4.4,13.2
Matt Barnes,SF,23,LAC,38,9,724,3.1,6.9,0.457,0.1,0.6,0.154,3.0,6.2,0.488,2.1,3.0,0.705,2.6,4.9,7.5,2.4,1.3,0.1,2.2,3.8,8.5
Dana Barros,SG,36,BOS,1,0,11,6.5,9.8,0.667,0.0,0.0,0.0,6.5,9.8,0.667,6.5,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,19.6
Brent Barry,SG,32,SEA,59,53,1803,4.3,8.5,0.504,2.3,5.0,0.452,2.0,3.5,0.5770000000000001,1.8,2.2,0.8270000000000001,0.4,3.7,4.1,6.8,1.7,0.3,2.8,2.4,12.7
Jon Barry,SG,34,DEN,57,9,1101,3.9,9.7,0.40399999999999997,1.7,4.5,0.37,2.3,5.2,0.434,2.0,2.3,0.845,0.8,3.2,4.0,4.8,1.9,0.3,1.7,2.2,11.5
Mengke Bateer,C,28,TOR,7,0,40,3.6,6.3,0.5710000000000001,0.0,0.0,0.0,3.6,6.3,0.5710000000000001,0.0,0.0,0.0,4.5,2.7,7.2,0.9,0.9,0.0,1.8,9.0,7.2
Tony Battie,C,27,TOT,73,7,1478,4.1,9.4,0.44299999999999995,0.0,0.2,0.222,4.1,9.1,0.44799999999999995,1.6,2.2,0.742,2.9,5.9,8.7,1.4,0.6,1.6,1.5,3.9,9.9
Shane Battier,SF,25,MEM,79,1,1947,4.5,10.0,0.446,1.2,3.4,0.349,3.3,6.6,0.496,2.2,3.0,0.732,1.9,3.7,5.6,1.9,1.9,1.1,1.0,3.5,12.4
Lonny Baxter,C-PF,25,TOT,62,5,766,4.8,9.8,0.493,0.0,0.1,0.33299999999999996,4.8,9.7,0.495,2.1,3.6,0.579,3.0,5.8,8.8,0.9,0.8,1.4,1.8,5.8,11.8
