Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Arron Afflalo,SG,24,DEN,82,75,2221,4.4,9.5,0.465,1.8,4.0,0.434,2.7,5.4,0.488,1.2,1.6,0.735,1.0,3.1,4.1,2.2,0.7,0.5,1.2,3.6,11.7
Alexis Ajinça,C,21,CHA,6,0,30,6.0,12.0,0.5,0.0,0.0,0.0,6.0,12.0,0.5,0.0,1.2,0.0,1.2,3.6,4.8,0.0,1.2,1.2,2.4,6.0,12.0
LaMarcus Aldridge,PF,24,POR,78,78,2922,7.1,14.4,0.495,0.1,0.2,0.313,7.1,14.2,0.498,2.8,3.7,0.757,2.4,5.4,7.7,2.0,0.8,0.6,1.3,2.8,17.2
Joe Alexander,SF,23,CHI,8,0,29,1.2,7.4,0.16699999999999998,0.0,1.2,0.0,1.2,6.2,0.2,2.5,3.7,0.667,2.5,3.7,6.2,2.5,1.2,1.2,0.0,11.2,5.0
Malik Allen,PF,31,DEN,51,3,456,3.6,9.2,0.397,0.1,0.5,0.16699999999999998,3.6,8.7,0.409,0.9,1.0,0.9229999999999999,2.8,3.6,6.5,1.3,0.9,0.4,1.7,5.4,8.3
Ray Allen*,SG,34,BOS,80,80,2819,5.9,12.4,0.47700000000000004,1.9,5.1,0.363,4.1,7.3,0.556,2.9,3.2,0.9129999999999999,0.6,2.7,3.2,2.7,0.8,0.3,1.6,2.3,16.7
Tony Allen,SG,28,BOS,54,8,889,5.2,10.2,0.51,0.0,0.2,0.0,5.2,10.0,0.52,2.9,4.8,0.605,2.1,3.8,5.9,2.9,2.4,0.8,2.7,4.4,13.4
Rafer Alston,PG,33,TOT,52,38,1421,3.9,11.3,0.348,1.5,4.3,0.345,2.5,7.0,0.349,1.5,2.1,0.728,0.3,2.9,3.3,4.5,1.3,0.3,2.4,2.6,10.8
Lou Amundson,PF,27,PHO,79,0,1168,4.7,8.5,0.551,0.0,0.0,0.0,4.7,8.5,0.5529999999999999,2.1,3.8,0.545,3.9,6.7,10.7,1.0,0.7,2.3,1.8,5.2,11.4
Chris Andersen,PF,31,DEN,76,0,1695,3.0,5.3,0.5660000000000001,0.0,0.1,0.0,3.0,5.3,0.573,3.5,5.0,0.695,3.1,7.1,10.3,0.7,0.9,3.0,1.3,3.6,9.5
David Andersen,C,29,HOU,63,0,891,5.9,13.7,0.43200000000000005,1.1,3.2,0.34600000000000003,4.8,10.6,0.45799999999999996,1.9,2.7,0.687,2.2,6.2,8.4,1.8,0.6,0.5,1.5,4.8,14.8
Antonio Anderson,SF,24,OKC,1,0,15,2.4,7.2,0.33299999999999996,0.0,0.0,0.0,2.4,7.2,0.33299999999999996,0.0,0.0,0.0,2.4,0.0,2.4,0.0,0.0,0.0,2.4,2.4,4.8
Ryan Anderson,PF,21,ORL,63,6,911,6.7,15.3,0.436,3.1,8.3,0.37,3.6,7.0,0.514,2.8,3.2,0.866,2.8,5.2,8.0,1.5,1.0,0.6,2.2,3.2,19.2
Carmelo Anthony,SF,25,DEN,69,69,2634,9.4,20.5,0.45799999999999996,0.8,2.6,0.316,8.6,18.0,0.478,6.9,8.4,0.83,2.1,4.1,6.2,3.0,1.2,0.4,2.9,3.1,26.6
Joel Anthony,C,27,MIA,80,16,1322,2.1,4.3,0.478,0.0,0.0,0.0,2.1,4.3,0.478,1.8,2.5,0.7170000000000001,3.3,3.4,6.8,0.3,0.5,3.0,1.2,4.3,5.9
Gilbert Arenas,PG,28,WAS,32,32,1169,7.8,19.0,0.41100000000000003,1.9,5.6,0.348,5.9,13.4,0.43700000000000006,4.7,6.4,0.7390000000000001,0.5,3.6,4.1,7.1,1.3,0.3,3.6,2.9,22.2
Trevor Ariza,SF,24,HOU,72,71,2629,5.4,13.7,0.39399999999999996,1.9,5.6,0.33399999999999996,3.5,8.1,0.436,2.0,3.1,0.649,1.1,4.5,5.5,3.8,1.7,0.5,2.2,2.2,14.7
Hilton Armstrong,PF-C,25,TOT,33,0,335,3.0,8.5,0.354,0.0,0.1,0.0,3.0,8.4,0.359,1.6,3.4,0.469,2.9,5.8,8.7,2.3,1.6,1.3,2.4,6.3,7.6
Carlos Arroyo,PG,30,MIA,72,35,1585,4.0,8.5,0.475,0.2,0.6,0.28,3.9,7.9,0.489,1.7,2.0,0.8440000000000001,0.6,2.4,3.0,5.1,0.8,0.1,1.2,2.3,10.0
Darrell Arthur,PF,21,MEM,32,1,457,5.0,11.5,0.43200000000000005,0.0,0.1,0.0,5.0,11.4,0.434,1.3,2.4,0.5670000000000001,2.9,5.8,8.7,1.2,1.1,1.1,1.7,4.7,11.3
Chucky Atkins,PG,35,DET,40,11,644,3.2,8.8,0.363,1.2,4.1,0.301,2.0,4.7,0.41700000000000004,1.4,1.5,0.9259999999999999,0.3,1.3,1.6,5.1,1.0,0.0,1.8,3.0,9.0
D.J. Augustin,PG,22,CHA,80,2,1472,4.1,10.6,0.386,1.7,4.4,0.39299999999999996,2.4,6.3,0.381,2.5,3.2,0.779,0.3,2.1,2.4,4.7,1.1,0.1,1.8,3.1,12.4
Jeff Ayres,C,22,POR,39,4,405,3.8,5.8,0.662,0.0,0.0,0.0,3.8,5.8,0.662,1.6,1.8,0.9,2.2,6.5,8.7,0.1,0.6,1.4,1.1,6.8,9.2
Kelenna Azubuike,SF,26,GSW,9,7,231,7.5,13.7,0.545,1.6,4.2,0.37,5.9,9.5,0.623,3.0,4.4,0.679,1.9,4.5,6.4,1.6,0.8,1.4,1.1,2.5,19.5
Renaldo Balkman,SF,25,DEN,13,1,91,2.4,7.1,0.33299999999999996,0.0,2.8,0.0,2.4,4.4,0.545,0.8,2.4,0.33299999999999996,1.6,7.5,9.1,2.8,3.2,0.8,2.4,6.3,5.5
Marcus Banks,PG,28,TOR,22,0,244,5.8,10.8,0.534,1.0,3.5,0.292,4.7,7.2,0.653,3.5,4.3,0.828,0.4,3.0,3.4,3.8,1.8,0.3,3.0,4.4,16.1
Leandro Barbosa,PG,27,PHO,44,5,786,7.1,16.7,0.425,2.0,6.2,0.324,5.1,10.5,0.485,2.9,3.3,0.877,0.5,2.7,3.2,2.9,1.1,0.5,2.1,3.3,19.1
J.J. Barea,PG,25,DAL,78,18,1546,5.4,12.3,0.44,1.3,3.7,0.35700000000000004,4.1,8.6,0.47600000000000003,1.8,2.1,0.8440000000000001,0.4,3.0,3.4,6.0,0.8,0.1,2.4,2.8,13.9
Andrea Bargnani,PF,24,TOR,80,80,2799,6.9,14.7,0.47,1.6,4.2,0.37200000000000005,5.4,10.5,0.509,2.3,3.0,0.774,1.4,5.0,6.3,1.2,0.3,1.4,1.5,2.8,17.7
Matt Barnes,SF,29,ORL,81,58,2097,4.7,9.6,0.48700000000000004,1.1,3.6,0.319,3.5,6.0,0.586,1.9,2.5,0.74,1.8,5.8,7.6,2.3,1.0,0.5,1.9,3.2,12.3
Earl Barron,C,28,NYK,7,6,232,4.7,10.6,0.441,0.0,0.0,0.0,4.7,10.6,0.441,3.4,4.5,0.759,4.8,7.1,11.9,1.2,0.6,0.6,1.7,3.7,12.7
