Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kareem Abdul-Jabbar*,C,40,LAL,80,80,28.9,6.0,11.3,0.532,0.0,0.0,0.0,6.0,11.3,0.532,0.532,2.6,3.4,0.762,1.5,4.5,6.0,1.7,0.6,1.2,2.0,2.7,14.6
Mark Acres,C,25,BOS,79,5,14.6,1.4,2.6,0.532,0.0,0.0,0.0,1.4,2.6,0.532,0.532,0.9,1.4,0.64,1.3,2.1,3.4,0.5,0.4,0.3,0.7,2.5,3.6
Alvan Adams,C,33,PHO,82,25,20.1,3.1,6.2,0.496,0.0,0.0,0.5,3.0,6.1,0.496,0.49700000000000005,1.3,1.6,0.8440000000000001,1.4,3.0,4.5,2.2,1.0,0.5,1.7,3.0,7.5
Michael Adams,PG,25,DEN,82,75,33.9,5.1,11.3,0.449,1.7,4.6,0.36700000000000005,3.4,6.7,0.505,0.524,2.0,2.4,0.8340000000000001,0.5,2.2,2.7,6.1,2.0,0.2,1.8,1.7,13.9
Mark Aguirre,SF,28,DAL,77,77,33.9,9.7,20.4,0.475,0.7,2.2,0.302,9.0,18.2,0.496,0.491,5.0,6.5,0.77,2.4,3.3,5.6,3.6,0.9,0.7,2.6,2.9,25.1
Danny Ainge,SG,28,BOS,81,81,37.3,6.0,12.1,0.491,1.8,4.4,0.415,4.1,7.7,0.534,0.5660000000000001,2.0,2.2,0.878,0.7,2.3,3.1,6.2,1.4,0.2,1.9,2.5,15.7
Mark Alarie,PF,24,WSB,63,0,12.2,2.3,4.8,0.48,0.1,0.3,0.222,2.2,4.5,0.496,0.48700000000000004,0.6,0.8,0.7140000000000001,1.1,1.4,2.5,0.6,0.2,0.2,0.8,1.7,5.2
Steve Alford,PG,23,DAL,28,0,7.0,0.8,2.0,0.382,0.0,0.3,0.125,0.7,1.7,0.426,0.391,0.6,0.6,0.941,0.1,0.7,0.8,0.8,0.6,0.1,0.4,0.8,2.1
Greg Anderson,PF,23,SAS,82,45,24.2,4.6,9.2,0.501,0.0,0.1,0.2,4.6,9.2,0.503,0.502,2.4,4.0,0.604,2.0,4.3,6.3,1.0,0.7,1.5,1.7,2.8,11.7
Richard Anderson,PF,27,TOT,74,3,18.2,2.3,5.9,0.39,0.6,2.0,0.32,1.7,3.9,0.426,0.444,0.8,1.0,0.753,1.2,2.9,4.1,1.5,0.7,0.2,0.8,1.9,6.1
Ron Anderson,SF,29,IND,74,1,14.8,2.9,5.9,0.498,0.0,0.0,0.0,2.9,5.9,0.5,0.498,1.5,1.9,0.7659999999999999,1.2,1.7,2.9,1.1,0.6,0.1,1.0,1.3,7.3
Joe Arlauckas,SF,22,SAC,9,0,9.4,1.6,4.8,0.326,0.0,0.0,0.0,1.6,4.8,0.326,0.326,0.7,0.9,0.75,0.7,0.8,1.4,0.9,0.3,0.4,0.4,1.8,3.8
Vincent Askew,SG,21,PHI,14,2,16.7,1.6,5.3,0.297,0.0,0.0,0.0,1.6,5.3,0.297,0.297,0.6,0.8,0.727,0.4,1.1,1.6,2.4,0.7,0.4,0.9,0.9,3.7
John Bagley,PG,27,NJN,82,74,33.8,4.8,10.9,0.439,0.6,2.0,0.292,4.2,9.0,0.47100000000000003,0.465,1.8,2.2,0.8220000000000001,0.7,2.4,3.1,5.8,1.3,0.1,2.5,2.0,12.0
