Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kareem Abdul-Jabbar*,C,33,LAL,80,0,37.2,10.5,18.2,0.574,0.0,0.0,0.0,10.5,18.2,0.574,0.574,5.3,6.9,0.7659999999999999,2.5,7.8,10.3,3.4,0.7,2.9,3.1,3.1,26.2
Tom Abernethy,SF,26,TOT,39,0,7.6,0.6,1.5,0.424,0.0,0.0,0.0,0.6,1.5,0.431,0.424,0.3,0.6,0.591,0.5,0.7,1.2,0.5,0.2,0.1,0.2,0.9,1.6
Alvan Adams,C,26,PHO,75,0,27.4,6.1,11.6,0.526,0.0,0.0,0.0,6.1,11.6,0.526,0.526,2.7,3.5,0.768,2.1,5.2,7.3,4.6,1.4,0.9,3.0,3.0,14.9
Darrell Allums,PF,22,DAL,22,0,12.5,1.0,3.0,0.34299999999999997,0.0,0.0,0.0,1.0,3.0,0.348,0.34299999999999997,0.6,1.0,0.591,0.9,2.1,3.0,1.1,0.2,0.4,1.0,2.3,2.7
Tiny Archibald*,PG,32,BOS,80,72,35.3,4.8,9.6,0.499,0.0,0.1,0.0,4.8,9.5,0.505,0.499,4.3,5.2,0.816,0.5,1.8,2.2,7.7,0.9,0.2,3.3,2.5,13.8
Dennis Awtrey,C,32,SEA,47,0,12.9,0.9,2.0,0.473,0.0,0.0,0.0,0.9,2.0,0.473,0.473,0.3,0.4,0.7,0.7,1.6,2.3,1.1,0.3,0.2,0.7,1.8,2.2
James Bailey,PF,23,SEA,82,0,31.0,5.4,10.8,0.499,0.0,0.0,0.5,5.4,10.8,0.499,0.5,3.1,4.4,0.7090000000000001,2.3,5.1,7.4,1.2,0.9,1.7,2.7,4.0,14.0
Greg Ballard,SF,26,WSB,82,0,31.8,6.7,14.5,0.46299999999999997,0.1,0.4,0.21899999999999997,6.6,14.1,0.47,0.466,2.0,2.4,0.847,2.0,5.0,7.1,2.4,1.4,0.5,1.4,2.4,15.5
Mike Bantom,SF,29,IND,76,0,31.3,5.7,11.6,0.489,0.0,0.1,0.0,5.7,11.5,0.49200000000000005,0.489,2.6,3.7,0.708,2.0,3.6,5.6,3.2,1.1,1.1,2.6,3.7,14.0
Billy Ray Bates,SG,24,POR,77,0,20.3,5.7,11.7,0.48700000000000004,0.2,0.7,0.259,5.5,11.0,0.501,0.494,2.2,2.6,0.8540000000000001,0.9,1.1,2.0,2.5,1.1,0.1,1.9,1.6,13.8
Mel Bennett,PF,26,UTA,28,0,11.2,0.9,2.1,0.433,0.0,0.1,0.0,0.9,2.1,0.44799999999999995,0.433,1.9,2.9,0.654,1.2,2.1,3.3,0.5,0.1,0.4,1.1,2.0,3.8
Kent Benson,C,26,DET,59,0,33.2,6.2,13.1,0.473,0.0,0.1,0.0,6.2,13.0,0.475,0.473,3.3,4.3,0.772,2.1,4.7,6.8,2.9,1.2,1.1,3.2,3.1,15.7
Henry Bibby,PG,31,SDC,73,0,15.2,1.6,4.2,0.386,0.4,1.3,0.337,1.2,2.9,0.408,0.43799999999999994,0.9,1.3,0.684,0.3,0.7,1.0,2.7,0.6,0.0,1.0,1.2,4.6
Larry Bird*,PF,24,BOS,82,82,39.5,8.8,18.3,0.478,0.2,0.9,0.27,8.5,17.4,0.489,0.485,3.5,4.0,0.863,2.3,8.6,10.9,5.5,2.0,0.8,3.5,2.9,21.2
Otis Birdsong,SG,25,KCK,71,0,36.5,10.0,18.4,0.544,0.1,0.5,0.28600000000000003,9.9,17.9,0.551,0.547,4.5,6.4,0.6970000000000001,1.7,2.0,3.6,3.3,1.3,0.3,2.4,2.4,24.6
