Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tariq Abdul-Wahad,SG,25,TOT,61,56,25.9,4.5,10.6,0.424,0.0,0.4,0.13,4.4,10.2,0.435,0.426,2.4,3.2,0.7559999999999999,1.7,3.1,4.8,1.6,1.0,0.5,1.7,2.4,11.4
Shareef Abdur-Rahim,SF,23,VAN,82,82,39.3,7.2,15.6,0.465,0.4,1.2,0.302,6.9,14.4,0.478,0.47700000000000004,5.4,6.7,0.809,2.7,7.4,10.1,3.3,1.1,1.1,3.0,3.0,20.3
Cory Alexander,PG,26,DEN,29,2,11.3,1.0,3.4,0.28600000000000003,0.3,1.2,0.257,0.7,2.2,0.302,0.332,0.6,0.8,0.773,0.3,1.2,1.4,2.0,0.8,0.1,1.0,1.3,2.8
Ray Allen*,SG,24,MIL,82,82,37.4,7.8,17.2,0.455,2.1,5.0,0.423,5.7,12.2,0.46799999999999997,0.516,4.3,4.9,0.887,1.0,3.4,4.4,3.8,1.3,0.2,2.2,2.3,22.1
Rafer Alston,PG,23,MIL,27,0,13.4,1.0,3.5,0.284,0.1,0.5,0.214,0.9,3.0,0.29600000000000004,0.3,0.1,0.1,0.75,0.2,0.7,0.9,2.6,0.4,0.0,1.1,1.1,2.2
John Amaechi,C,29,ORL,80,53,21.1,3.8,8.8,0.43700000000000006,0.0,0.1,0.16699999999999998,3.8,8.7,0.439,0.43799999999999994,2.8,3.6,0.7659999999999999,0.8,2.6,3.3,1.2,0.4,0.5,1.7,2.0,10.5
Derek Anderson,SG,25,LAC,64,58,34.4,5.9,13.4,0.43799999999999994,0.9,2.8,0.309,5.0,10.7,0.47200000000000003,0.47,4.2,4.8,0.877,1.3,2.8,4.0,3.4,1.4,0.2,2.6,2.3,16.9
Kenny Anderson,PG,29,BOS,82,82,31.6,5.3,12.0,0.44,1.0,2.7,0.386,4.3,9.3,0.456,0.483,2.4,3.1,0.775,0.7,2.1,2.7,5.1,1.7,0.1,1.6,2.8,14.0
Nick Anderson,SG,32,SAC,72,72,29.1,4.3,10.9,0.391,1.8,5.5,0.332,2.4,5.3,0.452,0.47600000000000003,0.5,1.1,0.48700000000000004,1.2,3.6,4.7,1.7,1.3,0.2,1.3,1.6,10.8
Shandon Anderson,SF,26,HOU,82,82,32.9,4.5,9.5,0.473,1.0,2.7,0.35100000000000003,3.5,6.7,0.523,0.524,2.4,3.1,0.767,1.1,3.6,4.7,2.9,1.2,0.4,2.4,2.2,12.3
Chris Anstey,C,25,CHI,73,11,13.8,2.2,5.0,0.442,0.0,0.1,0.16699999999999998,2.2,4.9,0.447,0.444,1.6,2.0,0.789,1.2,2.6,3.8,0.9,0.4,0.3,1.1,2.5,6.0
Greg Anthony,PG,32,POR,82,3,18.9,2.1,5.1,0.406,1.1,2.8,0.37799999999999995,1.0,2.2,0.44299999999999995,0.512,1.1,1.4,0.772,0.2,1.4,1.6,2.5,0.7,0.1,1.0,1.7,6.3
B.J. Armstrong,PG,32,CHI,27,18,21.6,3.1,6.9,0.446,0.5,1.1,0.44799999999999995,2.6,5.8,0.446,0.48100000000000004,0.8,0.9,0.88,0.1,1.7,1.7,2.9,0.3,0.0,1.5,1.3,7.4
Darrell Armstrong,PG,31,ORL,82,82,31.6,5.9,13.6,0.433,1.7,4.9,0.34,4.2,8.7,0.485,0.494,2.7,3.0,0.9109999999999999,0.8,2.5,3.3,6.1,2.1,0.1,3.0,1.7,16.2
Chucky Atkins,PG,25,ORL,82,0,19.8,3.8,9.0,0.424,0.7,2.0,0.35,3.1,7.0,0.445,0.462,1.2,1.6,0.7290000000000001,0.2,1.3,1.5,3.7,0.6,0.0,1.7,1.7,9.5
Stacey Augmon,SG,31,POR,59,0,11.7,1.4,3.0,0.474,0.0,0.0,0.0,1.4,2.9,0.48,0.474,0.6,0.9,0.6729999999999999,0.7,1.3,2.0,0.9,0.5,0.2,0.6,1.2,3.4
Isaac Austin,C,30,WAS,59,23,19.9,2.6,6.0,0.429,0.0,0.1,0.25,2.5,5.9,0.431,0.43,1.6,2.3,0.6859999999999999,1.1,3.7,4.8,1.3,0.3,0.6,1.8,2.2,6.7
Anthony Avent,PF,30,LAC,49,3,7.7,0.6,2.0,0.302,0.0,0.0,0.0,0.6,2.0,0.302,0.302,0.5,0.7,0.7190000000000001,0.5,1.0,1.5,0.2,0.3,0.3,0.5,1.3,1.7
William Avery,PG,20,MIN,59,1,8.2,0.9,3.1,0.309,0.3,1.1,0.28600000000000003,0.6,2.0,0.322,0.359,0.4,0.6,0.667,0.1,0.5,0.7,1.5,0.2,0.0,0.7,1.0,2.6
Toby Bailey,SG,24,PHO,46,2,9.8,1.3,3.0,0.414,0.0,0.2,0.2,1.2,2.8,0.431,0.42100000000000004,1.0,1.4,0.6920000000000001,0.6,1.0,1.6,0.7,0.3,0.1,0.5,1.2,3.5
Vin Baker,C,28,SEA,79,75,36.1,6.5,14.3,0.455,0.0,0.1,0.25,6.5,14.2,0.457,0.456,3.6,5.2,0.682,2.9,4.8,7.7,1.9,0.6,0.8,2.7,3.6,16.6
Charles Barkley*,PF,36,HOU,20,18,31.0,5.3,11.1,0.47700000000000004,0.3,1.3,0.231,5.0,9.8,0.51,0.491,3.6,5.5,0.645,3.6,6.9,10.5,3.2,0.7,0.2,2.2,2.4,14.5
Dana Barros,PG,32,BOS,72,0,15.8,2.7,6.0,0.451,0.8,2.0,0.41,1.9,4.0,0.47100000000000003,0.518,0.9,1.1,0.868,0.2,1.2,1.4,1.8,0.4,0.1,0.9,1.1,7.2
Brent Barry,SG,28,SEA,80,74,34.1,4.1,8.8,0.46299999999999997,2.1,5.0,0.41100000000000003,2.0,3.9,0.529,0.579,1.6,2.0,0.809,0.6,4.0,4.7,3.6,1.3,0.4,1.8,2.9,11.8
Drew Barry,PG,26,TOT,16,0,9.9,0.9,2.1,0.455,0.4,1.1,0.389,0.5,0.9,0.5329999999999999,0.561,0.3,0.3,0.8,0.0,0.8,0.8,2.1,0.1,0.0,0.8,1.4,2.6
Jon Barry,SG,30,SAC,62,1,20.7,2.6,5.6,0.465,1.1,2.5,0.429,1.5,3.1,0.495,0.561,1.7,1.9,0.922,0.6,2.0,2.6,2.4,1.2,0.1,1.4,1.7,8.0
Tony Battie,C,23,BOS,82,4,18.4,2.7,5.6,0.47700000000000004,0.0,0.1,0.125,2.7,5.5,0.483,0.478,1.2,1.8,0.675,1.9,3.1,5.0,0.8,0.6,0.9,0.8,3.0,6.6
Jonathan Bender,SF,19,IND,24,1,5.4,1.0,2.9,0.32899999999999996,0.1,0.5,0.16699999999999998,0.9,2.4,0.36200000000000004,0.34299999999999997,0.7,1.0,0.667,0.2,0.7,0.9,0.1,0.0,0.2,0.3,0.8,2.7
Benoit Benjamin,C,35,CLE,3,0,2.7,0.3,1.0,0.33299999999999996,0.0,0.0,0.0,0.3,1.0,0.33299999999999996,0.33299999999999996,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.3,0.7
