Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Shareef Abdur-Rahim,PF,28,POR,54,49,34.6,6.2,12.4,0.503,0.3,0.7,0.385,6.0,11.7,0.51,0.514,4.1,4.7,0.866,2.3,5.0,7.3,2.1,0.9,0.5,2.2,2.8,16.8
Cory Alexander,SG,31,CHA,16,1,12.6,1.0,3.1,0.327,0.5,1.2,0.42100000000000004,0.5,1.9,0.267,0.408,0.6,0.8,0.75,0.5,1.3,1.8,2.3,0.6,0.1,1.2,1.8,3.1
Malik Allen,PF,26,TOT,36,1,14.4,2.3,4.9,0.475,0.0,0.0,0.0,2.3,4.9,0.475,0.475,0.7,0.8,0.929,1.1,1.6,2.8,0.5,0.3,0.6,0.5,1.5,5.4
Ray Allen*,SG,29,SEA,78,78,39.3,8.2,19.2,0.428,2.7,7.1,0.376,5.5,12.0,0.45899999999999996,0.498,4.8,5.5,0.883,1.0,3.4,4.4,3.7,1.1,0.1,2.2,2.1,23.9
Tony Allen,SG,23,BOS,77,34,16.4,2.4,5.0,0.475,0.2,0.4,0.387,2.2,4.6,0.483,0.491,1.5,2.0,0.737,1.1,1.8,2.9,0.8,1.0,0.3,1.0,2.0,6.4
Rafer Alston,PG,28,TOR,80,78,34.0,5.0,12.2,0.414,1.7,4.9,0.35700000000000004,3.3,7.3,0.451,0.485,2.4,3.2,0.74,0.5,3.0,3.5,6.4,1.5,0.1,2.1,2.7,14.2
Chris Andersen,C,26,NOH,67,2,21.3,2.9,5.3,0.534,0.0,0.0,0.0,2.9,5.3,0.5379999999999999,0.534,2.0,2.8,0.6890000000000001,2.0,4.1,6.1,1.1,0.2,1.5,1.0,2.1,7.7
Derek Anderson,SG,30,POR,47,32,26.4,3.2,8.3,0.389,1.2,3.2,0.384,2.0,5.1,0.392,0.46299999999999997,1.5,1.9,0.805,0.5,2.2,2.7,3.0,0.8,0.1,1.5,1.9,9.2
Kenny Anderson,PG,34,TOT,43,20,17.3,2.0,4.7,0.423,0.1,0.3,0.462,1.8,4.4,0.42,0.43799999999999994,0.6,0.9,0.73,0.6,1.5,2.0,2.4,0.8,0.0,1.1,2.0,4.7
Shandon Anderson,SF-SG,31,TOT,66,5,17.7,1.5,3.3,0.452,0.1,0.4,0.172,1.4,2.8,0.495,0.46299999999999997,0.8,1.0,0.818,0.6,2.3,2.9,1.1,0.6,0.2,0.8,2.1,3.9
Carmelo Anthony,SF,20,DEN,75,75,34.8,7.1,16.4,0.431,0.6,2.1,0.266,6.5,14.3,0.455,0.44799999999999995,6.1,7.6,0.7959999999999999,1.9,3.8,5.7,2.6,0.9,0.4,3.0,3.1,20.8
Rafael Araújo,C,24,TOR,59,41,12.5,1.3,3.0,0.434,0.0,0.1,0.33299999999999996,1.3,2.9,0.436,0.43700000000000006,0.7,0.9,0.782,1.0,2.1,3.1,0.3,0.4,0.1,0.9,2.7,3.3
Gilbert Arenas,PG,23,WAS,80,80,40.9,8.2,19.0,0.431,2.6,7.0,0.365,5.6,12.0,0.469,0.498,6.5,8.0,0.8140000000000001,1.0,3.7,4.7,5.1,1.7,0.3,3.0,3.1,25.5
Trevor Ariza,SF,19,NYK,80,12,17.3,2.2,4.9,0.442,0.0,0.2,0.231,2.1,4.7,0.449,0.446,1.5,2.2,0.695,1.1,1.9,3.0,1.1,0.9,0.2,0.9,1.9,5.9
Darrell Armstrong,PG,36,TOT,66,16,15.0,1.3,4.2,0.321,0.4,1.7,0.252,0.9,2.5,0.36700000000000005,0.37200000000000005,0.9,1.0,0.853,0.5,1.2,1.7,2.7,0.7,0.1,1.0,1.4,4.0
Carlos Arroyo,PG,25,TOT,70,16,20.7,2.4,6.1,0.389,0.1,0.4,0.267,2.3,5.7,0.39799999999999996,0.39899999999999997,1.7,2.1,0.799,0.4,1.1,1.5,4.0,0.6,0.1,1.5,2.0,6.6
Chucky Atkins,PG,30,LAL,82,82,35.4,4.7,11.1,0.426,2.1,5.5,0.387,2.6,5.5,0.466,0.523,2.0,2.5,0.8029999999999999,0.4,2.0,2.4,4.4,0.9,0.0,1.8,2.2,13.6
Stacey Augmon,SF,36,ORL,55,7,12.1,1.2,3.0,0.40700000000000003,0.0,0.0,0.0,1.2,3.0,0.40700000000000003,0.40700000000000003,1.0,1.4,0.74,0.8,1.0,1.8,0.7,0.4,0.1,0.6,1.5,3.5
Maurice Baker,PG,25,TOT,5,0,3.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.2,0.0,0.2,0.6,0.0
Vin Baker,PF-C,33,TOT,27,0,7.6,0.5,1.6,0.31,0.0,0.0,0.0,0.5,1.5,0.317,0.31,0.3,0.6,0.529,0.6,0.8,1.4,0.4,0.1,0.1,0.6,1.4,1.3
Marcus Banks,PG,23,BOS,81,2,14.1,1.4,3.5,0.402,0.3,0.7,0.35600000000000004,1.2,2.8,0.414,0.439,1.5,2.0,0.742,0.4,1.2,1.6,1.9,0.8,0.2,1.0,1.8,4.6
Leandro Barbosa,PG,22,PHO,63,6,17.3,2.7,5.6,0.475,0.8,2.2,0.36700000000000005,1.9,3.4,0.544,0.547,0.9,1.1,0.797,0.5,1.6,2.1,2.0,0.5,0.1,1.4,2.0,7.0
Matt Barnes,SF,24,SAC,43,9,16.6,1.4,3.5,0.41100000000000003,0.1,0.5,0.22699999999999998,1.3,3.0,0.442,0.42700000000000005,0.8,1.3,0.603,1.1,2.0,3.1,1.3,0.7,0.2,1.0,1.9,3.8
