Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kareem Abdul-Jabbar*,C,32,LAL,82,0,38.3,10.2,16.9,0.604,0.0,0.0,0.0,10.2,16.9,0.604,0.604,4.4,5.8,0.765,2.3,8.5,10.8,4.5,1.0,3.4,3.6,2.6,24.8
Tom Abernethy,PF,25,GSW,67,0,18.2,2.3,4.7,0.48100000000000004,0.0,0.0,0.0,2.3,4.7,0.483,0.48100000000000004,0.8,1.2,0.6829999999999999,0.9,1.9,2.9,1.3,0.5,0.2,0.6,1.8,5.4
Alvan Adams,C,25,PHO,75,0,28.9,6.2,11.7,0.531,0.0,0.0,0.0,6.2,11.6,0.5329999999999999,0.531,2.5,3.1,0.797,2.1,6.0,8.1,4.3,1.4,0.7,2.9,3.2,14.9
Tiny Archibald*,PG,31,BOS,80,80,35.8,4.8,9.9,0.48200000000000004,0.1,0.2,0.222,4.7,9.7,0.488,0.485,4.5,5.4,0.83,0.7,1.7,2.5,8.4,1.3,0.1,3.0,2.7,14.1
Dennis Awtrey,C,31,CHI,26,0,21.5,1.0,2.3,0.45,0.0,0.0,0.0,1.0,2.3,0.45,0.45,1.2,1.9,0.64,1.1,3.3,4.4,1.5,0.5,0.6,1.0,2.5,3.3
Gus Bailey,SG,28,WSB,20,0,9.0,0.8,1.8,0.457,0.1,0.1,1.0,0.8,1.7,0.441,0.47100000000000003,0.3,0.7,0.385,0.3,1.1,1.4,1.3,0.4,0.2,0.6,0.9,1.9
James Bailey,PF,22,SEA,67,0,10.8,1.8,4.0,0.45,0.0,0.0,0.0,1.8,4.0,0.45,0.45,1.0,1.5,0.6729999999999999,1.1,1.9,2.9,0.4,0.3,0.8,1.2,1.7,4.7
Greg Ballard,SF,25,WSB,82,0,29.7,6.6,13.4,0.495,0.2,0.6,0.34,6.5,12.9,0.502,0.502,2.1,2.8,0.753,2.9,4.9,7.8,1.9,1.1,0.4,1.6,2.4,15.6
Mike Bantom,SF,28,IND,77,0,30.3,5.0,9.9,0.505,0.0,0.0,0.33299999999999996,5.0,9.8,0.506,0.506,1.8,2.7,0.665,2.5,3.4,5.9,3.6,1.1,0.6,2.5,3.5,11.8
Marvin Barnes,PF,27,SDC,20,0,14.4,1.2,3.0,0.4,0.0,0.0,0.0,1.2,3.0,0.4,0.4,0.8,1.6,0.5,1.7,2.2,3.9,0.9,0.3,0.6,0.9,2.6,3.2
Rick Barry*,SF,35,HOU,72,0,25.2,4.5,10.7,0.42200000000000004,1.0,3.1,0.33,3.5,7.6,0.45799999999999996,0.469,2.0,2.1,0.935,0.7,2.5,3.3,3.7,1.1,0.4,2.1,2.5,12.0
Tim Bassett,PF,28,TOT,12,0,13.7,1.0,2.8,0.353,0.0,0.0,0.0,1.0,2.8,0.353,0.353,0.8,1.3,0.667,0.9,1.8,2.8,1.2,0.7,0.0,0.8,2.3,2.8
Billy Ray Bates,SG,23,POR,16,0,14.7,4.5,9.1,0.493,0.5,1.2,0.42100000000000004,4.0,7.9,0.504,0.521,1.8,2.4,0.718,0.8,1.0,1.8,1.9,0.9,0.1,1.3,1.6,11.3
Ron Behagen,PF,29,WSB,6,0,10.7,1.5,3.8,0.391,0.0,0.0,0.0,1.5,3.8,0.391,0.391,0.8,1.0,0.833,1.0,1.3,2.3,1.2,0.0,0.7,0.7,2.3,3.8
Kent Benson,C,25,TOT,73,0,25.9,4.1,8.5,0.484,0.0,0.1,0.2,4.1,8.4,0.486,0.485,1.4,1.9,0.7020000000000001,1.7,4.5,6.2,2.4,1.0,1.3,2.2,3.4,9.6
Del Beshore,PG,23,CHI,68,0,12.8,1.3,3.7,0.35200000000000004,0.1,0.4,0.385,1.1,3.3,0.348,0.37200000000000005,0.9,1.3,0.667,0.2,0.7,0.9,2.0,0.9,0.1,1.5,1.5,3.6
