Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kareem Abdul-Jabbar*,C,31,LAL,80,0,39.5,9.7,16.8,0.5770000000000001,0,0,0,9.7,16.8,0.5770000000000001,0.5770000000000001,4.4,5.9,0.736,2.6,10.2,12.8,5.4,1.0,4.0,3.5,2.9,23.8
Tom Abernethy,PF,24,GSW,70,0,17.4,2.5,4.9,0.515,0,0,0,2.5,4.9,0.515,0.515,1.0,1.3,0.745,1.1,2.0,3.1,1.1,0.6,0.2,0.5,1.9,6.0
Alvan Adams,C,24,PHO,77,0,30.7,7.4,13.9,0.53,0,0,0,7.4,13.9,0.53,0.53,3.0,3.8,0.799,2.9,6.3,9.2,4.7,1.4,0.8,3.6,3.2,17.8
Lucius Allen,PG,31,KCK,31,0,13.3,2.2,5.6,0.397,0,0,0,2.2,5.6,0.397,0.397,0.6,1.1,0.5760000000000001,0.5,1.0,1.5,1.4,0.7,0.2,1.0,1.7,5.1
Kim Anderson,SF,23,POR,21,0,10.7,1.1,3.7,0.312,0,0,0,1.1,3.7,0.312,0.312,0.7,1.3,0.536,0.8,1.3,2.1,0.7,0.2,0.2,1.0,2.0,3.0
Tiny Archibald*,PG,30,BOS,69,0,24.1,3.8,8.3,0.452,0,0,0,3.8,8.3,0.452,0.452,3.5,4.4,0.7879999999999999,0.4,1.1,1.5,4.7,0.8,0.1,2.9,1.9,11.0
Tate Armstrong,SG,23,CHI,26,0,10.0,1.1,2.7,0.4,0,0,0,1.1,2.7,0.4,0.4,0.4,0.5,0.769,0.3,0.5,0.8,1.2,0.4,0.0,0.8,0.8,2.5
Dennis Awtrey,C,30,TOT,63,0,11.8,0.7,1.7,0.41100000000000003,0,0,0,0.7,1.7,0.41100000000000003,0.41100000000000003,0.7,0.9,0.732,0.7,1.7,2.4,1.1,0.3,0.2,0.8,1.7,2.0
Gus Bailey,SG,27,NOJ,2,0,4.5,1.0,3.5,0.28600000000000003,0,0,0,1.0,3.5,0.28600000000000003,0.28600000000000003,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,2.0
Greg Ballard,SF,24,WSB,82,0,18.9,3.2,6.8,0.465,0,0,0,3.2,6.8,0.465,0.465,1.5,2.1,0.6920000000000001,1.7,3.7,5.5,1.4,0.7,0.4,1.2,2.0,7.8
Mike Bantom,PF,27,IND,81,0,31.2,6.0,12.8,0.465,0,0,0,6.0,12.8,0.465,0.465,2.8,4.2,0.672,2.8,5.2,8.0,2.8,1.2,0.8,2.4,3.9,14.7
Tom Barker,C,23,TOT,39,0,12.2,1.7,4.0,0.436,0,0,0,1.7,4.0,0.436,0.436,0.7,0.9,0.73,1.2,1.9,3.1,0.4,0.3,0.3,0.9,1.9,4.2
Marvin Barnes,PF,26,BOS,38,0,20.9,3.5,7.1,0.491,0,0,0,3.5,7.1,0.491,0.491,1.1,1.7,0.652,1.5,3.2,4.7,1.4,1.0,1.0,1.8,3.8,8.1
Rick Barry*,SF,34,HOU,80,0,32.1,5.8,12.5,0.461,0,0,0,5.8,12.5,0.461,0.461,2.0,2.1,0.9470000000000001,0.5,3.0,3.5,6.3,1.2,0.5,2.5,2.4,13.5
Tim Bassett,PF,27,NJN,82,0,18.4,1.4,3.8,0.371,0,0,0,1.4,3.8,0.371,0.371,1.1,1.6,0.679,2.1,3.0,5.1,1.2,0.5,0.4,1.3,2.7,3.9
Butch Beard,PG,31,NYK,7,0,12.1,1.6,3.7,0.423,0,0,0,1.6,3.7,0.423,0.423,0.0,0.0,0.0,0.1,1.3,1.4,2.7,1.0,0.0,1.4,1.9,3.1
Ron Behagen,PF,28,TOT,15,0,11.0,1.9,4.1,0.452,0,0,0,1.9,4.1,0.452,0.452,0.7,0.9,0.769,0.9,1.9,2.8,0.5,0.3,0.1,0.7,2.4,4.4
Kent Benson,C,24,MIL,82,0,26.0,5.0,9.7,0.518,0,0,0,5.0,9.7,0.518,0.518,2.2,3.0,0.735,2.3,4.8,7.1,2.5,1.1,1.0,1.9,3.4,12.3
Del Beshore,PG,22,MIL,1,0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henry Bibby,PG,29,PHI,82,0,31.0,4.5,10.6,0.423,0,0,0,4.5,10.6,0.423,0.423,3.2,4.1,0.794,0.9,2.1,3.0,4.5,0.9,0.1,2.4,2.4,12.2
Bob Bigelow,SF,25,SDC,29,0,14.2,1.2,3.1,0.4,0,0,0,1.2,3.1,0.4,0.4,0.4,0.7,0.619,0.5,1.1,1.6,0.9,0.4,0.1,0.6,1.3,2.9
Otis Birdsong,SG,23,KCK,82,0,34.6,9.0,17.8,0.509,0,0,0,9.0,17.8,0.509,0.509,3.6,5.0,0.725,2.1,2.2,4.3,3.4,1.5,0.2,2.4,3.1,21.7
Ron Boone,SG,32,LAL,82,0,19.3,3.2,6.9,0.455,0,0,0,3.2,6.9,0.455,0.455,1.1,1.3,0.865,0.6,1.1,1.8,1.9,0.8,0.1,1.8,2.1,7.4
Tom Boswell,PF,25,DEN,79,0,27.9,4.1,7.6,0.532,0,0,0,4.1,7.6,0.532,0.532,2.5,3.6,0.6970000000000001,3.1,3.7,6.8,3.1,0.6,0.6,2.3,3.3,10.6
Dennis Boyd,PG,24,DET,5,0,8.0,0.6,2.4,0.25,0,0,0,0.6,2.4,0.25,0.25,0.0,0.0,0.0,0.0,0.4,0.4,1.4,0.0,0.0,1.2,1.0,1.2
Winford Boynes,SG,21,NJN,69,0,17.0,3.7,8.6,0.43,0,0,0,3.7,8.6,0.43,0.43,1.9,2.4,0.787,0.9,1.4,2.2,1.1,0.6,0.1,1.7,1.7,9.3
Alonzo Bradley,SF,25,HOU,34,0,7.2,1.1,2.6,0.42,0,0,0,1.1,2.6,0.42,0.42,0.6,1.0,0.667,0.4,1.0,1.4,0.5,0.1,0.0,0.5,1.0,2.8
Mike Bratz,PG,23,PHO,77,0,16.8,3.1,6.9,0.45399999999999996,0,0,0,3.1,6.9,0.45399999999999996,0.45399999999999996,1.8,2.2,0.818,0.7,1.1,1.8,2.3,0.8,0.1,1.8,2.0,8.1
Jim Brewer,PF,27,TOT,80,0,20.1,1.8,4.0,0.442,0,0,0,1.8,4.0,0.442,0.442,0.3,0.8,0.413,2.0,4.0,5.9,1.1,0.8,0.8,1.2,2.2,3.9
Ron Brewer,SG,23,POR,81,0,30.3,5.4,10.8,0.494,0,0,0,5.4,10.8,0.494,0.494,2.6,3.2,0.82,1.1,1.7,2.8,2.0,1.3,1.0,1.9,2.2,13.3
Junior Bridgeman,SG,25,MIL,82,0,23.9,6.6,13.0,0.506,0,0,0,6.6,13.0,0.506,0.506,2.3,2.8,0.8290000000000001,1.4,2.2,3.6,2.0,1.1,0.5,1.7,2.2,15.5
Allan Bristow,SF,27,SAS,74,0,17.9,2.4,4.8,0.49200000000000005,0,0,0,2.4,4.8,0.49200000000000005,0.49200000000000005,1.7,2.0,0.8320000000000001,1.1,2.3,3.3,3.1,0.8,0.2,1.5,2.1,6.4
Fred Brown,PG,30,SEA,77,0,25.5,5.8,12.4,0.469,0,0,0,5.8,12.4,0.469,0.469,2.4,2.7,0.888,0.5,1.7,2.2,3.4,1.5,0.3,2.1,1.8,14.0
John Brown,SF,27,CHI,77,0,16.4,2.0,4.1,0.479,0,0,0,2.0,4.1,0.479,0.479,1.1,1.3,0.857,1.1,2.0,3.1,1.4,0.2,0.1,1.2,2.3,5.0
Joe Bryant,PF,24,PHI,70,0,15.2,2.9,6.8,0.429,0,0,0,2.9,6.8,0.429,0.429,1.8,2.4,0.7240000000000001,1.4,2.3,3.7,1.5,0.7,0.1,1.6,2.4,7.6
