Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Zaid Abdul-Aziz,C,28,HOU,65,0,22.3,3.6,8.3,0.43700000000000006,0,0,0,3.6,8.3,0.43700000000000006,0.43700000000000006,2.4,3.1,0.7829999999999999,2.4,5.1,7.5,1.3,0.6,1.1,0,2.0,9.7
Kareem Abdul-Jabbar*,C,27,MIL,65,0,42.3,12.5,24.4,0.513,0,0,0,12.5,24.4,0.513,0.513,5.0,6.6,0.763,3.0,11.0,14.0,4.1,1.0,3.3,0,3.2,30.0
Don Adams,SF,27,DET,51,0,27.0,2.5,6.2,0.40299999999999997,0,0,0,2.5,6.2,0.40299999999999997,0.40299999999999997,0.9,1.5,0.5770000000000001,1.2,3.5,4.8,1.5,1.4,0.4,0,3.5,5.9
Rick Adelman,PG,28,TOT,58,0,18.5,2.1,5.0,0.423,0,0,0,2.1,5.0,0.423,0.423,1.3,1.8,0.7090000000000001,0.4,1.2,1.6,1.9,1.2,0.1,0,1.7,5.5
Lucius Allen,PG,27,TOT,66,0,35.7,7.7,17.7,0.43700000000000006,0,0,0,7.7,17.7,0.43700000000000006,0.43700000000000006,3.6,4.6,0.778,1.4,2.8,4.2,5.6,2.1,0.4,0,3.3,19.1
Dan Anderson,SG,24,POR,43,0,10.5,1.1,2.4,0.44799999999999995,0,0,0,1.1,2.4,0.44799999999999995,0.44799999999999995,0.6,0.7,0.867,0.2,0.5,0.7,1.9,0.4,0.0,0,1.0,2.8
Tiny Archibald*,PG,26,KCO,82,0,39.6,9.3,20.3,0.456,0,0,0,9.3,20.3,0.456,0.456,8.0,9.1,0.872,0.6,2.1,2.7,6.8,1.5,0.1,0,2.3,26.5
Jim Ard,C,26,BOS,59,0,12.2,1.5,4.5,0.335,0,0,0,1.5,4.5,0.335,0.335,0.8,1.1,0.738,1.0,2.4,3.4,0.7,0.2,0.5,0,1.6,3.8
Dennis Awtrey,C,26,PHO,82,0,34.6,4.1,8.8,0.47,0,0,0,4.1,8.8,0.47,0.47,1.6,2.4,0.677,3.0,5.6,8.6,4.2,0.7,0.6,0,2.8,9.9
Gus Bailey,SG,23,HOU,47,0,9.5,1.1,2.7,0.405,0,0,0,1.1,2.7,0.405,0.405,0.4,0.9,0.488,0.5,1.3,1.7,1.3,0.4,0.3,0,1.1,2.6
Mike Bantom,SF,23,PHO,82,0,27.3,5.1,11.1,0.461,0,0,0,5.1,11.1,0.461,0.461,2.3,3.2,0.7140000000000001,2.6,4.2,6.7,1.9,0.8,0.6,0,3.3,12.5
Jim Barnett,SG,30,TOT,73,0,24.3,3.9,8.9,0.43700000000000006,0,0,0,3.9,8.9,0.43700000000000006,0.43700000000000006,2.7,3.3,0.836,0.8,1.6,2.5,2.4,0.6,0.2,0,2.2,10.5
Rick Barry*,SF,30,GSW,80,0,40.4,12.9,27.7,0.46399999999999997,0,0,0,12.9,27.7,0.46399999999999997,0.46399999999999997,4.9,5.5,0.904,1.2,4.6,5.7,6.2,2.9,0.4,0,2.8,30.6
Butch Beard,PG,27,GSW,82,0,30.7,5.0,9.4,0.528,0,0,0,5.0,9.4,0.528,0.528,2.8,3.4,0.8320000000000001,1.4,2.4,3.9,4.2,1.6,0.1,0,3.6,12.8
Zelmo Beaty*,C,35,LAL,69,0,17.6,2.0,4.5,0.439,0,0,0,2.0,4.5,0.439,0.439,1.6,2.0,0.8,1.3,3.4,4.7,1.1,0.7,0.4,0,1.9,5.5
Ron Behagen,PF,24,KCO,81,0,27.2,4.1,10.3,0.39899999999999997,0,0,0,4.1,10.3,0.39899999999999997,0.39899999999999997,2.5,3.3,0.754,1.8,5.5,7.3,1.9,0.7,0.5,0,3.7,10.7
Dennis Bell,SF,23,NYK,52,0,8.9,1.3,3.5,0.376,0,0,0,1.3,3.5,0.376,0.376,0.4,0.7,0.556,0.9,1.1,2.0,0.5,0.4,0.2,0,1.0,3.0
Walt Bellamy*,C,35,NOJ,1,0,14.0,2.0,2.0,1.0,0,0,0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0,2.0,6.0
Leon Benbow,SG,24,CHI,39,0,6.5,0.9,2.4,0.37200000000000005,0,0,0,0.9,2.4,0.37200000000000005,0.37200000000000005,0.4,0.5,0.833,0.4,0.6,1.0,0.6,0.3,0.2,0,1.1,2.2
Henry Bibby,PG,25,TOT,75,0,18.7,3.6,8.3,0.436,0,0,0,3.6,8.3,0.436,0.436,1.8,2.5,0.725,0.6,1.2,1.8,2.4,0.7,0.0,0,2.1,9.0
Dave Bing*,PG,31,DET,79,0,40.8,7.3,16.9,0.434,0,0,0,7.3,16.9,0.434,0.434,4.3,5.4,0.809,1.1,2.5,3.6,7.7,1.5,0.3,0,2.8,19.0
John Block,PF,30,TOT,54,0,17.4,2.9,6.4,0.46,0,0,0,2.9,6.4,0.46,0.46,2.1,2.7,0.792,1.3,3.0,4.3,0.9,0.8,0.6,0,2.2,8.0
Tom Boerwinkle,C,29,CHI,80,0,14.7,1.7,3.4,0.48700000000000004,0,0,0,1.7,3.4,0.48700000000000004,0.48700000000000004,0.9,1.2,0.768,1.3,3.4,4.8,3.4,0.3,0.6,0,2.0,4.2
Freddie Boyd,PG,24,PHI,66,0,20.6,3.1,7.5,0.414,0,0,0,3.1,7.5,0.414,0.414,0.8,1.7,0.478,0.2,1.1,1.3,2.4,0.7,0.1,0,2.0,7.0
Ken Boyd,SF,22,NOJ,6,0,4.2,1.2,2.2,0.5379999999999999,0,0,0,1.2,2.2,0.5379999999999999,0.5379999999999999,0.8,1.8,0.455,0.5,0.3,0.8,0.3,0.5,0.0,0,0.3,3.2
Steve Bracey,SG,24,GSW,42,0,8.1,1.3,3.1,0.415,0,0,0,1.3,3.1,0.415,0.415,0.6,0.9,0.6579999999999999,0.2,0.7,0.9,1.2,0.3,0.0,0,1.0,3.2
Bill Bradley*,SF,31,NYK,79,0,35.3,5.7,13.1,0.436,0,0,0,5.7,13.1,0.436,0.436,1.8,2.1,0.873,0.8,2.4,3.2,3.1,0.9,0.2,0,3.6,13.3
Jim Brewer,PF,23,CLE,82,0,24.3,3.5,7.8,0.455,0,0,0,3.5,7.8,0.455,0.455,1.3,1.9,0.648,2.5,3.7,6.2,1.6,0.9,0.5,0,1.8,8.4
Bill Bridges,PF,35,TOT,32,0,13.0,1.1,2.9,0.376,0,0,0,1.1,2.9,0.376,0.376,0.5,1.1,0.5,2.0,2.2,4.2,1.0,0.3,0.2,0,2.0,2.7
John Brisker,SG,27,SEA,21,0,13.1,2.9,6.7,0.426,0,0,0,2.9,6.7,0.426,0.426,2.0,2.3,0.857,0.7,0.9,1.6,0.9,0.3,0.1,0,1.6,7.7
Allan Bristow,SF,23,PHI,72,0,15.3,2.3,5.5,0.415,0,0,0,2.3,5.5,0.415,0.415,1.7,2.1,0.7909999999999999,1.5,2.0,3.5,1.4,0.3,0.0,0,1.4,6.2
Gary Brokaw,SG,21,MIL,73,0,22.5,3.2,7.0,0.455,0,0,0,3.2,7.0,0.455,0.455,1.7,2.5,0.685,0.5,1.5,2.0,3.0,0.4,0.2,0,2.4,8.1
Fred Brown,SG,26,SEA,81,0,33.0,9.1,19.0,0.48,0,0,0,9.1,19.0,0.48,0.48,2.8,3.4,0.831,1.4,2.8,4.2,3.5,2.3,0.2,0,2.8,21.0
John Brown,SF,23,ATL,73,0,27.2,4.3,9.4,0.461,0,0,0,4.3,9.4,0.461,0.461,2.5,3.4,0.74,2.5,3.5,5.9,1.8,0.7,0.2,0,3.1,11.2
Tom Burleson,C,22,SEA,82,0,23.0,3.9,9.4,0.41700000000000004,0,0,0,3.9,9.4,0.41700000000000004,0.41700000000000004,2.2,3.2,0.687,1.9,5.1,7.0,1.4,0.8,1.9,0,2.7,10.1
Corky Calhoun,SF,24,TOT,70,0,19.7,1.9,4.5,0.415,0,0,0,1.9,4.5,0.415,0.415,0.8,1.1,0.753,1.6,2.3,3.8,1.1,0.8,0.4,0,2.6,4.6
